form	lemma	POS	morph
antandre	entendre	VERinf	MORPH=empty
a	a3	PRE	MORPH=empty
bien	bien1	ADVgen	MORPH=empty
dire	dire	VERinf	MORPH=empty
et	et	CONcoo	MORPH=empty
a	a3	PRE	MORPH=empty
bien	bien1	ADVgen	MORPH=empty
aprandre	aprendre	VERcjg	MORPH=empty
,	,	PONfbl	MORPH=empty
et	et	CONcoo	MORPH=empty
tret	traire	VERcjg	MORPH=empty
d'	de	PRE	MORPH=empty
un	un	DETndf	MORPH=empty
conte	conte2	NOMcom	MORPH=empty
d'	de	PRE	MORPH=empty
avanture	aventure	NOMcom	MORPH=empty
une	un	DETndf	MORPH=empty
mout	mout	ADVgen	MORPH=empty
bele	bel1	ADJqua	MORPH=empty
conjointure	conjointure	NOMcom	MORPH=empty
par	par	PRE	MORPH=empty
qu'	que2	PROrel	MORPH=empty
an	on	PROind	MORPH=empty
puet	pöoir	VERcjg	MORPH=empty
prover	prover	VERinf	MORPH=empty
et	et	CONcoo	MORPH=empty
savoir	savoir	VERinf	MORPH=empty
que	que4	CONsub	MORPH=empty
cil	cel	PROdem	MORPH=empty
ne	ne1	ADVneg	MORPH=empty
fet	faire	VERcjg	MORPH=empty
mie	mie	ADVneg	MORPH=empty
savoir	savoir	VERinf	MORPH=empty
qui	qui	PROrel	MORPH=empty
s'	son4	DETpos	MORPH=empty
escience	escïence	NOMcom	MORPH=empty
n'	ne1	ADVneg	MORPH=empty
abandone	abandoner	VERcjg	MORPH=empty
tant	tant	ADVgen	MORPH=empty
con	come1	CONsub	MORPH=empty
Dex	Dieu	NOMpro	MORPH=empty
la	le	DETdef	MORPH=empty
grasce	grace	NOMcom	MORPH=empty
l'	il	PROper	MORPH=empty
an	en2	PROadv	MORPH=empty
done	doner	VERcjg	MORPH=empty
.	.	PONfrt	MORPH=empty
D'	de	PRE	MORPH=empty
Erec	Erec	NOMpro	MORPH=empty
,	,	PONfbl	MORPH=empty
le	le	DETdef	MORPH=empty
fil	fil2	NOMcom	MORPH=empty
Lac	Lac	NOMpro	MORPH=empty
,	,	PONfbl	MORPH=empty
est	estre1	VERcjg	MORPH=empty
li	le	DETdef	MORPH=empty
contes	conte2	NOMcom	MORPH=empty
,	,	PONfbl	MORPH=empty
que	que2	PROrel	MORPH=empty
devant	devant	PRE	MORPH=empty
rois	roi2	NOMcom	MORPH=empty
et	et	CONcoo	MORPH=empty
devant	devant	PRE	MORPH=empty
contes	conte1	NOMcom	MORPH=empty
depecier	depecier	VERinf	MORPH=empty
et	et	CONcoo	MORPH=empty
corronpre	corrompre	VERinf	MORPH=empty
suelent	soloir	VERcjg	MORPH=empty
cil	cel	PROdem	MORPH=empty
qui	qui	PROrel	MORPH=empty
de	de	PRE	MORPH=empty
conter	conter	VERinf	MORPH=empty
vivre	vivre1	VERinf	MORPH=empty
vuelent	voloir	VERcjg	MORPH=empty
.	.	PONfrt	MORPH=empty
Des	des2	PRE	MORPH=empty
or	or4	ADVgen	MORPH=empty
comancerai	comencier	VERcjg	MORPH=empty
l'	le	DETdef	MORPH=empty
estoire	estoire1	NOMcom	MORPH=empty
qui	qui	PROrel	MORPH=empty
toz	tot	DETind	MORPH=empty
jorz	jor	NOMcom	MORPH=empty
mes	mais1	ADVgen	MORPH=empty
iert	estre1	VERcjg	MORPH=empty
an	en1	PRE	MORPH=empty
mimoire	memoire	NOMcom	MORPH=empty
tant	tant	ADVgen	MORPH=empty
con	come1	CONsub	MORPH=empty
durra	durer	VERcjg	MORPH=empty
crestiantez	crestïenté	NOMcom	MORPH=empty
;	;	PONfbl	MORPH=empty
de	de	PRE	MORPH=empty
ce	ce1	PROdem	MORPH=empty
s'	soi1	PROper	MORPH=empty
est	estre1	VERcjg	MORPH=empty
Crestiens	Crestiien	NOMpro	MORPH=empty
vantez	vanter	VERppe	MORPH=empty
.	.	PONfrt	MORPH=empty
Au	a3+le	PRE.DETdef	MORPH=empty
jor	jor	NOMcom	MORPH=empty
de	de	PRE	MORPH=empty
Pasque	Pasque	NOMcom	MORPH=empty
,	,	PONfbl	MORPH=empty
au	a3+le	PRE.DETdef	MORPH=empty
tans	tens	NOMcom	MORPH=empty
novel	novel	ADJqua	MORPH=empty
,	,	PONfbl	MORPH=empty
a	a3	PRE	MORPH=empty
Quaradigan	Caradigan	NOMpro	MORPH=empty
,	,	PONfbl	MORPH=empty
son	son4	DETpos	MORPH=empty
chastel	chastel	NOMcom	MORPH=empty
,	,	PONfbl	MORPH=empty
ot	avoir	VERcjg	MORPH=empty
li	le	DETdef	MORPH=empty
rois	roi2	NOMcom	MORPH=empty
Artus	Artu	NOMpro	MORPH=empty
cort	cort1	NOMcom	MORPH=empty
tenue	tenir1	VERppe	MORPH=empty
.	.	PONfrt	MORPH=empty
Einz	ainc	ADVgen	MORPH=empty
si	si	ADVgen	MORPH=empty
riche	riche	ADJqua	MORPH=empty
ne	ne1	ADVneg	MORPH=empty
fu	estre1	VERcjg	MORPH=empty
veüe	vëoir	VERppe	MORPH=empty
,	,	PONfbl	MORPH=empty
que	que4	CONsub	MORPH=empty
mout	mout	ADVgen	MORPH=empty
i	i2	PROadv	MORPH=empty
ot	avoir	VERcjg	MORPH=empty
boens	bon	ADJqua	MORPH=empty
chevaliers	chevalier	NOMcom	MORPH=empty
,	,	PONfbl	MORPH=empty
hardiz	hardi	ADJqua	MORPH=empty
et	et	CONcoo	MORPH=empty
conbatanz	combatre	VERppa	MORPH=empty
et	et	CONcoo	MORPH=empty
fiers	fier	ADJqua	MORPH=empty
,	,	PONfbl	MORPH=empty
et	et	CONcoo	MORPH=empty
riches	riche	ADJqua	MORPH=empty
dames	dame	NOMcom	MORPH=empty
et	et	CONcoo	MORPH=empty
puceles	pucele	NOMcom	MORPH=empty
,	,	PONfbl	MORPH=empty
filles	fille	NOMcom	MORPH=empty
de	de	PRE	MORPH=empty
rois	roi2	NOMcom	MORPH=empty
,	,	PONfbl	MORPH=empty
gentes	gent2	ADJqua	MORPH=empty
et	et	CONcoo	MORPH=empty
beles	bel1	ADJqua	MORPH=empty
.	.	PONfrt	MORPH=empty
Mes	mais1	CONcoo	MORPH=empty
einçois	ainçois	ADVgen	MORPH=empty
que	que4	CONsub	MORPH=empty
la	le	DETdef	MORPH=empty
corz	cort1	NOMcom	MORPH=empty
fausist	falir	VERcjg	MORPH=empty
,	,	PONfbl	MORPH=empty
li	le	DETdef	MORPH=empty
rois	roi2	NOMcom	MORPH=empty
a	a3	PRE	MORPH=empty
ses	son4	DETpos	MORPH=empty
chevaliers	chevalier	NOMcom	MORPH=empty
dist	dire	VERcjg	MORPH=empty
qu'	que4	CONsub	MORPH=empty
il	il	PROper	MORPH=empty
voloit	voloir	VERcjg	MORPH=empty
le	le	DETdef	MORPH=empty
blanc	blanc	ADJqua	MORPH=empty
cerf	cerf	NOMcom	MORPH=empty
chacier	chacier	VERinf	MORPH=empty
por	por2	PRE	MORPH=empty
la	le	DETdef	MORPH=empty
costume	costume	NOMcom	MORPH=empty
ressaucier	ressaucier	VERinf	MORPH=empty
.	.	PONfrt	MORPH=empty
Monseignor	seignor	NOMcom	MORPH=empty
Gauvain	Gauvain	NOMpro	MORPH=empty
ne	ne1	ADVneg	MORPH=empty
plot	plaire	VERcjg	MORPH=empty
mie	mie	ADVneg	MORPH=empty
,	,	PONfbl	MORPH=empty
quant	cant1	CONsub	MORPH=empty
il	il	PROper	MORPH=empty
ot	avoir	VERcjg	MORPH=empty
la	le	DETdef	MORPH=empty
parole	parole	NOMcom	MORPH=empty
oïe	öir	VERppe	MORPH=empty
.	.	PONfrt	MORPH=empty
«	«	PONpga	MORPH=empty
Sire	seignor	NOMcom	MORPH=empty
,	,	PONfbl	MORPH=empty
fet	faire	VERcjg	MORPH=empty
il	il	PROper	MORPH=empty
,	,	PONfbl	MORPH=empty
de	de	PRE	MORPH=empty
ceste	cest	DETdem	MORPH=empty
chace	chace	NOMcom	MORPH=empty
n'	ne1	ADVneg	MORPH=empty
avroiz	avoir	VERcjg	MORPH=empty
vos	vos	PROper	MORPH=empty
ja	ja	ADVgen	MORPH=empty
ne	ne2	CONcoo	MORPH=empty
gré	gré2	NOMcom	MORPH=empty
ne	ne2	CONcoo	MORPH=empty
grace	grace	NOMcom	MORPH=empty
.	.	PONfrt	MORPH=empty
Nos	nos1	PROper	MORPH=empty
savomes	savoir	VERcjg	MORPH=empty
bien	bien1	ADVgen	MORPH=empty
tuit	tot	PROind	MORPH=empty
piece	piece	NOMcom	MORPH=empty
a	avoir	VERcjg	MORPH=empty
quel	quel1	DETrel	MORPH=empty
costume	costume	NOMcom	MORPH=empty
li	le	DETdef	MORPH=empty
blans	blanc	ADJqua	MORPH=empty
cers	cerf	NOMcom	MORPH=empty
a	avoir	VERcjg	MORPH=empty
:	:	PONfbl	MORPH=empty
qui	qui	PROrel	MORPH=empty
le	le	DETdef	MORPH=empty
blanc	blanc	ADJqua	MORPH=empty
cerf	cerf	NOMcom	MORPH=empty
ocirre	ocire	VERinf	MORPH=empty
puet	pöoir	VERcjg	MORPH=empty
par	par	PRE	MORPH=empty
reison	raison	NOMcom	MORPH=empty
beisier	baisier	VERinf	MORPH=empty
li	il	PROper	MORPH=empty
estuet	estovoir1	VERcjg	MORPH=empty
des	de+le	PRE.DETdef	MORPH=empty
puceles	pucele	NOMcom	MORPH=empty
de	de	PRE	MORPH=empty
vostre	vostre	DETpos	MORPH=empty
cort	cort1	NOMcom	MORPH=empty
la	le	DETdef	MORPH=empty
plus	plus	ADVgen	MORPH=empty
bele	bel1	ADJqua	MORPH=empty
,	,	PONfbl	MORPH=empty
a	a3	PRE	MORPH=empty
que	que2	PROrel	MORPH=empty
que	que2	PROrel	MORPH=empty
il	il	PROper	MORPH=empty
tort	torner	VERcjg	MORPH=empty
.	.	PONfrt	MORPH=empty
Maus	mal1	NOMcom	MORPH=empty
an	en2	PROadv	MORPH=empty
puet	pöoir	VERcjg	MORPH=empty
avenir	avenant	VERinf	MORPH=empty
mout	mout	ADVgen	MORPH=empty
granz	grant	ADJqua	MORPH=empty
,	,	PONfbl	MORPH=empty
qu'	que4	CONcoo	MORPH=empty
ancor	encore	ADVgen	MORPH=empty
a	avoir	VERcjg	MORPH=empty
il	il	PROper	MORPH=empty
ceanz	çaienz	ADVgen	MORPH=empty
.v.	5	DETcar	MORPH=empty
.c.	100	DETcar	MORPH=empty
dameiseles	damoisele	NOMcom	MORPH=empty
de	de	PRE	MORPH=empty
hauz	haut	ADJqua	MORPH=empty
paraiges	parage	NOMcom	MORPH=empty
,	,	PONfbl	MORPH=empty
filles	fille	NOMcom	MORPH=empty
de	de	PRE	MORPH=empty
rois	roi2	NOMcom	MORPH=empty
,	,	PONfbl	MORPH=empty
gentes	gent2	ADJqua	MORPH=empty
et	et	CONcoo	MORPH=empty
sages	sage	ADJqua	MORPH=empty
;	;	PONfbl	MORPH=empty
n'	ne1	ADVneg	MORPH=empty
i	i2	PROadv	MORPH=empty
a	avoir	VERcjg	MORPH=empty
nule	nul	PROind	MORPH=empty
qui	qui	PROrel	MORPH=empty
n'	ne1	ADVneg	MORPH=empty
ait	avoir	VERcjg	MORPH=empty
ami	ami	NOMcom	MORPH=empty
chevalier	chevalier	NOMcom	MORPH=empty
vaillant	valoir	VERppa	MORPH=empty
et	et	CONcoo	MORPH=empty
hardi	hardi	ADJqua	MORPH=empty
,	,	PONfbl	MORPH=empty
don	dont	PROrel	MORPH=empty
chascuns	chascun	PROind	MORPH=empty
desresnier	deraisnier	VERinf	MORPH=empty
voldroit	voloir	VERcjg	MORPH=empty
,	,	PONfbl	MORPH=empty
ou	o3	CONcoo	MORPH=empty
fust	estre1	VERcjg	MORPH=empty
a	a3	PRE	MORPH=empty
tort	tort2	NOMcom	MORPH=empty
ou	o3	CONcoo	MORPH=empty
fust	estre1	VERcjg	MORPH=empty
a	a3	PRE	MORPH=empty
droit	droit	NOMcom	MORPH=empty
,	,	PONfbl	MORPH=empty
que	que4	CONsub	MORPH=empty
cele	cel	PROdem	MORPH=empty
qui	qui	PROrel	MORPH=empty
li	il	PROper	MORPH=empty
atalante	atalenter	VERcjg	MORPH=empty
est	estre1	VERcjg	MORPH=empty
la	le	DETdef	MORPH=empty
plus	plus	ADVgen	MORPH=empty
bele	bel1	ADJqua	MORPH=empty
et	et	CONcoo	MORPH=empty
la	le	DETdef	MORPH=empty
plus	plus	ADVgen	MORPH=empty
gente	gent2	ADJqua	MORPH=empty
.	.	PONfrt	MORPH=empty
»	»	PONpdr	MORPH=empty
Li	le	DETdef	MORPH=empty
rois	roi2	NOMcom	MORPH=empty
respont	respondre1	VERcjg	MORPH=empty
:	:	PONfbl	MORPH=empty
«	«	PONpga	MORPH=empty
Ce	ce1	PROdem	MORPH=empty
sai	savoir	VERcjg	MORPH=empty
ge	je	PROper	MORPH=empty
bien	bien1	ADVgen	MORPH=empty
,	,	PONfbl	MORPH=empty
mes	mais1	CONcoo	MORPH=empty
por	por2	PRE	MORPH=empty
ce	ce1	PROdem	MORPH=empty
n'	ne1	ADVneg	MORPH=empty
an	en2	PROadv	MORPH=empty
lerai	laiier2	VERcjg	MORPH=empty
ge	je	PROper	MORPH=empty
rien	rien	PROind	MORPH=empty
,	,	PONfbl	MORPH=empty
car	car	CONcoo	MORPH=empty
parole	parole	NOMcom	MORPH=empty
que	que2	PROrel	MORPH=empty
rois	roi2	NOMcom	MORPH=empty
a	avoir	VERcjg	MORPH=empty
dite	dire	VERppe	MORPH=empty
ne	ne1	ADVneg	MORPH=empty
doit	devoir	VERcjg	MORPH=empty
puis	puis	ADVgen	MORPH=empty
estre	estre1	VERinf	MORPH=empty
contredite	contredire	VERppe	MORPH=empty
.	.	PONfrt	MORPH=empty
Demain	demain	ADVgen	MORPH=empty
matin	matin1	ADVgen	MORPH=empty
a	a3	PRE	MORPH=empty
grant	grant	ADJqua	MORPH=empty
deduit	deduit	NOMcom	MORPH=empty
irons	aler	VERcjg	MORPH=empty
chacier	chacier	VERinf	MORPH=empty
le	le	DETdef	MORPH=empty
blanc	blanc	ADJqua	MORPH=empty
cerf	cerf	NOMcom	MORPH=empty
tuit	tot	PROind	MORPH=empty
an	en1	PRE	MORPH=empty
la	le	DETdef	MORPH=empty
forest	forest	NOMcom	MORPH=empty
avantureuse	aventuros	ADJqua	MORPH=empty
;	;	PONfbl	MORPH=empty
ceste	cest	DETdem	MORPH=empty
chace	chace	NOMcom	MORPH=empty
iert	estre1	VERcjg	MORPH=empty
mout	mout	ADVgen	MORPH=empty
mervelleuse	merveillos	ADJqua	MORPH=empty
.	.	PONfrt	MORPH=empty
»	»	PONpdr	MORPH=empty
Ensi	ainsi	ADVgen	MORPH=empty
est	estre1	VERcjg	MORPH=empty
la	le	DETdef	MORPH=empty
chace	chace	NOMcom	MORPH=empty
atornee	atorner	VERppe	MORPH=empty
a	a3	PRE	MORPH=empty
l'	le	DETdef	MORPH=empty
andemain	endemain	NOMcom	MORPH=empty
,	,	PONfbl	MORPH=empty
a	a3	PRE	MORPH=empty
l'	le	DETdef	MORPH=empty
anjornee	enjornee	NOMcom	MORPH=empty
.	.	PONfrt	MORPH=empty
L'	le	DETdef	MORPH=empty
andemain	endemain	NOMcom	MORPH=empty
,	,	PONfbl	MORPH=empty
lués	luès	ADVgen	MORPH=empty
que	que4	CONsub	MORPH=empty
il	il	PROper	MORPH=empty
ajorne	ajorner	VERcjg	MORPH=empty
,	,	PONfbl	MORPH=empty
li	le	DETdef	MORPH=empty
rois	roi2	NOMcom	MORPH=empty
se	soi1	PROper	MORPH=empty
lieve	lever	VERcjg	MORPH=empty
et	et	CONcoo	MORPH=empty
si	si	ADVgen	MORPH=empty
s'	soi1	PROper	MORPH=empty
atorne	atorner	VERcjg	MORPH=empty
,	,	PONfbl	MORPH=empty
et	et	CONcoo	MORPH=empty
por	por2	PRE	MORPH=empty
aler	aler	VERinf	MORPH=empty
an	en1	PRE	MORPH=empty
la	le	DETdef	MORPH=empty
forest	forest	NOMcom	MORPH=empty
d'	de	PRE	MORPH=empty
une	un	DETndf	MORPH=empty
corte	cort2	ADJqua	MORPH=empty
cote	cote2	NOMcom	MORPH=empty
se	soi1	PROper	MORPH=empty
vest	vestir	VERcjg	MORPH=empty
.	.	PONfrt	MORPH=empty
Les	le	DETdef	MORPH=empty
chevaliers	chevalier	NOMcom	MORPH=empty
fet	faire	VERcjg	MORPH=empty
esvellier	esveillier	VERinf	MORPH=empty
,	,	PONfbl	MORPH=empty
les	le	DETdef	MORPH=empty
chaceors	chacëor	NOMcom	MORPH=empty
aparellier	apareillier1	VERinf	MORPH=empty
;	;	PONfbl	MORPH=empty
lor	lor2	DETpos	MORPH=empty
ars	arc	NOMcom	MORPH=empty
et	et	CONcoo	MORPH=empty
lor	lor2	DETpos	MORPH=empty
saietes	saiete	NOMcom	MORPH=empty
ont	avoir	VERcjg	MORPH=empty
,	,	PONfbl	MORPH=empty
an	en1	PRE	MORPH=empty
la	le	DETdef	MORPH=empty
forest	forest	NOMcom	MORPH=empty
chacier	chacier	VERinf	MORPH=empty
s'	soi1	PROper	MORPH=empty
an	en2	PROadv	MORPH=empty
vont	aler	VERcjg	MORPH=empty
.	.	PONfrt	MORPH=empty
Aprés	après	PRE	MORPH=empty
aus	il	PROper	MORPH=empty
monte	monter	VERcjg	MORPH=empty
la	le	DETdef	MORPH=empty
reïne	röine1	NOMcom	MORPH=empty
,	,	PONfbl	MORPH=empty
ansanble	ensemble	ADVgen	MORPH=empty
o	o4	PRE	MORPH=empty
li	il	PROper	MORPH=empty
une	un	DETndf	MORPH=empty
meschine	meschin	NOMcom	MORPH=empty
;	;	PONfbl	MORPH=empty
pucele	pucele	NOMcom	MORPH=empty
estoit	estre1	VERcjg	MORPH=empty
,	,	PONfbl	MORPH=empty
fille	fille	NOMcom	MORPH=empty
de	de	PRE	MORPH=empty
roi	roi2	NOMcom	MORPH=empty
,	,	PONfbl	MORPH=empty
et	et	CONcoo	MORPH=empty
sist	sëoir	VERcjg	MORPH=empty
sor	sor2	PRE	MORPH=empty
un	un	DETndf	MORPH=empty
boen	bon	ADJqua	MORPH=empty
palefroi	palefroi	NOMcom	MORPH=empty
.	.	PONfrt	MORPH=empty
Aprés	après	ADVgen	MORPH=empty
les	il	PROper	MORPH=empty
siust	sivre	VERcjg	MORPH=empty
a	a3	PRE	MORPH=empty
esperon	esperon	NOMcom	MORPH=empty
uns	un	DETndf	MORPH=empty
chevaliers	chevalier	NOMcom	MORPH=empty
,	,	PONfbl	MORPH=empty
Erec	Erec	NOMpro	MORPH=empty
a	avoir	VERcjg	MORPH=empty
non	nom	NOMcom	MORPH=empty
;	;	PONfbl	MORPH=empty
de	de	PRE	MORPH=empty
la	le	DETdef	MORPH=empty
Table	table	NOMcom	MORPH=empty
Reonde	rëont	ADJqua	MORPH=empty
estoit	estre1	VERcjg	MORPH=empty
,	,	PONfbl	MORPH=empty
an	en1	PRE	MORPH=empty
la	le	DETdef	MORPH=empty
cort	cort1	NOMcom	MORPH=empty
mout	mout	ADVgen	MORPH=empty
grant	grant	ADJqua	MORPH=empty
los	los1	NOMcom	MORPH=empty
avoit	avoir	VERcjg	MORPH=empty
;	;	PONfbl	MORPH=empty
de	de	PRE	MORPH=empty
tant	tant	ADVgen	MORPH=empty
com	come1	CONsub	MORPH=empty
il	il	PROper	MORPH=empty
i	i2	PROadv	MORPH=empty
ot	avoir	VERcjg	MORPH=empty
esté	estre1	VERppe	MORPH=empty
,	,	PONfbl	MORPH=empty
n'	ne1	ADVneg	MORPH=empty
i	i2	PROadv	MORPH=empty
ot	avoir	VERcjg	MORPH=empty
chevalier	chevalier	NOMcom	MORPH=empty
si	si	ADVgen	MORPH=empty
loé	löer1	VERppe	MORPH=empty
,	,	PONfbl	MORPH=empty
et	et	CONcoo	MORPH=empty
fu	estre1	VERcjg	MORPH=empty
tant	tant	ADVgen	MORPH=empty
biax	bel1	ADJqua	MORPH=empty
qu'	que4	CONsub	MORPH=empty
an	en1	PRE	MORPH=empty
nule	nul	DETind	MORPH=empty
terre	terre	NOMcom	MORPH=empty
n'	ne1	ADVneg	MORPH=empty
estovoit	estovoir1	VERcjg	MORPH=empty
plus	plus	ADVgen	MORPH=empty
bel	bel1	ADJqua	MORPH=empty
de	de	PRE	MORPH=empty
lui	il	PROper	MORPH=empty
querre	querre	VERinf	MORPH=empty
.	.	PONfrt	MORPH=empty
Mout	mout	ADVgen	MORPH=empty
estoit	estre1	VERcjg	MORPH=empty
biax	bel1	ADJqua	MORPH=empty
et	et	CONcoo	MORPH=empty
preuz	pro	ADJqua	MORPH=empty
et	et	CONcoo	MORPH=empty
genz	gent2	ADJqua	MORPH=empty
et	et	CONcoo	MORPH=empty
n'	ne1	ADVneg	MORPH=empty
avoit	avoir	VERcjg	MORPH=empty
pas	pas	ADVneg	MORPH=empty
.xxv.	25	DETcar	MORPH=empty
anz	an	NOMcom	MORPH=empty
;	;	PONfbl	MORPH=empty
onques	onque	ADVgen	MORPH=empty
nus	nul	DETind	MORPH=empty
hom	ome	NOMcom	MORPH=empty
de	de	PRE	MORPH=empty
son	son4	DETpos	MORPH=empty
aage	ëage	NOMcom	MORPH=empty
ne	ne1	ADVneg	MORPH=empty
fu	estre1	VERcjg	MORPH=empty
de	de	PRE	MORPH=empty
si	si	ADVgen	MORPH=empty
grant	grant	ADJqua	MORPH=empty
vaselage	vasselage	NOMcom	MORPH=empty
.	.	PONfrt	MORPH=empty
Que	que3	PROint	MORPH=empty
diroie	dire	VERcjg	MORPH=empty
de	de	PRE	MORPH=empty
ses	son4	DETpos	MORPH=empty
bontez	bonté	NOMcom	MORPH=empty
?	?	PONfrt	MORPH=empty
Sor	sor2	PRE	MORPH=empty
.i.	un	DETndf	MORPH=empty
destrier	destrier1	NOMcom	MORPH=empty
estoit	estre1	VERcjg	MORPH=empty
montez	monter	VERppe	MORPH=empty
;	;	PONfbl	MORPH=empty
afublez	afubler	VERppe	MORPH=empty
d'	de	PRE	MORPH=empty
un	un	DETndf	MORPH=empty
mantel	mantel	NOMcom	MORPH=empty
hermin	ermin	ADJqua	MORPH=empty
,	,	PONfbl	MORPH=empty
galopant	galoper	VERppa	MORPH=empty
vient	venir	VERcjg	MORPH=empty
tot	tot	DETind	MORPH=empty
le	le	DETdef	MORPH=empty
chemin	chemin	NOMcom	MORPH=empty
;	;	PONfbl	MORPH=empty
s'	si	ADVgen	MORPH=empty
ot	avoir	VERcjg	MORPH=empty
cote	cote2	NOMcom	MORPH=empty
d'	de	PRE	MORPH=empty
un	un	DETndf	MORPH=empty
diapre	dïaspre	NOMcom	MORPH=empty
noble	noble1	ADJqua	MORPH=empty
qui	qui	PROrel	MORPH=empty
fu	estre1	VERcjg	MORPH=empty
fez	faire	VERppe	MORPH=empty
an	en1	PRE	MORPH=empty
Costantinoble	Costantinoble	NOMpro	MORPH=empty
;	;	PONfbl	MORPH=empty
chauces	chauce	NOMcom	MORPH=empty
de	de	PRE	MORPH=empty
paile	paile	NOMcom	MORPH=empty
avoit	avoir	VERcjg	MORPH=empty
chauciees	chaucier1	VERppe	MORPH=empty
,	,	PONfbl	MORPH=empty
mout	mout	ADVgen	MORPH=empty
bien	bien1	ADVgen	MORPH=empty
fetes	faire	VERppe	MORPH=empty
et	et	CONcoo	MORPH=empty
bien	bien1	ADVgen	MORPH=empty
tailliees	taillier1	VERppe	MORPH=empty
;	;	PONfbl	MORPH=empty
et	et	CONcoo	MORPH=empty
es	es3	PRE.DETdef	MORPH=empty
estriés	estrieu	NOMcom	MORPH=empty
afichiez	afichier	VERppe	MORPH=empty
,	,	PONfbl	MORPH=empty
uns	un	DETndf	MORPH=empty
esperons	esperon	NOMcom	MORPH=empty
a	a3	PRE	MORPH=empty
or	or1	NOMcom	MORPH=empty
chauciez	chaucier1	VERppe	MORPH=empty
;	;	PONfbl	MORPH=empty
n'	ne1	ADVneg	MORPH=empty
ot	avoir	VERcjg	MORPH=empty
avoec	avuec	PRE	MORPH=empty
lui	il	PROper	MORPH=empty
arme	arme	NOMcom	MORPH=empty
aportee	aporter	VERppe	MORPH=empty
fors	fors1	ADVgen	MORPH=empty
que	que4	CONsub	MORPH=empty
tant	tant	ADVgen	MORPH=empty
seulemant	solement2	ADVgen	MORPH=empty
s'	son4	DETpos	MORPH=empty
espee	espee	NOMcom	MORPH=empty
.	.	PONfrt	MORPH=empty
La	le	DETdef	MORPH=empty
reïne	röine1	NOMcom	MORPH=empty
vint	venir	VERcjg	MORPH=empty
ateignant	ataindre	VERppa	MORPH=empty
au	a3+le	PRE.DETdef	MORPH=empty
tor	tor5	NOMcom	MORPH=empty
de	de	PRE	MORPH=empty
la	le	DETdef	MORPH=empty
rue	rüe2	NOMcom	MORPH=empty
poignant	poindre	VERppa	MORPH=empty
.	.	PONfrt	MORPH=empty
