form	lemma	POS	morph
ampirant	empirier	VERppa	NOMB.=x|GENRE=x|CAS=x
Ne	ne2	CONcoo	MORPH=empty
ne	ne1	ADVneg	MORPH=empty
donna	doner	VERcjg	MODE=ind|TEMPS=psp|PERS.=3|NOMB.=s
conseil	conseil	NOMcom	NOMB.=s|GENRE=m|CAS=r
petit	petit	ADJqua	NOMB.=s|GENRE=m|CAS=r|DEGRE=p
ne	ne2	CONcoo	MORPH=empty
grant	grant	ADJqua	NOMB.=s|GENRE=m|CAS=r|DEGRE=p
Par	par	PRE	MORPH=empty
coi	coi2	PROrel	NOMB.=s|GENRE=n|CAS=r
proudome	prodome	NOMcom	NOMB.=p|GENRE=m|CAS=n
deserité	desireter	VERppe	NOMB.=p|GENRE=m|CAS=n
fussant	estre1	VERcjg	MODE=sub|TEMPS=ipf|PERS.=3|NOMB.=p
Les	le	DETdef	NOMB.=p|GENRE=f|CAS=n
veves	veve2	ADJqua	NOMB.=p|GENRE=f|CAS=n|DEGRE=p
fames	feme	NOMcom	NOMB.=p|GENRE=f|CAS=n
ne	ne2	CONcoo	MORPH=empty
li	le	DETdef	NOMB.=p|GENRE=m|CAS=n
petit	petit	ADJqua	NOMB.=p|GENRE=m|CAS=n|DEGRE=p
anfant	enfant	NOMcom	NOMB.=p|GENRE=m|CAS=n
Que	que3	ADVint	NOMB.=x|GENRE=x|CAS=x
vos	vos	PROper	PERS.=2|NOMB.=p|GENRE=m|CAS=i
iroie	aler	VERcjg	MODE=con|PERS.=1|NOMB.=s
plus	plus	ADVgen	DEGRE=-
l'	le	DETdef	NOMB.=s|GENRE=f|CAS=r
estoire	estoire1	NOMcom	NOMB.=s|GENRE=f|CAS=r
aloignant	aloignier	VERppa	NOMB.=x|GENRE=x|CAS=x
Charle	Charles	NOMpro	NOMB.=s|GENRE=m|CAS=r
apparut	aparoir	VERcjg	MODE=ind|TEMPS=psp|PERS.=3|NOMB.=s
qu'	que4	CONsub	MORPH=empty
il	il	PROper	PERS.=3|NOMB.=s|GENRE=m|CAS=n
iert	estre1	VERcjg	MODE=ind|TEMPS=ipf|PERS.=3|NOMB.=s
de	de	PRE	MORPH=empty
conseil	conseil	NOMcom	NOMB.=s|GENRE=m|CAS=r
grant	grant	ADJqua	NOMB.=s|GENRE=m|CAS=r|DEGRE=p
Car	car	CONcoo	MORPH=empty
honorez	onorer	VERppe	NOMB.=s|GENRE=m|CAS=n
an	en2	PROadv	MORPH=empty
fu	estre1	VERcjg	MODE=ind|TEMPS=psp|PERS.=3|NOMB.=s
an	en1	PRE	MORPH=empty
son	son4	DETpos	PERS.=3|NOMB.=s|GENRE=m|CAS=r
vivant	vivant	NOMcom	NOMB.=s|GENRE=m|CAS=r
Or	or4	ADVgen	DEGRE=-
vos	vos	PROper	PERS.=2|NOMB.=p|GENRE=m|CAS=i
dirai	dire	VERcjg	MODE=ind|TEMPS=fut|PERS.=1|NOMB.=s
d'	de	PRE	MORPH=empty
Yaumont	Eaumont	NOMpro	NOMB.=s|GENRE=m|CAS=r
et	et	CONcoo	MORPH=empty
d'	de	PRE	MORPH=empty
Agoulant	Agoulant	NOMpro	NOMB.=s|GENRE=m|CAS=r
Et	et	CONcoo	MORPH=empty
d'	de	PRE	MORPH=empty
Aspremont	Aspremont	NOMpro	NOMB.=s|GENRE=m|CAS=r
ou	où	PROrel	NOMB.=x|GENRE=x|CAS=x
li	le	DETdef	NOMB.=s|GENRE=m|CAS=n
estors	estor2	NOMcom	NOMB.=s|GENRE=m|CAS=n
fu	estre1	VERcjg	MODE=ind|TEMPS=psp|PERS.=3|NOMB.=s
grant	grant	ADJqua	NOMB.=s|GENRE=m|CAS=n|DEGRE=p
Si	si	ADVgen	DEGRE=-
com	come1	CONsub	MORPH=empty
li	le	DETdef	NOMB.=s|GENRE=m|CAS=n
rois	roi2	NOMcom	NOMB.=s|GENRE=m|CAS=n
i	i2	PROadv	MORPH=empty
adouba	adober	VERcjg	MODE=ind|TEMPS=psp|PERS.=3|NOMB.=s
Rollant	Roland	NOMpro	NOMB.=s|GENRE=m|CAS=r
Et	et	CONcoo	MORPH=empty
il	il	PROper	PERS.=3|NOMB.=s|GENRE=m|CAS=n
li	il	PROper	PERS.=3|NOMB.=s|GENRE=m|CAS=i
ceint	ceindre	VERcjg	MODE=ind|TEMPS=psp|PERS.=3|NOMB.=s
a	a3	PRE	MORPH=empty
son	son4	DETpos	PERS.=3|NOMB.=s|GENRE=m|CAS=r
costé	costé	NOMcom	NOMB.=s|GENRE=m|CAS=r
le	le	DETdef	NOMB.=s|GENRE=m|CAS=r
brant	brant1	NOMcom	NOMB.=s|GENRE=m|CAS=r
Ce	ce1	PROdem	NOMB.=s|GENRE=n|CAS=r
dist	dire	VERcjg	MODE=ind|TEMPS=psp|PERS.=3|NOMB.=s
la	le	DETdef	NOMB.=s|GENRE=f|CAS=n
geste	geste2	NOMcom	NOMB.=s|GENRE=f|CAS=n
Durendart	Durendal	NOMpro	NOMB.=s|GENRE=f|CAS=r
la	le	DETdef	NOMB.=s|GENRE=f|CAS=r
trenchant	trenchier1	VERppa	NOMB.=s|GENRE=f|CAS=r
C'	ce1	PROdem	NOMB.=s|GENRE=n|CAS=n
est	estre1	VERcjg	MODE=ind|TEMPS=pst|PERS.=3|NOMB.=s
la	le	DETdef	NOMB.=s|GENRE=f|CAS=n
premiere	premier	ADJord	NOMB.=s|GENRE=f|CAS=n
dont	dont	PROrel	NOMB.=x|GENRE=x|CAS=x
il	il	PROper	PERS.=3|NOMB.=s|GENRE=m|CAS=n
onques	onque	ADVgen	DEGRE=-
fist	faire	VERcjg	MODE=ind|TEMPS=psp|PERS.=3|NOMB.=s
sanc	sanc	NOMcom	NOMB.=s|GENRE=m|CAS=r
Dom	dont	PROrel	NOMB.=x|GENRE=x|CAS=x
il	il	PROper	PERS.=3|NOMB.=s|GENRE=m|CAS=n
ocist	ocire	VERcjg	MODE=ind|TEMPS=psp|PERS.=3|NOMB.=s
le	le	DETdef	NOMB.=s|GENRE=m|CAS=r
fil	fil2	NOMcom	NOMB.=s|GENRE=m|CAS=r
roi	roi2	NOMcom	NOMB.=s|GENRE=m|CAS=r
Agoulant	Agoulant	NOMpro	NOMB.=s|GENRE=m|CAS=r
Or	or4	ADVgen	DEGRE=-
m'	je	PROper	PERS.=1|NOMB.=s|GENRE=m|CAS=r
escoutez	escouter	VERcjg	MODE=imp|PERS.=2|NOMB.=p
des	des2	PRE	MORPH=empty
ici	ici	ADVgen	DEGRE=-
an	en1	PRE	MORPH=empty
avant	avant	ADVgen	DEGRE=p
Car	car	CONcoo	MORPH=empty
s'	se	CONsub	MORPH=empty
il	il	PROimp	PERS.=3|NOMB.=s|GENRE=m|CAS=n
vos	vos	PROper	PERS.=2|NOMB.=p|GENRE=m|CAS=i
plaist	plaire	VERcjg	MODE=ind|TEMPS=pst|PERS.=3|NOMB.=s
bone	bon	ADJqua	NOMB.=s|GENRE=f|CAS=r|DEGRE=p
chançon	chançon	NOMcom	NOMB.=s|GENRE=f|CAS=r
vos	vos	PROper	PERS.=2|NOMB.=p|GENRE=m|CAS=i
chant	chanter	VERcjg	MODE=ind|TEMPS=pst|PERS.=1|NOMB.=s
Oez	öir	VERcjg	MODE=imp|PERS.=2|NOMB.=p
de	de	PRE	MORPH=empty
Nayme	Naimes	NOMpro	NOMB.=s|GENRE=m|CAS=r
com	come1	ADVsub	MORPH=empty
avoit	avoir	VERcjg	MODE=ind|TEMPS=ipf|PERS.=3|NOMB.=s
bon	bon	ADJqua	NOMB.=s|GENRE=m|CAS=r|DEGRE=p
mestier	mestier	NOMcom	NOMB.=s|GENRE=m|CAS=r
Il	il	PROper	PERS.=3|NOMB.=s|GENRE=m|CAS=n
ne	ne1	ADVneg	MORPH=empty
servoit	servir	VERcjg	MODE=ind|TEMPS=ipf|PERS.=3|NOMB.=s
mie	mie	ADVneg	MORPH=empty
de	de	PRE	MORPH=empty
losengier	losengier1	NOMcom	NOMB.=s|GENRE=m|CAS=r
Ne	ne2	CONcoo	MORPH=empty
des	de+le	PRE.DETdef	MORPH=empty+NOMB.=p|GENRE=m|CAS=r
frans	franc1	ADJqua	NOMB.=p|GENRE=m|CAS=r|DEGRE=p
homes	ome	NOMcom	NOMB.=p|GENRE=m|CAS=r
a	a3	PRE	MORPH=empty
la	le	DETdef	NOMB.=s|GENRE=f|CAS=r
cort	cort1	NOMcom	NOMB.=s|GENRE=f|CAS=r
ampirier	empirier	VERinf	MORPH=empty
Les	le	DETdef	NOMB.=p|GENRE=m|CAS=r
frans	franc1	ADJqua	NOMB.=p|GENRE=m|CAS=r|DEGRE=p
linages	lignage	NOMcom	NOMB.=p|GENRE=m|CAS=r
fist	faire	VERcjg	MODE=ind|TEMPS=psp|PERS.=3|NOMB.=s
au	a3+le	PRE.DETdef	MORPH=empty+NOMB.=s|GENRE=m|CAS=r
roi	roi2	NOMcom	NOMB.=s|GENRE=m|CAS=r
essaucier	essaucier	VERinf	MORPH=empty
Et	et	CONcoo	MORPH=empty
dou	de+le	PRE.DETdef	MORPH=empty+NOMB.=s|GENRE=m|CAS=r
servise	servise	NOMcom	NOMB.=s|GENRE=m|CAS=r
son	son4	DETpos	PERS.=3|NOMB.=s|GENRE=m|CAS=r
seignor	seignor	NOMcom	NOMB.=s|GENRE=m|CAS=r
aprochier	aprochier	VERinf	MORPH=empty
Em	en1	PRE	MORPH=empty
poi	poi	ADVgen	DEGRE=-
de	de	PRE	MORPH=empty
terme	terme	NOMcom	NOMB.=s|GENRE=m|CAS=r
les	il	PROper	PERS.=3|NOMB.=p|GENRE=m|CAS=r
sot	savoir	VERcjg	MODE=ind|TEMPS=psp|PERS.=3|NOMB.=s
si	si	ADVgen	DEGRE=-
avancier	avancier	VERinf	MORPH=empty
Que	que4	CONsub	MORPH=empty
n'	ne1	ADVneg	MORPH=empty
i	i2	PROadv	MORPH=empty
estut	estovoir1	VERcjg	MODE=ind|TEMPS=psp|PERS.=3|NOMB.=s
achoison	ochaison	NOMcom	NOMB.=s|GENRE=f|CAS=r
apuier	apoiier	VERinf	MORPH=empty
Le	le	DETdef	NOMB.=s|GENRE=m|CAS=r
felon	felon	ADJqua	NOMB.=s|GENRE=m|CAS=r|DEGRE=p
home	ome	NOMcom	NOMB.=s|GENRE=m|CAS=r
quant	cant1	CONsub	MORPH=empty
le	il	PROper	PERS.=3|NOMB.=s|GENRE=m|CAS=r
sot	savoir	VERcjg	MODE=ind|TEMPS=psp|PERS.=3|NOMB.=s
costumier	costumier	ADJqua	NOMB.=s|GENRE=m|CAS=r|DEGRE=p
De	de	PRE	MORPH=empty
son	son4	DETpos	PERS.=3|NOMB.=s|GENRE=m|CAS=r
dessroi	desroi	NOMcom	NOMB.=s|GENRE=m|CAS=r
le	il	PROper	PERS.=3|NOMB.=s|GENRE=m|CAS=r
faisoit	faire	VERcjg	MODE=ind|TEMPS=ipf|PERS.=3|NOMB.=s
esloignier	esloignier	VERinf	MORPH=empty
Et	et	CONcoo	MORPH=empty
s'	se	CONsub	MORPH=empty
il	il	PROper	PERS.=3|NOMB.=s|GENRE=m|CAS=n
nel	ne1+il	ADVneg.PROper	MORPH=empty+PERS.=3|NOMB.=s|GENRE=n|CAS=r
pot	pöoir	VERcjg	MODE=ind|TEMPS=psp|PERS.=3|NOMB.=s
a	a3	PRE	MORPH=empty
son	son4	DETpos	PERS.=3|NOMB.=s|GENRE=m|CAS=r
droit	droit	NOMcom	NOMB.=s|GENRE=m|CAS=r
apuier	apoiier	VERinf	MORPH=empty
Il	il	PROper	PERS.=3|NOMB.=s|GENRE=m|CAS=n
le	il	PROper	PERS.=3|NOMB.=s|GENRE=m|CAS=r
faisoit	faire	VERcjg	MODE=ind|TEMPS=ipf|PERS.=3|NOMB.=s
mater	mater	VERinf	MORPH=empty
et	et	CONcoo	MORPH=empty
justissier	justicier2	VERinf	MORPH=empty
Com	come1	CONsub	MORPH=empty
l'	le	DETdef	NOMB.=s|GENRE=n|CAS=n
an	on	PROind	NOMB.=s|GENRE=n|CAS=n
siaut	soloir	VERcjg	MODE=ind|TEMPS=pst|PERS.=3|NOMB.=s
faire	faire	VERinf	MORPH=empty
le	le	DETdef	NOMB.=s|GENRE=m|CAS=r
ramage	ramage	ADJqua	NOMB.=s|GENRE=m|CAS=r|DEGRE=p
espevrier	esprevier	NOMcom	NOMB.=s|GENRE=m|CAS=r
Que	que3	ADVint	NOMB.=x|GENRE=x|CAS=x
vos	vos	PROper	PERS.=2|NOMB.=p|GENRE=m|CAS=i
feroie	faire	VERcjg	MODE=con|PERS.=1|NOMB.=s
plus	plus	ADVgen	DEGRE=-
l'	le	DETdef	NOMB.=s|GENRE=f|CAS=r
estoire	estoire1	NOMcom	NOMB.=s|GENRE=f|CAS=r
aloignier	aloignier	VERinf	MORPH=empty
Le	le	DETdef	NOMB.=s|GENRE=m|CAS=r
conseil	conseil	NOMcom	NOMB.=s|GENRE=m|CAS=r
Nayme	Naimes	NOMpro	NOMB.=s|GENRE=m|CAS=r
ne	ne1	ADVneg	MORPH=empty
pot	pöoir	VERcjg	MODE=ind|TEMPS=psp|PERS.=3|NOMB.=s
nus	nul	DETind	NOMB.=s|GENRE=m|CAS=n
hom	ome	NOMcom	NOMB.=s|GENRE=m|CAS=n
prisier	prisier	VERinf	MORPH=empty
Aprés	après	PRE	MORPH=empty
le	le	DETdef	NOMB.=s|GENRE=m|CAS=r
Dieu	Dieu	NOMpro	NOMB.=s|GENRE=m|CAS=r
nul	nul	DETind	NOMB.=s|GENRE=m|CAS=r
meillor	meillor	ADJqua	NOMB.=s|GENRE=m|CAS=r|DEGRE=c
ne	ne1	ADVneg	MORPH=empty
vos	vos	PROper	PERS.=2|NOMB.=p|GENRE=m|CAS=i
quier	querre	VERcjg	MODE=ind|TEMPS=pst|PERS.=1|NOMB.=s
N'	ne1	ADVneg	MORPH=empty
avoit	avoir	VERcjg	MODE=ind|TEMPS=ipf|PERS.=3|NOMB.=s
an	en1	PRE	MORPH=empty
France	France	NOMpro	NOMB.=s|GENRE=f|CAS=r
nule	nul	DETind	NOMB.=s|GENRE=f|CAS=r
riens	rien	NOMcom	NOMB.=s|GENRE=f|CAS=r
a	a3	PRE	MORPH=empty
baillier	baillier	VERinf	MORPH=empty
Ainz	ainz	ADVgen	DEGRE=-
que	que4	CONsub	MORPH=empty
viellece	vieillece	NOMcom	NOMB.=s|GENRE=f|CAS=n
li	il	PROper	PERS.=3|NOMB.=s|GENRE=m|CAS=i
tousist	tolir	VERcjg	MODE=sub|TEMPS=ipf|PERS.=3|NOMB.=s
le	le	DETdef	NOMB.=s|GENRE=m|CAS=r
mengier	mangier	NOMcom	NOMB.=x|GENRE=x|CAS=x
.	.	PONfrt	MORPH=empty
xv	15	DETcar	NOMB.=p|GENRE=x|CAS=r
.	.	PONfrt	MORPH=empty
roiaumes	roiaume	NOMcom	NOMB.=p|GENRE=m|CAS=r
ot	avoir	VERcjg	MODE=ind|TEMPS=psp|PERS.=3|NOMB.=s
bien	bien1	ADVgen	DEGRE=p
a	a3	PRE	MORPH=empty
justissier	justicier2	VERinf	MORPH=empty
Hui	ui	ADVgen	DEGRE=-
mais	mais1	ADVgen	DEGRE=-
ne	ne1	ADVneg	MORPH=empty
voil	voloir	VERcjg	MODE=ind|TEMPS=pst|PERS.=1|NOMB.=s
la	le	DETdef	NOMB.=s|GENRE=f|CAS=r
chançon	chançon	NOMcom	NOMB.=s|GENRE=f|CAS=r
alongier	aloignier	VERinf	MORPH=empty
Un	un	DETndf	NOMB.=s|GENRE=m|CAS=r
jor	jor	NOMcom	NOMB.=s|GENRE=m|CAS=r
tint	tenir1	VERcjg	MODE=ind|TEMPS=psp|PERS.=3|NOMB.=s
cort	cort1	NOMcom	NOMB.=s|GENRE=m|CAS=r
l'	le	DETdef	NOMB.=s|GENRE=m|CAS=n
emperere	emperëor	NOMcom	NOMB.=s|GENRE=m|CAS=n
au	a3+le	PRE.DETdef	MORPH=empty+NOMB.=s|GENRE=m|CAS=r
vis	vis1	NOMcom	NOMB.=s|GENRE=m|CAS=r
fier	fier	ADJqua	NOMB.=s|GENRE=m|CAS=r|DEGRE=p
A	a3	PRE	MORPH=empty
Pentecoste	pentecoste1	NOMcom	NOMB.=s|GENRE=f|CAS=r
s'	si	ADVgen	DEGRE=-
i	i2	PROadv	MORPH=empty
ot	avoir	VERcjg	MODE=ind|TEMPS=psp|PERS.=3|NOMB.=s
maint	maint	DETind	NOMB.=s|GENRE=m|CAS=r
chevalier	chevalier	NOMcom	NOMB.=s|GENRE=m|CAS=r
Ogiers	Ogier	NOMpro	NOMB.=s|GENRE=m|CAS=n
i	i2	PROadv	MORPH=empty
fu	estre1	VERcjg	MODE=ind|TEMPS=psp|PERS.=3|NOMB.=s
et	et	CONcoo	MORPH=empty
Bueves	Beuves	NOMpro	NOMB.=s|GENRE=m|CAS=n
ou	o4	PRE	MORPH=empty
Granier	Garnier	NOMpro	NOMB.=s|GENRE=m|CAS=r
Et	et	CONcoo	MORPH=empty
Salemons	Salomon	NOMpro	NOMB.=s|GENRE=m|CAS=n
o	o4	PRE	MORPH=empty
le	le	DETdef	NOMB.=s|GENRE=m|CAS=r
riche	riche	ADJqua	NOMB.=s|GENRE=m|CAS=r|DEGRE=p
Gaifier	Gaifier	NOMpro	NOMB.=s|GENRE=m|CAS=r
Et	et	CONcoo	MORPH=empty
li	le	DETdef	NOMB.=s|GENRE=m|CAS=n
quens	conte1	NOMcom	NOMB.=s|GENRE=m|CAS=n
Dreues	Droon	NOMpro	NOMB.=s|GENRE=m|CAS=n
o	o4	PRE	MORPH=empty
le	le	DETdef	NOMB.=s|GENRE=m|CAS=r
preu	pro	ADJqua	NOMB.=s|GENRE=m|CAS=r|DEGRE=p
duc	duc2	NOMcom	NOMB.=s|GENRE=m|CAS=r
Gautier	Gautier	NOMpro	NOMB.=s|GENRE=m|CAS=r
Et	et	CONcoo	MORPH=empty
Charlemaignes	Charlemagne	NOMpro	NOMB.=s|GENRE=m|CAS=n
ques	qui+il	PROrel.PROper	NOMB.=s|GENRE=m|CAS=n+PERS.=3|NOMB.=p|GENRE=m|CAS=r
ot	avoir	VERcjg	MODE=ind|TEMPS=psp|PERS.=3|NOMB.=s
a	a3	PRE	MORPH=empty
justissier	justicier2	VERinf	MORPH=empty
Haute	haut	ADJqua	NOMB.=s|GENRE=f|CAS=n|DEGRE=p
est	estre1	VERcjg	MODE=ind|TEMPS=pst|PERS.=3|NOMB.=s
la	le	DETdef	NOMB.=s|GENRE=f|CAS=n
feste	feste1	NOMcom	NOMB.=s|GENRE=f|CAS=n
et	et	CONcoo	MORPH=empty
li	le	DETdef	NOMB.=s|GENRE=m|CAS=n
jorz	jor	NOMcom	NOMB.=s|GENRE=m|CAS=n
tenuz	tenir1	VERppe	NOMB.=s|GENRE=m|CAS=n
chier	chier	ADJqua	NOMB.=s|GENRE=m|CAS=n|DEGRE=p
Chascuns	chascun	PROind	NOMB.=s|GENRE=m|CAS=n
parole	parler	VERcjg	MODE=ind|TEMPS=pst|PERS.=3|NOMB.=s
por	por2	PRE	MORPH=empty
soi	soi1	PROper	PERS.=3|NOMB.=s|GENRE=m|CAS=r
esbanoier	esbanoiier	VERinf	MORPH=empty
Em	en1	PRE	MORPH=empty
piez	pié	NOMcom	NOMB.=p|GENRE=m|CAS=r
se	soi1	PROper	PERS.=3|NOMB.=s|GENRE=m|CAS=r
drece	drecier	VERcjg	MODE=ind|TEMPS=pst|PERS.=3|NOMB.=s
dus	duc2	NOMcom	NOMB.=s|GENRE=m|CAS=n
Naymes	Naimes	NOMpro	NOMB.=s|GENRE=m|CAS=n
de	de	PRE	MORPH=empty
Baivier	Baviere	NOMpro	NOMB.=s|GENRE=f|CAS=r
Ce	ce1	PROdem	NOMB.=s|GENRE=n|CAS=n
fu	estre1	VERcjg	MODE=ind|TEMPS=psp|PERS.=3|NOMB.=s
icil	icel	PROdem	NOMB.=s|GENRE=m|CAS=n
qui	qui	PROrel	NOMB.=s|GENRE=m|CAS=n
conmença	comencier	VERcjg	MODE=ind|TEMPS=psp|PERS.=3|NOMB.=s
premier	premier	ADVgen	DEGRE=-
Droiz	droit	ADJqua	NOMB.=s|GENRE=m|CAS=n|DEGRE=p
ampereres	emperëor	NOMcom	NOMB.=s|GENRE=m|CAS=n
bien	bien1	ADVgen	DEGRE=p
vos	vos	PROper	PERS.=2|NOMB.=p|GENRE=m|CAS=r
poez	pöoir	VERcjg	MODE=ind|TEMPS=pst|PERS.=2|NOMB.=p
prisier	prisier	VERinf	MORPH=empty
Bien	bien1	ADVgen	DEGRE=p
devez	devoir	VERcjg	MODE=ind|TEMPS=pst|PERS.=2|NOMB.=p
Deu	Dieu	NOMpro	NOMB.=s|GENRE=m|CAS=r
amer	amer1	VERinf	MORPH=empty
et	et	CONcoo	MORPH=empty
tenir	tenir1	VERinf	MORPH=empty
chier	chier	ADJqua	NOMB.=s|GENRE=m|CAS=r|DEGRE=p
Souz	soz	PRE	MORPH=empty
ciel	ciel	NOMcom	NOMB.=s|GENRE=m|CAS=r
n'	ne1	ADVneg	MORPH=empty
a	avoir	VERcjg	MODE=ind|TEMPS=pst|PERS.=3|NOMB.=s
home	ome	NOMcom	NOMB.=s|GENRE=m|CAS=r
qui	qui	PROrel	NOMB.=s|GENRE=m|CAS=n
vos	vos	PROper	PERS.=2|NOMB.=p|GENRE=m|CAS=r
ost	oser	VERcjg	MODE=sub|TEMPS=pst|PERS.=3|NOMB.=s
corocier	corrocier	VERinf	MORPH=empty
Se	se	CONsub	MORPH=empty
vos	vos	PROper	PERS.=2|NOMB.=p|GENRE=m|CAS=n
volez	voloir	VERcjg	MODE=ind|TEMPS=pst|PERS.=2|NOMB.=p
desor	desor	PRE	MORPH=empty
lui	il	PROper	PERS.=3|NOMB.=s|GENRE=m|CAS=r
chalongier	chalongier	VERinf	MORPH=empty
Qu'	que4	CONsub	MORPH=empty
il	il	PROper	PERS.=3|NOMB.=s|GENRE=m|CAS=n
vos	vos	PROper	PERS.=2|NOMB.=p|GENRE=m|CAS=r
guerroit	guerroiier2	VERcjg	MODE=sub|TEMPS=ipf|PERS.=3|NOMB.=s
.	.	PONfrt	MORPH=empty
i	un	DETcar	NOMB.=s|GENRE=m|CAS=r
.	.	PONfrt	MORPH=empty
tot	tot	ADVgen	DEGRE=-
sol	sol1	ADJqua	NOMB.=s|GENRE=m|CAS=r|DEGRE=p
mois	mois2	NOMcom	NOMB.=s|GENRE=m|CAS=r
antier	entier	ADJqua	NOMB.=s|GENRE=m|CAS=r|DEGRE=p
De	de	PRE	MORPH=empty
.	.	PONfrt	MORPH=empty
vi	6	DETcar	NOMB.=p|GENRE=x|CAS=r
.	.	PONfrt	MORPH=empty
reaumes	roiaume	NOMcom	NOMB.=p|GENRE=m|CAS=r
sont	estre1	VERcjg	MODE=ind|TEMPS=pst|PERS.=3|NOMB.=p
ci	ci	ADVgen	DEGRE=-
li	le	DETdef	NOMB.=p|GENRE=m|CAS=n
chevalier	chevalier	NOMcom	NOMB.=p|GENRE=m|CAS=n
.	.	PONfrt	MORPH=empty
vi	6	DETcar	NOMB.=p|GENRE=x|CAS=n
.	.	PONfrt	MORPH=empty
rois	roi2	NOMcom	NOMB.=s|GENRE=m|CAS=n
vos	vos	PROper	PERS.=2|NOMB.=p|GENRE=m|CAS=r
servent	servir	VERcjg	MODE=ind|TEMPS=pst|PERS.=3|NOMB.=p
que	que4	CONsub	MORPH=empty
nus	nul	PROind	NOMB.=s|GENRE=m|CAS=n
n'	ne1	ADVneg	MORPH=empty
en	en2	PROadv	MORPH=empty
fait	faire	VERcjg	MODE=ind|TEMPS=pst|PERS.=3|NOMB.=s
dongier	dangier	NOMcom	NOMB.=s|GENRE=m|CAS=r
Se	se	CONsub	MORPH=empty
vos	vos	PROper	PERS.=2|NOMB.=p|GENRE=m|CAS=n
a	a3	PRE	MORPH=empty
moi	je	PROper	PERS.=1|NOMB.=s|GENRE=m|CAS=r
vos	vos	PROper	PERS.=2|NOMB.=p|GENRE=m|CAS=r
volez	voloir	VERcjg	MODE=ind|TEMPS=pst|PERS.=2|NOMB.=p
conseillier	conseillier1	VERinf	MORPH=empty
Ja	ja	ADVgen	DEGRE=-
n'	ne1	ADVneg	MORPH=empty
en	en2	PROadv	MORPH=empty
serai	estre1	VERcjg	MODE=ind|TEMPS=fut|PERS.=1|NOMB.=s
plus	plus	ADVgen	DEGRE=-
orgueilleus	orgoillos	ADJqua	NOMB.=s|GENRE=m|CAS=n|DEGRE=p
ne	ne2	CONcoo	MORPH=empty
fier	fier	ADJqua	NOMB.=s|GENRE=m|CAS=n|DEGRE=p
Amez	amer1	VERcjg	MODE=imp|PERS.=2|NOMB.=p
les	le	DETdef	NOMB.=p|GENRE=m|CAS=r
povres	povre	NOMcom	NOMB.=p|GENRE=m|CAS=r
que	que4	CONcoo	MORPH=empty
ce	ce1	PROdem	NOMB.=s|GENRE=n|CAS=n
vos	vos	PROper	PERS.=2|NOMB.=p|GENRE=m|CAS=i
a	avoir	VERcjg	MODE=ind|TEMPS=pst|PERS.=3|NOMB.=s
mestier	mestier	NOMcom	NOMB.=s|GENRE=m|CAS=r
Les	le	DETdef	NOMB.=p|GENRE=m|CAS=r
orfelins	orfenin	NOMcom	NOMB.=p|GENRE=m|CAS=r
ne	ne1	ADVneg	MORPH=empty
vos	vos	PROper	PERS.=2|NOMB.=p|GENRE=m|CAS=i
chaut	chaloir	VERcjg	MODE=ind|TEMPS=pst|PERS.=3|NOMB.=s
