form	lemma	POS	morph
.	.	PONfrt	MORPH=empty
de	de	PRE	MORPH=empty
-	-	PONfbl	MORPH=empty
par	parisis	NOMcom	NOMB.=s|GENRE=m|CAS=r
.//,	,	PONfbl	MORPH=empty
lesques	le+quel1	DETrel	NOMB.=p|GENRE=m|CAS=r
deniers	denier	NOMcom	NOMB.=p|GENRE=m|CAS=r
,	,	PONfbl	MORPH=empty
cil	cel	DETdem	NOMB.=s|GENRE=m|CAS=n
Jehans	Jean	NOMpro	NOMB.=s|GENRE=m|CAS=n
doit	devoir	VERcjg	MODE=ind|TEMPS=pst|PERS.=3|NOMB.=s
avoir	avoir	VERinf	MORPH=empty
rendus	rendre	VERppe	NOMB.=p|GENRE=m|CAS=r
et	et	CONcoo	MORPH=empty
paiés	paiier	VERppe	NOMB.=p|GENRE=m|CAS=r
dedens	dedenz	PRE	MORPH=empty
le	le	DETdef	NOMB.=s|GENRE=m|CAS=r
mi	mi2	NOMcom	NOMB.=s|GENRE=m|CAS=r
quaresme	caresme	NOMcom	NOMB.=s|GENRE=m|CAS=r
proçain	prochain	ADJqua	NOMB.=s|GENRE=m|CAS=r|DEGRE=p
ki	qui	PROrel	NOMB.=s|GENRE=m|CAS=n
vient	venir	VERcjg	MODE=ind|TEMPS=pst|PERS.=3|NOMB.=s
.XXIII.	23	DETcar	NOMB.=p|GENRE=x|CAS=r
lib	livre3	NOMcom	NOMB.=p|GENRE=f|CAS=r
.	.	PONfrt	MORPH=empty
de	de	PRE	MORPH=empty
-	-	PONfbl	MORPH=empty
par	parisis	NOMcom	NOMB.=s|GENRE=m|CAS=r
;	;	PONfbl	MORPH=empty
et	et	CONcoo	MORPH=empty
a	a3	PRE	MORPH=empty
-	-	PONfbl	MORPH=empty
le	le	DETdef	NOMB.=s|GENRE=f|CAS=r
-	-	PONfbl	MORPH=empty
Saint	saint	ADJqua	NOMB.=s|GENRE=m|CAS=r|DEGRE=p
Remi	Rémi	NOMpro	NOMB.=s|GENRE=m|CAS=r
ensivant	ensivre1	VERppa	NOMB.=s|GENRE=m|CAS=r
aprés	après	ADVgen	DEGRE=-
,	,	PONfbl	MORPH=empty
.	.	PONfrt	MORPH=empty
XXVIIII	29	DETcar	NOMB.=p|GENRE=x|CAS=r
lib	livre3	NOMcom	NOMB.=p|GENRE=f|CAS=r
.	.	PONfrt	MORPH=empty
de	de	PRE	MORPH=empty
-	-	PONfbl	MORPH=empty
par	parisis	NOMcom	NOMB.=s|GENRE=m|CAS=r
.	.	PONfrt	MORPH=empty
;	;	PONfbl	MORPH=empty
et	et	CONcoo	MORPH=empty
s'	se	CONsub	MORPH=empty
il	il	PROimp	PERS.=3|NOMB.=s|GENRE=m|CAS=n
avenoit	avenir	VERcjg	MODE=ind|TEMPS=ipf|PERS.=3|NOMB.=s
cose	chose	NOMcom	NOMB.=s|GENRE=f|CAS=r
ke	que4	CONsub	MORPH=empty
cil	cel	DETdem	NOMB.=s|GENRE=m|CAS=n
Jehans	Jean	NOMpro	NOMB.=s|GENRE=m|CAS=n
dou	de+le	PRE.DETdef	MORPH=empty+NOMB.=s|GENRE=m|CAS=r
Trau	Trau	NOMpro	NOMB.=s|GENRE=x|CAS=r
ki	qui	PROrel	NOMB.=s|GENRE=m|CAS=n
devant	devant	ADVgen	DEGRE=-
est	estre1	VERcjg	MODE=ind|TEMPS=pst|PERS.=3|NOMB.=s
dis	dire	VERppe	NOMB.=s|GENRE=m|CAS=n
n'	ne1	ADVneg	MORPH=empty
avoit	avoir	VERcjg	MODE=ind|TEMPS=ipf|PERS.=3|NOMB.=s
ces	ce2	DETdem	NOMB.=p|GENRE=m|CAS=r
deniers	denier	NOMcom	NOMB.=p|GENRE=m|CAS=r
rendus	rendre	VERppe	NOMB.=p|GENRE=m|CAS=r
et	et	CONcoo	MORPH=empty
paiés	paiier	VERppe	NOMB.=p|GENRE=m|CAS=r
a	a3	PRE	MORPH=empty
Jehan	Jean	NOMpro	NOMB.=s|GENRE=m|CAS=r
devant	devant	ADVgen	DEGRE=-
noumet	nomer	VERppe	NOMB.=s|GENRE=m|CAS=r
ou	o3	CONcoo	MORPH=empty
a	a3	PRE	MORPH=empty
-	-	PONfbl	MORPH=empty
sen	son4	DETpos	PERS.=3|NOMB.=s|GENRE=m|CAS=r
coumant	comant	NOMcom	NOMB.=s|GENRE=m|CAS=r
dedens	dedenz	PRE	MORPH=empty
les	le	DETdef	NOMB.=p|GENRE=x|CAS=r
termines	termine	NOMcom	NOMB.=p|GENRE=x|CAS=r
,	,	PONfbl	MORPH=empty
en	en1	PRE	MORPH=empty
-	-	PONfbl	MORPH=empty
tele	tel	DETind	NOMB.=s|GENRE=f|CAS=r
maniere	maniere	NOMcom	NOMB.=s|GENRE=f|CAS=r
con	come1	CONsub	MORPH=empty
il	il	PROimp	PERS.=3|NOMB.=s|GENRE=m|CAS=n
est	estre1	VERcjg	MODE=ind|TEMPS=pst|PERS.=3|NOMB.=s
devant	devant	ADVgen	DEGRE=-
deviset	deviser	VERppe	NOMB.=s|GENRE=m|CAS=n
,	,	PONfbl	MORPH=empty
et	et	CONcoo	MORPH=empty
il	il	PROimp	PERS.=3|NOMB.=s|GENRE=m|CAS=n
i	i2	PROadv	MORPH=empty
-	-	PONfbl	MORPH=empty
avoit	avoir	VERcjg	MODE=ind|TEMPS=ipf|PERS.=3|NOMB.=s
paine	peine	NOMcom	NOMB.=s|GENRE=f|CAS=r
,	,	PONfbl	MORPH=empty
coust	cost2	NOMcom	NOMB.=s|GENRE=m|CAS=r
ne	ne1	ADVneg	MORPH=empty
damage	damage	NOMcom	NOMB.=s|GENRE=m|CAS=r
par	par	PRE	MORPH=empty
le	le	DETdef	NOMB.=s|GENRE=f|CAS=r
-	-	PONfbl	MORPH=empty
defaute	defaute	NOMcom	NOMB.=s|GENRE=f|CAS=r
de	de	PRE	MORPH=empty
-	-	PONfbl	MORPH=empty
ces	ce2	DETdem	NOMB.=p|GENRE=m|CAS=r
paiemens	paiement	NOMcom	NOMB.=p|GENRE=m|CAS=r
,	,	PONfbl	MORPH=empty
il	il	PROper	PERS.=3|NOMB.=s|GENRE=m|CAS=n
li	il	PROper	PERS.=3|NOMB.=s|GENRE=m|CAS=i
-	-	PONfbl	MORPH=empty
renderoit	rendre	VERcjg	MODE=con|PERS.=3|NOMB.=s
dusques	dusque	PRE	MORPH=empty
au	a3+le	PRE.DETdef	MORPH=empty+NOMB.=s|GENRE=m|CAS=r
-	-	PONfbl	MORPH=empty
double	doble	NOMcom	NOMB.=s|GENRE=m|CAS=r
de	de	PRE	MORPH=empty
tel	tel	DETind	NOMB.=s|GENRE=f|CAS=r
dete	dete	NOMcom	NOMB.=s|GENRE=f|CAS=r
ki	qui	PROrel	NOMB.=s|GENRE=f|CAS=n
-	-	PONfbl	MORPH=empty
devant	devant	ADVgen	DEGRE=-
est	estre1	VERcjg	MODE=ind|TEMPS=pst|PERS.=3|NOMB.=s
dite	dire	VERppe	NOMB.=s|GENRE=f|CAS=n
,	,	PONfbl	MORPH=empty
se	se	CONsub	MORPH=empty
-	-	PONfbl	MORPH=empty
tant	tant	ADVgen	DEGRE=-
li	il	PROper	PERS.=3|NOMB.=s|GENRE=m|CAS=i
coustoit	coster1	VERcjg	MODE=ind|TEMPS=ipf|PERS.=3|NOMB.=s
,	,	PONfbl	MORPH=empty
par	par	PRE	MORPH=empty
sen	son4	DETpos	PERS.=3|NOMB.=s|GENRE=m|CAS=r
dit	dit	NOMcom	NOMB.=s|GENRE=m|CAS=r
ou	o3	CONcoo	MORPH=empty
par	par	PRE	MORPH=empty
le	le	DETdef	NOMB.=s|GENRE=m|CAS=r
dit	dit	NOMcom	NOMB.=s|GENRE=m|CAS=r
de	de	PRE	MORPH=empty
sen	son4	DETpos	PERS.=3|NOMB.=s|GENRE=m|CAS=r
hoir	oir	NOMcom	NOMB.=s|GENRE=m|CAS=r
,	,	PONfbl	MORPH=empty
se	se	CONsub	MORPH=empty
de	de	PRE	MORPH=empty
-	-	PONfbl	MORPH=empty
lui	il	PROper	PERS.=3|NOMB.=s|GENRE=m|CAS=r
estoit	estre1	VERcjg	MODE=ind|TEMPS=ipf|PERS.=3|NOMB.=s
defaillit	defaillir	VERppe	NOMB.=s|GENRE=m|CAS=n
,	,	PONfbl	MORPH=empty
sans	sans	PRE	MORPH=empty
autre	autre	DETind	NOMB.=s|GENRE=f|CAS=r
prouvance	provance	NOMcom	NOMB.=s|GENRE=f|CAS=r
faire	faire	VERinf	MORPH=empty
.	.	PONfrt	MORPH=empty
Et	et	CONcoo	MORPH=empty
veut	voloir	VERcjg	MODE=ind|TEMPS=pst|PERS.=3|NOMB.=s
et	et	CONcoo	MORPH=empty
otrie	otroiier	VERcjg	MODE=ind|TEMPS=pst|PERS.=3|NOMB.=s
cil	cel	DETdem	NOMB.=s|GENRE=m|CAS=n
Jehans	Jean	NOMpro	NOMB.=s|GENRE=m|CAS=n
dou	de+le	PRE.DETdef	MORPH=empty+NOMB.=s|GENRE=m|CAS=r
Trau	Trau	NOMpro	NOMB.=s|GENRE=x|CAS=r
ke	que4	CONsub	MORPH=empty
li	le	DETdef	NOMB.=s|GENRE=m|CAS=n
devant	devant	ADVgen	DEGRE=-
dis	dire	VERppe	NOMB.=s|GENRE=m|CAS=n
Jehans	Jean	NOMpro	NOMB.=s|GENRE=m|CAS=n
puist	pöoir	VERcjg	MODE=sub|TEMPS=pst|PERS.=3|NOMB.=s
prendre	prendre	VERinf	MORPH=empty
a	a3	PRE	MORPH=empty
-	-	PONfbl	MORPH=empty
lui	il	PROper	PERS.=3|NOMB.=s|GENRE=m|CAS=r
et	et	CONcoo	MORPH=empty
au	a3+le	PRE.DETdef	MORPH=empty+NOMB.=s|GENRE=m|CAS=r
sien	suen	PROpos	PERS.=3|NOMB.=s|GENRE=m|CAS=r
partout	partot	ADVgen	DEGRE=-
ou	où	PROrel	NOMB.=x|GENRE=x|CAS=x
qu'	que2	PROrel	NOMB.=s|GENRE=m|CAS=r
il	il	PROper	PERS.=3|NOMB.=s|GENRE=m|CAS=n
-	-	PONfbl	MORPH=empty
l'	il	PROper	PERS.=3|NOMB.=s|GENRE=m|CAS=r
ait	avoir	VERcjg	MODE=sub|TEMPS=pst|PERS.=3|NOMB.=s
conme	come1	CONsub	MORPH=empty
le	le	DETdef	NOMB.=s|GENRE=m|CAS=r
sien	suen	PROpos	PERS.=3|NOMB.=s|GENRE=m|CAS=r
dusques	dusque	PRE	MORPH=empty
a	a3	PRE	MORPH=empty
-	-	PONfbl	MORPH=empty
tele	tel	DETind	NOMB.=s|GENRE=f|CAS=r
covenence	covenance	NOMcom	NOMB.=s|GENRE=f|CAS=r
ki	qui	PROrel	NOMB.=s|GENRE=f|CAS=n
devant	devant	ADVgen	DEGRE=-
est	estre1	VERcjg	MODE=ind|TEMPS=pst|PERS.=3|NOMB.=s
dite	dire	VERppe	NOMB.=s|GENRE=f|CAS=n
.	.	PONfrt	MORPH=empty
Et	et	CONcoo	MORPH=empty
renonce	renoncier	VERcjg	MODE=ind|TEMPS=pst|PERS.=3|NOMB.=s
et	et	CONcoo	MORPH=empty
-	-	PONfbl	MORPH=empty
a	avoir	VERcjg	MODE=ind|TEMPS=pst|PERS.=3|NOMB.=s
-	-	PONfbl	MORPH=empty
renonciet	renoncier	VERppe	NOMB.=s|GENRE=m|CAS=r
cil	cel	DETdem	NOMB.=s|GENRE=m|CAS=n
Jehans	Jean	NOMpro	NOMB.=s|GENRE=m|CAS=n
dou	de+le	PRE.DETdef	MORPH=empty+NOMB.=s|GENRE=m|CAS=r
Trau	Trau	NOMpro	NOMB.=s|GENRE=m|CAS=r
contre	contre	PRE	MORPH=empty
cesti	cest	DETdem	NOMB.=s|GENRE=f|CAS=r
dete	dete	NOMcom	NOMB.=s|GENRE=f|CAS=r
a	a3	PRE	MORPH=empty
-	-	PONfbl	MORPH=empty
tous	tot	DETind	NOMB.=p|GENRE=m|CAS=r
privilieges	privilege	NOMcom	NOMB.=p|GENRE=m|CAS=r
de	de	PRE	MORPH=empty
crois	croiz	NOMcom	NOMB.=s|GENRE=m|CAS=r
ke	que2	PROrel	NOMB.=s|GENRE=m|CAS=r
il	il	PROper	PERS.=3|NOMB.=s|GENRE=m|CAS=n
ait	avoir	VERcjg	MODE=sub|TEMPS=pst|PERS.=3|NOMB.=s
ne	ne2	CONcoo	MORPH=empty
ke	que2	PROrel	NOMB.=p|GENRE=m|CAS=r
il	il	PROper	PERS.=3|NOMB.=s|GENRE=m|CAS=n
poroit	pöoir	VERcjg	MODE=con|PERS.=3|NOMB.=s
avoir	avoir	VERinf	MORPH=empty
et	et	CONcoo	MORPH=empty
tout	tot	ADVgen	DEGRE=-
,	,	PONfbl	MORPH=empty
en	en1	PRE	MORPH=empty
-	-	PONfbl	MORPH=empty
tele	tel	DETind	NOMB.=s|GENRE=f|CAS=r
maniere	maniere	NOMcom	NOMB.=s|GENRE=f|CAS=r
con	come1	CONsub	MORPH=empty
il	il	PROimp	PERS.=3|NOMB.=s|GENRE=m|CAS=n
est	estre1	VERcjg	MODE=ind|TEMPS=pst|PERS.=3|NOMB.=s
ci	ci	ADVgen	DEGRE=-
devant	devant	ADVgen	DEGRE=-
deviset	deviser	VERppe	NOMB.=s|GENRE=m|CAS=n
et	et	CONcoo	MORPH=empty
contenut	contenir	VERppe	NOMB.=s|GENRE=m|CAS=n
l'	il	PROper	PERS.=3|NOMB.=s|GENRE=n|CAS=r
a	avoir	VERcjg	MODE=ind|TEMPS=pst|PERS.=3|NOMB.=s
Jehans	Jean	NOMpro	NOMB.=s|GENRE=m|CAS=n
dou	de+le	PRE.DETdef	MORPH=empty+NOMB.=s|GENRE=m|CAS=r
Trau	Trau	NOMpro	NOMB.=s|GENRE=x|CAS=r
en	en1	PRE	MORPH=empty
-	-	PONfbl	MORPH=empty
couvent	covent1	NOMcom	NOMB.=s|GENRE=m|CAS=r
et	et	CONcoo	MORPH=empty
fiancié	fïancier1	VERppe	NOMB.=s|GENRE=m|CAS=r
par	par	PRE	MORPH=empty
foi	foi	NOMcom	NOMB.=s|GENRE=f|CAS=r
bien	bien2	ADVgen	DEGRE=p
et	et	CONcoo	MORPH=empty
loialment	lëaument	ADVgen	DEGRE=-
a	a3	PRE	MORPH=empty
-	-	PONfbl	MORPH=empty
tenir	tenir1	VERinf	MORPH=empty
et	et	CONcoo	MORPH=empty
a	a3	PRE	MORPH=empty
-	-	PONfbl	MORPH=empty
emplir	emplir	VERinf	MORPH=empty
.	.	PONfrt	MORPH=empty
Et	et	CONcoo	MORPH=empty
s'	se	CONsub	MORPH=empty
il	il	PROimp	PERS.=3|NOMB.=s|GENRE=m|CAS=n
avenoit	avenir	VERcjg	MODE=ind|TEMPS=ipf|PERS.=3|NOMB.=s
cose	chose	NOMcom	NOMB.=s|GENRE=f|CAS=r
ke	que4	CONsub	MORPH=empty
Jehans	Jean	NOMpro	NOMB.=s|GENRE=m|CAS=n
dou	de+le	PRE.DETdef	MORPH=empty+NOMB.=s|GENRE=m|CAS=r
Trau	Trau	NOMpro	NOMB.=s|GENRE=x|CAS=r
n'	ne1	ADVneg	MORPH=empty
avoit	avoir	VERcjg	MODE=ind|TEMPS=ipf|PERS.=3|NOMB.=s
ceste	cest	DETdem	NOMB.=s|GENRE=f|CAS=r
couvenence	covenance	NOMcom	NOMB.=s|GENRE=f|CAS=r
faite	faire	VERppe	NOMB.=s|GENRE=f|CAS=r
en	en1	PRE	MORPH=empty
-	-	PONfbl	MORPH=empty
tele	tel	DETind	NOMB.=s|GENRE=f|CAS=r
maniere	maniere	NOMcom	NOMB.=s|GENRE=f|CAS=r
com	come1	CONsub	MORPH=empty
il	il	PROimp	PERS.=3|NOMB.=s|GENRE=m|CAS=n
est	estre1	VERcjg	MODE=ind|TEMPS=pst|PERS.=3|NOMB.=s
devant	devant	ADVgen	DEGRE=-
deviset	deviser	VERppe	NOMB.=s|GENRE=m|CAS=n
a	a3	PRE	MORPH=empty
Jehan	Jean	NOMpro	NOMB.=s|GENRE=m|CAS=r
ki	qui	PROrel	NOMB.=s|GENRE=m|CAS=n
devant	devant	ADVgen	DEGRE=-
est	estre1	VERcjg	MODE=ind|TEMPS=pst|PERS.=3|NOMB.=s
noumés	nomer	VERppe	NOMB.=s|GENRE=m|CAS=n
par	par	PRE	MORPH=empty
devant	devant	PRE	MORPH=empty
les	le	DETdef	NOMB.=p|GENRE=m|CAS=r
eskievins	eschevin	NOMcom	NOMB.=p|GENRE=m|CAS=r
d'	de	PRE	MORPH=empty
Anhiers	Anhiers	NOMpro	NOMB.=s|GENRE=x|CAS=r
dedens	dedenz	PRE	MORPH=empty
les	le	DETdef	NOMB.=p|GENRE=f|CAS=r
octaves	uitave	NOMcom	NOMB.=p|GENRE=f|CAS=r
de	de	PRE	MORPH=empty
le	le	DETdef	NOMB.=s|GENRE=f|CAS=r
Saint	saint	ADJqua	NOMB.=s|GENRE=m|CAS=r|DEGRE=p
-	-	PONfbl	MORPH=empty
Andriu	André	NOMpro	NOMB.=s|GENRE=m|CAS=r
,	,	PONfbl	MORPH=empty
il	il	PROper	PERS.=3|NOMB.=s|GENRE=m|CAS=n
-	-	PONfbl	MORPH=empty
veut	voloir	VERcjg	MODE=ind|TEMPS=pst|PERS.=3|NOMB.=s
et	et	CONcoo	MORPH=empty
otrie	otroiier	VERcjg	MODE=ind|TEMPS=pst|PERS.=3|NOMB.=s
ke	que4	CONsub	MORPH=empty
Jehans	Jean	NOMpro	NOMB.=s|GENRE=m|CAS=n
,	,	PONfbl	MORPH=empty
fius	fil2	NOMcom	NOMB.=s|GENRE=m|CAS=n
Huon	Hues	NOMpro	NOMB.=s|GENRE=m|CAS=r
le	le	DETdef	NOMB.=s|GENRE=m|CAS=r
Borsier	Borsier	NOMpro	NOMB.=s|GENRE=x|CAS=r
ki	qui	PROrel	NOMB.=s|GENRE=m|CAS=n
devant	devant	ADVgen	DEGRE=-
est	estre1	VERcjg	MODE=ind|TEMPS=pst|PERS.=3|NOMB.=s
noumés	nomer	VERppe	NOMB.=s|GENRE=m|CAS=n
,	,	PONfbl	MORPH=empty
puist	pöoir	VERcjg	MODE=sub|TEMPS=pst|PERS.=3|NOMB.=s
prendre	prendre	VERinf	MORPH=empty
a	a3	PRE	MORPH=empty
lui	il	PROper	PERS.=3|NOMB.=s|GENRE=m|CAS=r
et	et	CONcoo	MORPH=empty
au	a3+le	PRE.DETdef	MORPH=empty+NOMB.=s|GENRE=m|CAS=r
sien	suen	PROpos	PERS.=3|NOMB.=s|GENRE=m|CAS=r
dusques	dusque	PRE	MORPH=empty
a	a3	PRE	MORPH=empty
.C.	100	DETcar	NOMB.=p|GENRE=x|CAS=r
lib	livre3	NOMcom	NOMB.=s|GENRE=f|CAS=r
.	.	PONfrt	MORPH=empty
de	de	PRE	MORPH=empty
-	-	PONfbl	MORPH=empty
par	parisis	NOMcom	NOMB.=s|GENRE=m|CAS=r
.	.	PONfrt	MORPH=empty
Et	et	CONcoo	MORPH=empty
en	en1	PRE	MORPH=empty
tele	tel	DETind	NOMB.=s|GENRE=f|CAS=r
maniere	maniere	NOMcom	NOMB.=s|GENRE=f|CAS=r
l'	il	PROper	PERS.=3|NOMB.=s|GENRE=n|CAS=r
a	avoir	VERcjg	MODE=ind|TEMPS=pst|PERS.=3|NOMB.=s
cil	cel	DETdem	NOMB.=s|GENRE=m|CAS=n
Jehans	Jean	NOMpro	NOMB.=s|GENRE=m|CAS=n
dou	de+le	PRE.DETdef	MORPH=empty+NOMB.=s|GENRE=m|CAS=r
Trau	Trau	NOMpro	NOMB.=s|GENRE=m|CAS=r
en	en1	PRE	MORPH=empty
couvent	covent1	NOMcom	NOMB.=s|GENRE=m|CAS=r
a	a3	PRE	MORPH=empty
-	-	PONfbl	MORPH=empty
faire	faire	VERinf	MORPH=empty
cesti	cest	DETdem	NOMB.=s|GENRE=f|CAS=r
couvenence	covenance	NOMcom	NOMB.=s|GENRE=f|CAS=r
par	par	PRE	MORPH=empty
devant	devant	PRE	MORPH=empty
les	le	DETdef	NOMB.=p|GENRE=m|CAS=r
eskievins	eschevin	NOMcom	NOMB.=p|GENRE=m|CAS=r
d'	de	PRE	MORPH=empty
Erchin	Erchin	NOMpro	NOMB.=s|GENRE=x|CAS=r
,	,	PONfbl	MORPH=empty
se	se	CONsub	MORPH=empty
-	-	PONfbl	MORPH=empty
il	il	PROimp	PERS.=3|NOMB.=s|GENRE=m|CAS=n
en	en1	PRE	MORPH=empty
Jehan	Jean	NOMpro	NOMB.=s|GENRE=m|CAS=r
,	,	PONfbl	MORPH=empty
fil	fil2	NOMcom	NOMB.=s|GENRE=m|CAS=r
Huon	Hues	NOMpro	NOMB.=s|GENRE=m|CAS=r
le	le	DETdef	NOMB.=s|GENRE=m|CAS=r
-	-	PONfbl	MORPH=empty
Borsier	Borsier	NOMpro	NOMB.=s|GENRE=x|CAS=r
,	,	PONfbl	MORPH=empty
ne	ne1	ADVneg	MORPH=empty
demoroit	demorer	VERcjg	MODE=ind|TEMPS=ipf|PERS.=3|NOMB.=s
.	.	PONfrt	MORPH=empty
A	a3	PRE	MORPH=empty
-	-	PONfbl	MORPH=empty
ceste	cest	DETdem	NOMB.=s|GENRE=f|CAS=r
couvenence	covenance	NOMcom	NOMB.=s|GENRE=f|CAS=r
furent	estre1	VERcjg	MODE=ind|TEMPS=psp|PERS.=3|NOMB.=p
com	come1	CONsub	MORPH=empty
eskievin	eschevin	NOMcom	NOMB.=p|GENRE=m|CAS=n
Gherars	Gérard	NOMpro	NOMB.=s|GENRE=m|CAS=n
li	le	DETdef	NOMB.=s|GENRE=m|CAS=n
-	-	PONfbl	MORPH=empty
Morans	Morant	NOMpro	NOMB.=s|GENRE=x|CAS=n
et	et	CONcoo	MORPH=empty
Robiers	Robert	NOMpro	NOMB.=s|GENRE=m|CAS=n
li	le	DETdef	NOMB.=s|GENRE=m|CAS=n
Fevres	Fevre	NOMpro	NOMB.=s|GENRE=m|CAS=n
.	.	PONfrt	MORPH=empty
Ce	ce1	PROdem	NOMB.=s|GENRE=n|CAS=n
fu	estre1	VERcjg	MODE=ind|TEMPS=psp|PERS.=3|NOMB.=s
fait	faire	VERppe	NOMB.=s|GENRE=m|CAS=n
en	en1	PRE	MORPH=empty
l'	le	DETdef	NOMB.=s|GENRE=m|CAS=r
an	an	NOMcom	NOMB.=s|GENRE=m|CAS=r
del	de+le	PRE.DETdef	MORPH=empty+NOMB.=s|GENRE=f|CAS=r
Incarnation	incarnacïon	NOMcom	NOMB.=s|GENRE=f|CAS=r
Nostre	nostre	DETpos	PERS.=1|NOMB.=s|GENRE=m|CAS=r
Segneur	seignor	NOMpro	NOMB.=s|GENRE=m|CAS=r
mil	mil1	ADJcar	NOMB.=p|GENRE=m|CAS=r
.CC.	200	ADJcar	NOMB.=p|GENRE=m|CAS=r
et	et	CONcoo	MORPH=empty
.	.	PONfrt	MORPH=empty
LVII	57	ADJcar	NOMB.=p|GENRE=m|CAS=r
.//,	,	PONfbl	MORPH=empty
el	en1+le	PRE.DETdef	MORPH=empty+NOMB.=s|GENRE=m|CAS=r
mois	mois2	NOMcom	NOMB.=s|GENRE=m|CAS=r
de	de	PRE	MORPH=empty
novembre	novembre	NOMcom	NOMB.=s|GENRE=m|CAS=r
.	.	PONfrt	MORPH=empty
chdouai0216			
Sacent	savoir	VERcjg	MODE=sub|TEMPS=pst|PERS.=3|NOMB.=p
tout	tot	DETind	NOMB.=p|GENRE=m|CAS=n
cil	cel	PROdem	NOMB.=p|GENRE=m|CAS=n
ki	qui	PROrel	NOMB.=p|GENRE=m|CAS=n
sunt	estre1	VERcjg	MODE=ind|TEMPS=pst|PERS.=3|NOMB.=p
et	et	CONcoo	MORPH=empty
ki	qui	PROrel	NOMB.=p|GENRE=m|CAS=n
a	a3	PRE	MORPH=empty
venir	venir	VERinf	MORPH=empty
sunt	estre1	VERcjg	MODE=ind|TEMPS=pst|PERS.=3|NOMB.=p
ke	que4	CONsub	MORPH=empty
Bernars	Bernard	NOMpro	NOMB.=s|GENRE=m|CAS=n
li	le	DETdef	NOMB.=s|GENRE=m|CAS=n
Barbeteres	Barbeteur	NOMpro	NOMB.=s|GENRE=m|CAS=n
,	,	PONfbl	MORPH=empty
Watiers	Gautier	NOMpro	NOMB.=s|GENRE=m|CAS=n
de	de	PRE	MORPH=empty
Lespine	Lespine	NOMpro	NOMB.=s|GENRE=x|CAS=r
,	,	PONfbl	MORPH=empty
ki	cui	PROrel	NOMB.=p|GENRE=m|CAS=n
baron	baron	NOMcom	NOMB.=p|GENRE=m|CAS=n
sunt	estre1	VERcjg	MODE=ind|TEMPS=pst|PERS.=3|NOMB.=p
Ysabiel	Isabelle	NOMpro	NOMB.=p|GENRE=f|CAS=r
et	et	CONcoo	MORPH=empty
Margot	Margot	NOMpro	NOMB.=s|GENRE=f|CAS=r
,	,	PONfbl	MORPH=empty
les	le	DETdef	NOMB.=p|GENRE=f|CAS=r
filles	fille	NOMcom	NOMB.=p|GENRE=f|CAS=r
dame	dame	NOMcom	NOMB.=s|GENRE=f|CAS=r
Jehanain	Jeanne	NOMpro	NOMB.=s|GENRE=f|CAS=r
le	le	DETdef	NOMB.=s|GENRE=f|CAS=r
Saineresse	Saineresse	NOMpro	NOMB.=s|GENRE=f|CAS=r
,	,	PONfbl	MORPH=empty
le	le	DETdef	NOMB.=s|GENRE=f|CAS=r
