form	lemma	POS	morph
auec	avuec	PRE	MORPH=empty
du	de+le	PRE.DETdef	NOMB.=s|GENRE=m|CAS=r
leuain	levain	NOMcom	NOMB.=s|GENRE=m|CAS=r
et	et	CONcoo	MORPH=empty
du	de+le	PRE.DETdef	NOMB.=s|GENRE=m|CAS=r
beurre	burre	NOMcom	NOMB.=s|GENRE=m|CAS=r
,	,	PONfbl	MORPH=empty
puis	puis	ADVgen	MORPH=empty
estoient	estre1	VERcjg	MODE=ind|TEMPS=ipf|PERS.=3|NOMB.=p
ouuerts	ovrir	ADJqua	NOMB.=p|GENRE=m|CAS=n|DEGRE=p
,	,	PONfbl	MORPH=empty
et	et	CONcoo	MORPH=empty
traitez	traitier	VERppe	NOMB.=p|GENRE=m|CAS=n
de	de	PRE	MORPH=empty
la	le	DETdef	NOMB.=s|GENRE=f|CAS=r
cure	cure	NOMcom	NOMB.=s|GENRE=f|CAS=r
des	de+le	PRE.DETdef	NOMB.=p|GENRE=f|CAS=r
vlceres	viscere	NOMcom	NOMB.=p|GENRE=f|CAS=r
.	.	PONfrt	MORPH=empty
Les	le	DETdef	NOMB.=p|GENRE=m|CAS=n
carboncles	charbocle	NOMcom	NOMB.=p|GENRE=m|CAS=n
estoient	estre1	VERcjg	MODE=ind|TEMPS=ipf|PERS.=3|NOMB.=p
ventousez	ventoser	VERppe	NOMB.=p|GENRE=m|CAS=n
,	,	PONfbl	MORPH=empty
scarifiez	scarifïer	VERppe	NOMB.=p|GENRE=m|CAS=n
,	,	PONfbl	MORPH=empty
et	et	CONcoo	MORPH=empty
cauterisez	cauterisier	VERppe	NOMB.=p|GENRE=m|CAS=n
.	.	PONfrt	MORPH=empty
Et	et	CONcoo	MORPH=empty
moy	moi	PROper	PERS.=1|NOMB.=s|GENRE=m|CAS=n
pour	por2	PRE	MORPH=empty
euiter	eviter	VERinf	MORPH=empty
infamie	infamie	NOMcom	NOMB.=s|GENRE=f|CAS=r
,	,	PONfbl	MORPH=empty
n'	ne1	ADVneg	MORPH=empty
osay	oser	VERcjg	MODE=ind|TEMPS=psp|PERS.=1|NOMB.=s
point	point	ADVneg	MORPH=empty
m'	je	PROper	PERS.=1|NOMB.=s|GENRE=m|CAS=r
absenter	absenter	VERinf	MORPH=empty
:	:	PONfbl	MORPH=empty
mais	mais1	CONcoo	MORPH=empty
auec	avuec	PRE	MORPH=empty
continuelle	continüel	ADJqua	NOMB.=s|GENRE=f|CAS=r|DEGRE=p
peur	pëor	NOMcom	NOMB.=s|GENRE=f|CAS=r
me	je	PROper	PERS.=1|NOMB.=s|GENRE=m|CAS=r
preseruay	preserver	VERcjg	MODE=ind|TEMPS=ipf|PERS.=1|NOMB.=s
tant	tant	ADVgen	DEGRE=-
que	que4	CONsub	MORPH=empty
ie	je	PROper	PERS.=1|NOMB.=s|GENRE=m|CAS=n
pûs	pöoir	VERcjg	MODE=ind|TEMPS=psp|PERS.=1|NOMB.=s
,	,	PONfbl	MORPH=empty
moyennant	moiener	VERppa	NOMB.=x|GENRE=x|CAS=x
les	le	DETdef	NOMB.=p|GENRE=m|CAS=r
susdits	sus+dire	VERppe	NOMB.=p|GENRE=m|CAS=r
remedes	remede	NOMcom	NOMB.=p|GENRE=m|CAS=r
.	.	PONfrt	MORPH=empty
Ce	ce1	DETdem	NOMB.=s|GENRE=n|CAS=r
neantmoins	nïent	ADVgen	MORPH=empty
vers	vers2	PRE	MORPH=empty
la	le	DETdef	NOMB.=s|GENRE=f|CAS=r
fin	fin1	NOMcom	NOMB.=s|GENRE=f|CAS=r
de	de	PRE	MORPH=empty
la	le	DETdef	NOMB.=s|GENRE=f|CAS=r
mortalité	mortalité	NOMcom	NOMB.=s|GENRE=f|CAS=r
,	,	PONfbl	MORPH=empty
ie	je	PROper	PERS.=1|NOMB.=s|GENRE=m|CAS=n
tombay	tomber	VERcjg	MODE=ind|TEMPS=psp|PERS.=1|NOMB.=s
en	en1	PRE	MORPH=empty
fiéure	fievre	NOMcom	NOMB.=s|GENRE=f|CAS=r
continuë	continu	ADJqua	NOMB.=s|GENRE=f|CAS=r|DEGRE=p
,	,	PONfbl	MORPH=empty
auec	avuec	PRE	MORPH=empty
vn	un	DETndf	NOMB.=s|GENRE=m|CAS=r
aposteme	apostume	NOMcom	NOMB.=s|GENRE=m|CAS=r
à	a3	PRE	MORPH=empty
l'	le	DETdef	NOMB.=s|GENRE=f|CAS=r
haine	aine	NOMcom	NOMB.=s|GENRE=f|CAS=r
:	:	PONfbl	MORPH=empty
et	et	CONcoo	MORPH=empty
maladiay	maladier	VERcjg	MODE=ind|TEMPS=ipf|PERS.=1|NOMB.=s
prés	près	ADVgen	MORPH=empty
de	de	PRE	MORPH=empty
six	sis2	DETcar	NOMB.=p|GENRE=f|CAS=r
semaines	semaine	NOMcom	NOMB.=p|GENRE=f|CAS=r
,	,	PONfbl	MORPH=empty
et	et	CONcoo	MORPH=empty
fus	estre1	VERcjg	MODE=ind|TEMPS=psp|PERS.=1|NOMB.=s
en	en1	PRE	MORPH=empty
si	si	ADVgen	DEGRE=-
grand	grant	ADJqua	NOMB.=s|GENRE=m|CAS=r|DEGRE=p
danger	dangier	NOMcom	NOMB.=s|GENRE=m|CAS=r
que	que4	CONsub	MORPH=empty
tous	tot	DETind	NOMB.=p|GENRE=m|CAS=r
mes	mon1	DETpos	PERS.=1|NOMB.=p|GENRE=m|CAS=n
compagnons	compagnon	NOMcom	NOMB.=p|GENRE=m|CAS=n
croyoient	croire	VERcjg	MODE=ind|TEMPS=ipf|PERS.=3|NOMB.=p
que	que4	CONsub	MORPH=empty
ie	je	PROper	PERS.=1|NOMB.=s|GENRE=m|CAS=n
mourusse	morir	VERcjg	MODE=sub|TEMPS=ipf|PERS.=1|NOMB.=s
:	:	PONfbl	MORPH=empty
mais	mais1	CONcoo	MORPH=empty
l'	le	DETdef	NOMB.=s|GENRE=m|CAS=r
aposteme	apostume	NOMcom	NOMB.=s|GENRE=m|CAS=r
estant	estre1	VERcjg	NOMB.=x|GENRE=x|CAS=x
meury	mëurir	VERppe	NOMB.=s|GENRE=m|CAS=r
,	,	PONfbl	MORPH=empty
et	et	CONcoo	MORPH=empty
traité	traitier	VERppe	NOMB.=s|GENRE=m|CAS=r
comme	come1	CONsub	MORPH=empty
i'	je	PROper	PERS.=1|NOMB.=s|GENRE=m|CAS=n
ay	avoir	VERcjg	MODE=ind|TEMPS=ipf|PERS.=3|NOMB.=s
dit	dire	VERppe	NOMB.=s|GENRE=m|CAS=r
,	,	PONfbl	MORPH=empty
i'	je	PROper	PERS.=1|NOMB.=s|GENRE=m|CAS=n
en	en2	PROadv	MORPH=empty
eschappay	eschaper	VERcjg	MODE=ind|TEMPS=psp|PERS.=1|NOMB.=s
au	a3+le	PRE.DETdef	NOMB.=s|GENRE=m|CAS=r
vouloir	voloir	NOMcom	NOMB.=s|GENRE=m|CAS=r
de	de	PRE	MORPH=empty
Dieu	dieu	NOMpro	NOMB.=s|GENRE=m|CAS=r
.	.	PONfrt	MORPH=empty
En	en1	PRE	MORPH=empty
apres	après	ADVgen	MORPH=empty
,	,	PONfbl	MORPH=empty
l'	le	DETdef	NOMB.=s|GENRE=m|CAS=r
an	an	NOMcom	NOMB.=s|GENRE=m|CAS=r
soixante	soissante	ADJcar	NOMB.=s|GENRE=m|CAS=r
,	,	PONfbl	MORPH=empty
et	et	CONcoo	MORPH=empty
le	le	DETdef	NOMB.=s|GENRE=m|CAS=r
huictiesme	uiti(s)me	PROord	NOMB.=s|GENRE=m|CAS=r
du	de+le	PRE.DETdef	NOMB.=s|GENRE=m|CAS=r
Pontificat	pontificat	NOMcom	NOMB.=s|GENRE=m|CAS=r
du	de+le	PRE.DETdef	NOMB.=s|GENRE=m|CAS=r
Pape	pape	NOMcom	NOMB.=s|GENRE=m|CAS=r
Innocent	Innocent	NOMpro	NOMB.=s|GENRE=m|CAS=r
sixiesme	sisiesme	ADJord	NOMB.=s|GENRE=m|CAS=r
,	,	PONfbl	MORPH=empty
en	en1	PRE	MORPH=empty
retrogradant	retrograder	VERppa	NOMB.=x|GENRE=x|CAS=x
d'	de	PRE	MORPH=empty
Allemagne	Allemagne	NOMpro	NOMB.=s|GENRE=f|CAS=r
,	,	PONfbl	MORPH=empty
et	et	CONcoo	MORPH=empty
des	de+le	PRE.DETdef	NOMB.=p|GENRE=f|CAS=r
parties	partie	NOMcom	NOMB.=p|GENRE=f|CAS=r
septentrionales	septentrïonal	ADJqua	NOMB.=p|GENRE=f|CAS=r|DEGRE=p
,	,	PONfbl	MORPH=empty
la	le	DETdef	NOMB.=s|GENRE=f|CAS=n
mortalité	mortalité	NOMcom	NOMB.=s|GENRE=f|CAS=n
reuint	revenir	VERcjg	MODE=ind|TEMPS=psp|PERS.=3|NOMB.=s
à	a3	PRE	MORPH=empty
nous	nos1	PROper	PERS.=3|NOMB.=p|GENRE=m|CAS=i
.	.	PONfrt	MORPH=empty
Et	et	CONcoo	MORPH=empty
commença	comencier	VERcjg	MODE=ind|TEMPS=psp|PERS.=3|NOMB.=s
vers	vers2	PRE	MORPH=empty
la	le	DETdef	NOMB.=s|GENRE=f|CAS=r
feste	feste1	NOMcom	NOMB.=s|GENRE=f|CAS=r
de	de	PRE	MORPH=empty
Saint	Saint-Michel	NOMpro	NOMB.=s|GENRE=m|CAS=r
-	-	PONfbl	MORPH=empty
Michel	Saint-Michel	NOMpro	NOMB.=s|GENRE=m|CAS=r
,	,	PONfbl	MORPH=empty
auec	avuec	PRE	MORPH=empty
bosses	boce	NOMcom	NOMB.=p|GENRE=f|CAS=r
,	,	PONfbl	MORPH=empty
fiéures	fievre	NOMcom	NOMB.=p|GENRE=f|CAS=r
,	,	PONfbl	MORPH=empty
carboncles	charbocle	NOMcom	NOMB.=p|GENRE=m|CAS=r
,	,	PONfbl	MORPH=empty
et	et	CONcoo	MORPH=empty
anthrax	anthrax	NOMcom	NOMB.=p|GENRE=m|CAS=r
,	,	PONfbl	MORPH=empty
en	en1	PRE	MORPH=empty
s'	se	CONcoo	MORPH=empty
augmentant	augmenter	VERppa	NOMB.=x|GENRE=x|CAS=x
petit	petit	ADVgen	DEGRE=-
à	a3	PRE	MORPH=empty
petit	petit	ADVgen	DEGRE=-
:	:	PONfbl	MORPH=empty
et	et	CONcoo	MORPH=empty
quelquefois	quelque+foiz	ADVgen	DEGRE=-
se	se	CONsub	MORPH=empty
remettant	remetre	VERppa	NOMB.=x|GENRE=x|CAS=x
,	,	PONfbl	MORPH=empty
iusques	jusque	PRE	MORPH=empty
au	a3+le	PRE.DETdef	NOMB.=s|GENRE=m|CAS=r
milieu	milieu	NOMcom	NOMB.=s|GENRE=m|CAS=r
de	de	PRE	MORPH=empty
l'	le	DETdef	NOMB.=s|GENRE=m|CAS=r
an	an	NOMcom	NOMB.=s|GENRE=m|CAS=r
soixante	soissante	ADJcar	NOMB.=s|GENRE=m|CAS=r
et	et	CONcoo	MORPH=empty
vniesme	un	ADJcar	NOMB.=s|GENRE=m|CAS=r|DEGRE=p
.	.	PONfrt	MORPH=empty
Puis	puis	ADVgen	DEGRE=-
elle	il	PROper	PERS.=3|NOMB.=s|GENRE=f|CAS=n
dura	durer	VERcjg	MODE=ind|TEMPS=psp|PERS.=3|NOMB.=s
si	si	ADVgen	DEGRE=-
furieuse	furïos	ADJqua	NOMB.=s|GENRE=f|CAS=n|DEGRE=p
,	,	PONfbl	MORPH=empty
iusques	jusque	PRE	MORPH=empty
aux	a3+le	PRE.DETdef	NOMB.=p|GENRE=m|CAS=r
trois	trois	DETcar	NOMB.=p|GENRE=m|CAS=r
mois	mois	NOMcom	NOMB.=p|GENRE=m|CAS=r
ensuiuans	ensivre2	VERppa	NOMB.=x|GENRE=x|CAS=x
,	,	PONfbl	MORPH=empty
qu'	que4	CONsub	MORPH=empty
elle	il	PROper	PERS.=3|NOMB.=s|GENRE=f|CAS=n
ne	ne1	ADVneg	MORPH=empty
laissa	laissier	VERcjg	MODE=ind|TEMPS=psp|PERS.=3|NOMB.=s
en	en1	PRE	MORPH=empty
plusieurs	plusor	DETind	NOMB.=p|GENRE=m|CAS=r
lieux	lieu	NOMcom	NOMB.=p|GENRE=m|CAS=r
la	le	DETdef	NOMB.=s|GENRE=f|CAS=r
moitié	moitié	NOMcom	NOMB.=s|GENRE=f|CAS=r
des	de+le	PRE.DETdef	NOMB.=p|GENRE=f|CAS=r
gens	gent1	NOMcom	NOMB.=p|GENRE=f|CAS=r
.	.	PONfrt	MORPH=empty
Elle	il	PROper	PERS.=3|NOMB.=s|GENRE=f|CAS=n
differoit	diferer	VERcjg	MODE=ind|TEMPS=ipf|PERS.=3|NOMB.=s
de	de	PRE	MORPH=empty
la	il	PROper	NOMB.=s|GENRE=f|CAS=r
precedente	precedent	ADJqua	NOMB.=s|GENRE=f|CAS=r
,	,	PONfbl	MORPH=empty
de	de	PRE	MORPH=empty
ce	ce1	PROdem	NOMB.=s|GENRE=n|CAS=r
qu'	que4	CONsub	MORPH=empty
en	en1	PRE	MORPH=empty
la	le	DETdef	NOMB.=s|GENRE=f|CAS=r
premiere	premier	PROord	NOMB.=s|GENRE=f|CAS=r
moururent	morir	VERcjg	MODE=ind|TEMPS=psp|PERS.=3|NOMB.=p
plus	plus	ADVgen	DEGRE=-
de	de	PRE	MORPH=empty
la	le	DETdef	NOMB.=s|GENRE=f|CAS=r
populace	populace	NOMcom	NOMB.=s|GENRE=f|CAS=r
:	:	PONfbl	MORPH=empty
et	et	CONcoo	MORPH=empty
en	en1	PRE	MORPH=empty
ceste	cest	PROdem	NOMB.=s|GENRE=f|CAS=r
cy	ci	ADVgen	DEGRE=-
plus	plus	ADVgen	DEGRE=-
des	de+le	PRE.DETdef	NOMB.=p|GENRE=m|CAS=r
riches	riche	NOMcom	NOMB.=p|GENRE=m|CAS=r
,	,	PONfbl	MORPH=empty
et	et	CONcoo	MORPH=empty
nobles	noble1	NOMcom	NOMB.=p|GENRE=m|CAS=r
,	,	PONfbl	MORPH=empty
et	et	CONcoo	MORPH=empty
infinis	infinit	ADJqua	NOMB.=p|GENRE=m|CAS=r|DEGRE=p
enfans	enfant	NOMcom	NOMB.=p|GENRE=m|CAS=r
,	,	PONfbl	MORPH=empty
et	et	CONcoo	MORPH=empty
peu	poi	ADVgen	MORPH=empty
de	de	PRE	MORPH=empty
femmes	feme	NOMcom	NOMB.=p|GENRE=f|CAS=r
.	.	PONfrt	MORPH=empty
Durant	durer	VERppa	NOMB.=x|GENRE=x|CAS=x
icelle	icel	PROdem	NOMB.=s|GENRE=f|CAS=r
ie	je	PROper	PERS.=1|NOMB.=s|GENRE=m|CAS=n
colligeay	colliger	VERcjg	MODE=ind|TEMPS=psp|PERS.=1|NOMB.=s
et	et	CONcoo	MORPH=empty
composay	composer	VERcjg	MODE=ind|TEMPS=psp|PERS.=1|NOMB.=s
vn	un	DETcar	NOMB.=s|GENRE=m|CAS=r
tel	tel	DETind	NOMB.=s|GENRE=m|CAS=r
electuaire	electuaire	NOMcom	NOMB.=s|GENRE=m|CAS=r
theriacal	trïacle	ADJqua	NOMB.=s|GENRE=m|CAS=r|DEGRE=p
,	,	PONfbl	MORPH=empty
des	de+le	PRE.DETdef	NOMB.=p|GENRE=m|CAS=r
propos	propos	NOMcom	NOMB.=p|GENRE=m|CAS=r
de	de	PRE	MORPH=empty
maistre	maistre	NOMcom	NOMB.=s|GENRE=m|CAS=r
Arnaud	Arnaud	NOMpro	NOMB.=s|GENRE=m|CAS=r
de	de	PRE	MORPH=empty
Villeneufue	Villeneuve	NOMpro	NOMB.=s|GENRE=f|CAS=r
,	,	PONfbl	MORPH=empty
et	et	CONcoo	MORPH=empty
des	de+le	PRE.DETdef	NOMB.=p|GENRE=m|CAS=r
maistres	maistre	NOMcom	NOMB.=p|GENRE=m|CAS=r
,	,	PONfbl	MORPH=empty
tant	tant	ADVgen	DEGRE=-
de	de	PRE	MORPH=empty
Montpellier	Montpellier	NOMpro	NOMB.=s|GENRE=m|CAS=r
que	que4	CONsub	MORPH=empty
de	de	PRE	MORPH=empty
Paris	Paris	NOMpro	NOMB.=s|GENRE=m|CAS=r
:	:	PONfbl	MORPH=empty
PR	prendre	VERcjg	MODE=imp|PERS.=2|NOMB.=p
.	.	PONfrt	MORPH=empty
graine	graine	NOMcom	NOMB.=s|GENRE=f|CAS=r
de	de	PRE	MORPH=empty
geneure	genoivre	NOMcom	NOMB.=s|GENRE=m|CAS=r
,	,	PONfbl	MORPH=empty
deux	deus	DETcar	NOMB.=p|GENRE=m|CAS=r
drachmes	drame	NOMcom	NOMB.=p|GENRE=f|CAS=r
et	et	CONcoo	MORPH=empty
demie	demi2	DETcar	NOMB.=s|GENRE=f|CAS=r
:	:	PONfbl	MORPH=empty
girofles	girofle	NOMpro	NOMB.=p|GENRE=m|CAS=r
,	,	PONfbl	MORPH=empty
macis	macis	NOMcom	NOMB.=p|GENRE=m|CAS=r
,	,	PONfbl	MORPH=empty
noix	noiz	NOMcom	NOMB.=p|GENRE=f|CAS=r
muscade	muscade	ADJqua	NOMB.=s|GENRE=f|CAS=r|DEGRE=p
,	,	PONfbl	MORPH=empty
gingembre	gingembre	NOMcom	NOMB.=s|GENRE=m|CAS=r
,	,	PONfbl	MORPH=empty
Zedoarie	zedoaire	NOMcom	NOMB.=s|GENRE=m|CAS=r
,	,	PONfbl	MORPH=empty
de	de	PRE	MORPH=empty
chacun	chascun	DETind	NOMB.=s|GENRE=m|CAS=r
deux	deus	DETcar	NOMB.=s|GENRE=m|CAS=r
drachmes	drame	NOMcom	NOMB.=p|GENRE=f|CAS=r
:	:	PONfbl	MORPH=empty
des	de+le	PRE.DETdef	NOMB.=p|GENRE=m|CAS=r
deux	deus	DETcar	NOMB.=p|GENRE=f|CAS=r
aristolochies	aristoloche	NOMcom	NOMB.=p|GENRE=f|CAS=r
,	,	PONfbl	MORPH=empty
racine	racine	NOMcom	NOMB.=s|GENRE=f|CAS=r
de	de	PRE	MORPH=empty
gentiane	gencïane	NOMcom	NOMB.=s|GENRE=f|CAS=r
,	,	PONfbl	MORPH=empty
tormentille	tormentine2	NOMcom	NOMB.=s|GENRE=f|CAS=r
,	,	PONfbl	MORPH=empty
racine	racine	NOMcom	NOMB.=s|GENRE=f|CAS=r
de	de	PRE	MORPH=empty
l'	le	DETdef	NOMB.=s|GENRE=f|CAS=r
herbe	erbe	NOMcom	NOMB.=s|GENRE=f|CAS=r
tunix	tunix	ADJqua	NOMB.=s|GENRE=f|CAS=r|DEGRE=p
,	,	PONfbl	MORPH=empty
dictame	ditan	NOMcom	NOMB.=s|GENRE=f|CAS=r
,	,	PONfbl	MORPH=empty
racine	racine	NOMcom	NOMB.=s|GENRE=f|CAS=r
d'	de	PRE	MORPH=empty
enule	emule	ADJqua.NOMcom	NOMB.=s|GENRE=f|CAS=r|DEGRE=p
campane	champaine	NOMcom	NOMB.=s|GENRE=f|CAS=r
,	,	PONfbl	MORPH=empty
de	de	PRE	MORPH=empty
chacun	chascun	DETind	NOMB.=s|GENRE=m|CAS=r
vne	un	DETcar	NOMB.=s|GENRE=m|CAS=r
drachme	drame	NOMcom	NOMB.=s|GENRE=f|CAS=r
et	et	CONcoo	MORPH=empty
demie	demi2	DETcar	NOMB.=s|GENRE=f|CAS=r
:	:	PONfbl	MORPH=empty
saulge	sauge	NOMcom	NOMB.=s|GENRE=f|CAS=r
,	,	PONfbl	MORPH=empty
ru	riu	NOMcom	NOMB.=s|GENRE=m|CAS=r
,	,	PONfbl	MORPH=empty
balsamite	Balsami	NOMcom	NOMB.=s|GENRE=f|CAS=r
,	,	PONfbl	MORPH=empty
mente	mente2	NOMcom	NOMB.=s|GENRE=f|CAS=r
,	,	PONfbl	MORPH=empty
polemonie	polïot	NOMcom	NOMB.=s|GENRE=f|CAS=r
(	(	PONfbl	MORPH=empty
qui	qui	PROrel	NOMB.=s|GENRE=m|CAS=n
est	estre1	VERcjg	MODE=ind|TEMPS=pst|PERS.=3|NOMB.=s
poulliot	polïot	NOMcom	NOMB.=s|GENRE=m|CAS=n
ceruin	cervin	ADJqua	NOMB.=s|GENRE=m|CAS=n|DEGRE=p
,	,	PONfbl	MORPH=empty
selon	selonc	PRE	MORPH=empty
maistre	maistre	NOMcom	NOMB.=s|GENRE=m|CAS=r|DEGRE=p
Arnaud	Arnaud	NOMpro	NOMB.=s|GENRE=m|CAS=r
:	:	PONfbl	MORPH=empty
ou	o3	CONcoo	NOMB.=s|GENRE=f|CAS=r
chelidoine	celidoine	NOMcom	NOMB.=s|GENRE=f|CAS=r
,	,	PONfbl	MORPH=empty
selon	selonc	PRE	MORPH=empty
maistre	maistre	NOMcom	NOMB.=s|GENRE=m|CAS=r
Mundin	Mundin	NOMpro	NOMB.=s|GENRE=m|CAS=r
)	)	PONfbl	MORPH=empty
,	,	PONfbl	MORPH=empty
de	de	PRE	MORPH=empty
chacun	chascun	PROind	NOMB.=s|GENRE=m|CAS=r
vne	un	DETcar	NOMB.=s|GENRE=m|CAS=r
drachme	drame	NOMcom	NOMB.=s|GENRE=f|CAS=r
:	:	PONfbl	MORPH=empty
bayes	baie	NOMcom	NOMB.=p|GENRE=f|CAS=r
de	de	PRE	MORPH=empty
laurier	lorier	NOMcom	NOMB.=s|GENRE=m|CAS=r
,	,	PONfbl	MORPH=empty
doronic	doronic	NOMcom	NOMB.=s|GENRE=m|CAS=r
,	,	PONfbl	MORPH=empty
safran	safran	NOMcom	NOMB.=s|GENRE=m|CAS=r
,	,	PONfbl	MORPH=empty
semence	semence	NOMcom	NOMB.=s|GENRE=f|CAS=r
d'	de	PRE	MORPH=empty
ozeille	oseille	NOMcom	NOMB.=s|GENRE=f|CAS=r
,	,	PONfbl	MORPH=empty
semence	semence	NOMcom	NOMB.=s|GENRE=f|CAS=r
de	de	PRE	MORPH=empty
citron	citron	NOMcom	NOMB.=s|GENRE=m|CAS=r
,	,	PONfbl	MORPH=empty
basilic	baselique2	NOMcom	NOMB.=s|GENRE=m|CAS=r
,	,	PONfbl	MORPH=empty
mastic	mastic	NOMcom	NOMB.=s|GENRE=m|CAS=r
,	,	PONfbl	MORPH=empty
encens	encens	NOMcom	NOMB.=p|GENRE=m|CAS=r
,	,	PONfbl	MORPH=empty
bol	bole1	NOMcom	NOMB.=s|GENRE=m|CAS=r
armenien	Armenie	ADJqua	NOMB.=s|GENRE=m|CAS=r|DEGRE=p
,	,	PONfbl	MORPH=empty
terre	terre	NOMcom	NOMB.=s|GENRE=f|CAS=r
seellée	sëeillier	VERppe	NOMB.=s|GENRE=f|CAS=r
,	,	PONfbl	MORPH=empty
spode	spode	NOMcom	NOMB.=s|GENRE=m|CAS=r
,	,	PONfbl	MORPH=empty
os	os2	NOMcom	NOMB.=s|GENRE=m|CAS=r
du	de+le	PRE.DETdef	NOMB.=s|GENRE=m|CAS=r
cœur	cuer2	NOMcom	NOMB.=s|GENRE=m|CAS=r
de	de	PRE	MORPH=empty
cerf	cerf	NOMcom	NOMB.=s|GENRE=m|CAS=r
,	,	PONfbl	MORPH=empty
ratisseure	ratissier	ADJqua.NOMcom	NOMB.=s|GENRE=f|CAS=r
d'	de	PRE	MORPH=empty
yuoire	ivoire	NOMcom	NOMB.=s|GENRE=m|CAS=r
,	,	PONfbl	MORPH=empty
perles	perle	NOMcom	NOMB.=p|GENRE=f|CAS=r
,	,	PONfbl	MORPH=empty
fragments	frament	NOMcom	NOMB.=s|GENRE=m|CAS=r
de	de	PRE	MORPH=empty
saphir	safir	NOMcom	NOMB.=s|GENRE=m|CAS=r
et	et	CONcoo	MORPH=empty
d'	de	PRE	MORPH=empty
esmeraude	esmeraude	NOMcom	NOMB.=s|GENRE=f|CAS=r
,	,	PONfbl	MORPH=empty
corail	coral1	NOMcom	NOMB.=s|GENRE=m|CAS=r
rouge	roge	ADJqua	NOMB.=s|GENRE=m|CAS=r|DEGRE=p
,	,	PONfbl	MORPH=empty
bois	bois	NOMcom	NOMB.=s|GENRE=m|CAS=r
d'	de	PRE	MORPH=empty
aloës	alöès	NOMcom	NOMB.=s|GENRE=m|CAS=r
,	,	PONfbl	MORPH=empty
sandal	sandale2	NOMcom	NOMB.=s|GENRE=m|CAS=r
rouge	roge	ADJqua.NOMcom	NOMB.=s|GENRE=m|CAS=r|DEGRE=p
,	,	PONfbl	MORPH=empty
et	et	CONcoo	MORPH=empty
muscatelin	muscat	ADJqua.NOMcom	NOMB.=s|GENRE=m|CAS=r|DEGRE=p
,	,	PONfbl	MORPH=empty
de	de	PRE	MORPH=empty
chacun	chascun	DETind	NOMB.=s|GENRE=m|CAS=r
demy	demi2	ADJqua.NOMcom	NOMB.=s|GENRE=m|CAS=r|DEGRE=p
drachme	drame	NOMcom	NOMB.=s|GENRE=f|CAS=r
:	:	PONfbl	MORPH=empty
conserue	conserve	NOMcom	NOMB.=s|GENRE=f|CAS=r
de	de	PRE	MORPH=empty
rose	rose	NOMcom	NOMB.=s|GENRE=f|CAS=r
,	,	PONfbl	MORPH=empty
conserue	conserve	NOMcom	NOMB.=s|GENRE=f|CAS=r
de	de	PRE	MORPH=empty
buglosse	bugle3	NOMcom	NOMB.=s|GENRE=f|CAS=r
,	,	PONfbl	MORPH=empty
conserue	conserve	NOMcom	NOMB.=s|GENRE=f|CAS=r
de	de	PRE	MORPH=empty
nenuphar	nenufar	NOMcom	NOMB.=s|GENRE=m|CAS=r
,	,	PONfbl	MORPH=empty
theriaque	trïacle	NOMcom	NOMB.=s|GENRE=m|CAS=r
esprouuée	esprover	VERppe	NOMB.=s|GENRE=m|CAS=r
,	,	PONfbl	MORPH=empty
de	de	PRE	MORPH=empty
chacun	chascun	DETind	NOMB.=s|GENRE=m|CAS=r
vne	un	DETcar	NOMB.=s|GENRE=f|CAS=r
