form	lemma	POS	morph
Flandres	Flandres	NOMpro	MORPH=empty
,	,	PONfbl	MORPH=empty
qui	qui	PROrel	MORPH=empty
mialz	mieus	ADVgen	MORPH=empty
valt	valoir	VERcjg	MORPH=empty
ne	ne1	ADVneg	MORPH=empty
fist	faire	VERcjg	MORPH=empty
Alixandres	Alixandre	NOMpro	MORPH=empty
,	,	PONfbl	MORPH=empty
cil	cel	PROdem	MORPH=empty
que	que2	PROrel	MORPH=empty
l'	le	DETdef	MORPH=empty
an	on	PROind	MORPH=empty
dit	dire	VERcjg	MORPH=empty
qui	qui	PROrel	MORPH=empty
tant	tant	ADVgen	MORPH=empty
fu	estre1	VERcjg	MORPH=empty
buens	bon	ADJqua	MORPH=empty
.	.	PONfrt	MORPH=empty
Mes	mais1	CONcoo	MORPH=empty
je	je	PROper	MORPH=empty
proverai	prover	VERcjg	MORPH=empty
que	que4	CONsub	MORPH=empty
li	le	DETdef	MORPH=empty
cuens	conte1	NOMcom	MORPH=empty
valt	valoir	VERcjg	MORPH=empty
mialz	mieus	ADVgen	MORPH=empty
que	que1	CONsub	MORPH=empty
cist	cest	PROdem	MORPH=empty
ne	ne1	ADVneg	MORPH=empty
fist	faire	VERcjg	MORPH=empty
asez	assez	ADVgen	MORPH=empty
,	,	PONfbl	MORPH=empty
car	car	CONcoo	MORPH=empty
il	il	PROper	MORPH=empty
ot	avoir	VERcjg	MORPH=empty
an	en1	PRE	MORPH=empty
lui	il	PROper	MORPH=empty
amassez	amasser	VERppe	MORPH=empty
toz	tot	DETind	MORPH=empty
les	le	DETdef	MORPH=empty
vices	vice1	NOMcom	MORPH=empty
et	et	CONcoo	MORPH=empty
toz	tot	DETind	MORPH=empty
les	le	DETdef	MORPH=empty
max	mal1	NOMcom	MORPH=empty
dont	dont	PROrel	MORPH=empty
li	le	DETdef	MORPH=empty
cuens	conte1	NOMcom	MORPH=empty
est	estre1	VERcjg	MORPH=empty
mondes	monde2	ADJqua	MORPH=empty
et	et	CONcoo	MORPH=empty
sax	sauf	ADJqua	MORPH=empty
.	.	PONfrt	MORPH=empty
Li	le	DETdef	MORPH=empty
cuens	conte1	NOMcom	MORPH=empty
est	estre1	VERcjg	MORPH=empty
tex	tel	ADJind	MORPH=empty
que	que4	CONsub	MORPH=empty
il	il	PROper	MORPH=empty
n'	ne1	ADVneg	MORPH=empty
escote	escouter	VERcjg	MORPH=empty
vilain	vilain	ADJqua	MORPH=empty
gap	gap	NOMcom	MORPH=empty
ne	ne2	CONcoo	MORPH=empty
parole	parole	NOMcom	MORPH=empty
estote	estout	ADJqua	MORPH=empty
,	,	PONfbl	MORPH=empty
et	et	CONcoo	MORPH=empty
s'	se	CONsub	MORPH=empty
il	il	PROper	MORPH=empty
ot	öir	VERcjg	MORPH=empty
mal	mal1	NOMcom	MORPH=empty
dire	dire	VERinf	MORPH=empty
d'	de	PRE	MORPH=empty
autrui	autrui	PROind	MORPH=empty
,	,	PONfbl	MORPH=empty
qui	qui	PROrel	MORPH=empty
que	que2	PROrel	MORPH=empty
il	il	PROper	MORPH=empty
soit	estre1	VERcjg	MORPH=empty
,	,	PONfbl	MORPH=empty
ce	ce1	PROdem	MORPH=empty
poise	peser	VERcjg	MORPH=empty
lui	il	PROper	MORPH=empty
.	.	PONfrt	MORPH=empty
Li	le	DETdef	MORPH=empty
cuens	conte1	NOMcom	MORPH=empty
ainme	amer1	VERcjg	MORPH=empty
droite	droit	ADJqua	MORPH=empty
justise	justice	NOMcom	MORPH=empty
et	et	CONcoo	MORPH=empty
lëauté	lëauté	NOMcom	MORPH=empty
et	et	CONcoo	MORPH=empty
Sainte	saint	ADJqua	MORPH=empty
Iglise	eglise	NOMcom	MORPH=empty
,	,	PONfbl	MORPH=empty
et	et	CONcoo	MORPH=empty
tote	tot	DETind	MORPH=empty
vilenie	vilenie	NOMcom	MORPH=empty
het	häir	VERcjg	MORPH=empty
;	;	PONfbl	MORPH=empty
s'	si	ADVgen	MORPH=empty
est	estre1	VERcjg	MORPH=empty
plus	plus	ADVgen	MORPH=empty
larges	large	ADJqua	MORPH=empty
que	que1	CONsub	MORPH=empty
l'	le	DETdef	MORPH=empty
an	on	PROind	MORPH=empty
ne	ne1	ADVneg	MORPH=empty
set	savoir	VERcjg	MORPH=empty
,	,	PONfbl	MORPH=empty
qu'	que4	CONcoo	MORPH=empty
il	il	PROper	MORPH=empty
done	doner	VERcjg	MORPH=empty
selonc	selonc	PRE	MORPH=empty
l'	le	DETdef	MORPH=empty
Evangile	Evangile	NOMpro	MORPH=empty
,	,	PONfbl	MORPH=empty
sanz	sans	PRE	MORPH=empty
ypocrisye	ipocrisie	NOMcom	MORPH=empty
et	et	CONcoo	MORPH=empty
sanz	sans	PRE	MORPH=empty
guile	guile	NOMcom	MORPH=empty
,	,	PONfbl	MORPH=empty
qui	qui	PROrel	MORPH=empty
dit	dire	VERcjg	MORPH=empty
:	:	PONfbl	MORPH=empty
"	"	PONpxx	MORPH=empty
Ne	ne1	ADVneg	MORPH=empty
saiche	savoir	VERcjg	MORPH=empty
ta	ton4	DETpos	MORPH=empty
senestre	senestre	ADJqua	MORPH=empty
le	le	DETdef	MORPH=empty
bien	bien2	NOMcom	MORPH=empty
,	,	PONfbl	MORPH=empty
quant	cant1	CONsub	MORPH=empty
le	il	PROper	MORPH=empty
fera	faire	VERcjg	MORPH=empty
la	le	DETdef	MORPH=empty
destre	destre	ADJqua	MORPH=empty
.	.	PONfrt	MORPH=empty
"	"	PONpxx	MORPH=empty
Cil	cel	PROdem	MORPH=empty
le	il	PROper	MORPH=empty
saiche	savoir	VERcjg	MORPH=empty
qui	qui	PROrel	MORPH=empty
le	il	PROper	MORPH=empty
reçoit	recevoir	VERcjg	MORPH=empty
,	,	PONfbl	MORPH=empty
et	et	CONcoo	MORPH=empty
Dex	Dieu	NOMpro	MORPH=empty
,	,	PONfbl	MORPH=empty
qui	qui	PROrel	MORPH=empty
toz	tot	DETind	MORPH=empty
les	le	DETdef	MORPH=empty
segrez	secré	NOMcom	MORPH=empty
voit	vëoir	VERcjg	MORPH=empty
et	et	CONcoo	MORPH=empty
set	savoir	VERcjg	MORPH=empty
totes	tot	DETind	MORPH=empty
les	le	DETdef	MORPH=empty
repostailles	repostaille	NOMcom	MORPH=empty
qui	qui	PROrel	MORPH=empty
sont	estre1	VERcjg	MORPH=empty
es	en1+le	PRE.DETdef	MORPH=empty
cuers	cuer2	NOMcom	MORPH=empty
et	et	CONcoo	MORPH=empty
es	en1+le	PRE.DETdef	MORPH=empty
antrailles	entraille1	NOMcom	MORPH=empty
.	.	PONfrt	MORPH=empty
L'	le	DETdef	MORPH=empty
Evangile	Evangile	NOMpro	MORPH=empty
,	,	PONfbl	MORPH=empty
por	por2	PRE	MORPH=empty
coi	coi2	PROrel	MORPH=empty
dit	dire	VERcjg	MORPH=empty
ele	il	PROper	MORPH=empty
:	:	PONfbl	MORPH=empty
"	"	PONpxx	MORPH=empty
Tes	ton4	DETpos	MORPH=empty
biens	bien2	NOMcom	MORPH=empty
a	a3	PRE	MORPH=empty
ta	ton4	DETpos	MORPH=empty
senestre	senestre	ADJqua	MORPH=empty
cele	celer1	VERcjg	MORPH=empty
?	?	PONfrt	MORPH=empty
"	"	PONpxx	MORPH=empty
La	le	DETdef	MORPH=empty
senestre	senestre	ADJqua	MORPH=empty
,	,	PONfbl	MORPH=empty
selonc	selonc	PRE	MORPH=empty
l'	le	DETdef	MORPH=empty
estoire	estoire1	NOMcom	MORPH=empty
,	,	PONfbl	MORPH=empty
senefie	senefiier	VERcjg	MORPH=empty
la	le	DETdef	MORPH=empty
vainne	vain	ADJqua	MORPH=empty
gloire	gloire	NOMcom	MORPH=empty
qui	qui	PROrel	MORPH=empty
vint	venir	VERcjg	MORPH=empty
de	de	PRE	MORPH=empty
fause	faus	ADJqua	MORPH=empty
ypocrisie	ipocrisie	NOMcom	MORPH=empty
.	.	PONfrt	MORPH=empty
Et	et	CONcoo	MORPH=empty
la	le	DETdef	MORPH=empty
destre	destre	ADJqua	MORPH=empty
,	,	PONfbl	MORPH=empty
que	que3	PROint	MORPH=empty
senefie	senefiier	VERcjg	MORPH=empty
?	?	PONfrt	MORPH=empty
Charité	charité	NOMcom	MORPH=empty
,	,	PONfbl	MORPH=empty
qui	qui	PROrel	MORPH=empty
de	de	PRE	MORPH=empty
sa	son4	DETpos	MORPH=empty
bone	bon	ADJqua	MORPH=empty
oevre	uevre	NOMcom	MORPH=empty
pas	pas	ADVneg	MORPH=empty
ne	ne1	ADVneg	MORPH=empty
se	soi1	PROper	MORPH=empty
vante	vanter	VERcjg	MORPH=empty
,	,	PONfbl	MORPH=empty
ençois	ainçois	ADVgen	MORPH=empty
la	il	PROper	MORPH=empty
coevre	covrir	VERcjg	MORPH=empty
,	,	PONfbl	MORPH=empty
que	que4	CONcoo	MORPH=empty
nus	nul	PROind	MORPH=empty
ne	ne1	ADVneg	MORPH=empty
le	il	PROper	MORPH=empty
set	savoir	VERcjg	MORPH=empty
se	se	CONsub	MORPH=empty
cil	cel	PROdem	MORPH=empty
non	non	ADVneg	MORPH=empty
qui	qui	PROrel	MORPH=empty
Dex	Dieu	NOMpro	MORPH=empty
et	et	CONcoo	MORPH=empty
Charité	charité	NOMcom	MORPH=empty
a	avoir	VERcjg	MORPH=empty
non	nom	NOMcom	MORPH=empty
.	.	PONfrt	MORPH=empty
Dex	Dieu	NOMpro	MORPH=empty
est	estre1	VERcjg	MORPH=empty
charitez	charité	NOMcom	MORPH=empty
,	,	PONfbl	MORPH=empty
et	et	CONcoo	MORPH=empty
qui	qui	PROrel	MORPH=empty
vit	vivre1	VERcjg	MORPH=empty
an	en1	PRE	MORPH=empty
charité	charité	NOMcom	MORPH=empty
,	,	PONfbl	MORPH=empty
selonc	selonc	PRE	MORPH=empty
l'	le	DETdef	MORPH=empty
escrit	escrit	NOMcom	MORPH=empty
,	,	PONfbl	MORPH=empty
sainz	saint	ADJqua	MORPH=empty
Pos	Paul	NOMpro	MORPH=empty
lo	il	PROper	MORPH=empty
dit	dire	VERcjg	MORPH=empty
et	et	CONcoo	MORPH=empty
je	je	PROper	MORPH=empty
le	il	PROper	MORPH=empty
lui	lire1	VERcjg	MORPH=empty
,	,	PONfbl	MORPH=empty
qu'	que4	CONcoo	MORPH=empty
i	i2	PROadv	MORPH=empty
maint	manoir1	VERcjg	MORPH=empty
an	en1	PRE	MORPH=empty
Deu	Dieu	NOMpro	MORPH=empty
et	et	CONcoo	MORPH=empty
Dex	Dieu	NOMpro	MORPH=empty
an	en1	PRE	MORPH=empty
lui	il	PROper	MORPH=empty
.	.	PONfrt	MORPH=empty
Donc	donc	ADVgen	MORPH=empty
sachoiz	savoir	VERcjg	MORPH=empty
bien	bien1	ADVgen	MORPH=empty
de	de	PRE	MORPH=empty
verité	verité	NOMcom	MORPH=empty
que	que4	CONsub	MORPH=empty
li	le	DETdef	MORPH=empty
don	don	NOMcom	MORPH=empty
sont	estre1	VERcjg	MORPH=empty
de	de	PRE	MORPH=empty
charité	charité	NOMcom	MORPH=empty
que	que2	PROrel	MORPH=empty
li	le	DETdef	MORPH=empty
bons	bon	ADJqua	MORPH=empty
cuens	conte1	NOMcom	MORPH=empty
Felipes	Phelipes	NOMpro	MORPH=empty
done	doner	VERcjg	MORPH=empty
,	,	PONfbl	MORPH=empty
c'	que4	CONsub	MORPH=empty
onques	onque	ADVgen	MORPH=empty
nelui	nul	PROind	MORPH=empty
n'	ne1	ADVneg	MORPH=empty
an	en2	PROadv	MORPH=empty
areisone	araisnier	VERcjg	MORPH=empty
fors	fors1	PRE	MORPH=empty
son	son4	DETpos	MORPH=empty
franc	franc1	ADJqua	MORPH=empty
cuer	cuer2	NOMcom	MORPH=empty
le	le	DETdef	MORPH=empty
debonere	debonaire	ADJqua	MORPH=empty
,	,	PONfbl	MORPH=empty
qui	qui	PROrel	MORPH=empty
li	il	PROper	MORPH=empty
loe	löer1	VERcjg	MORPH=empty
le	le	DETdef	MORPH=empty
bien	bien2	NOMcom	MORPH=empty
a	a3	PRE	MORPH=empty
fere	faire	VERinf	MORPH=empty
.	.	PONfrt	MORPH=empty
Ne	ne1	ADVneg	MORPH=empty
valt	valoir	VERcjg	MORPH=empty
mialz	mieus	ADVgen	MORPH=empty
cil	cel	PROdem	MORPH=empty
que	que4	CONsub	MORPH=empty
ne	ne1	ADVneg	MORPH=empty
valut	valoir	VERcjg	MORPH=empty
Alixandres	Alixandre	NOMpro	MORPH=empty
,	,	PONfbl	MORPH=empty
cui	cui	PROrel	MORPH=empty
ne	ne1	ADVneg	MORPH=empty
chalut	chaloir	VERcjg	MORPH=empty
de	de	PRE	MORPH=empty
charité	charité	NOMcom	MORPH=empty
ne	ne2	CONcoo	MORPH=empty
de	de	PRE	MORPH=empty
nul	nul	DETind	MORPH=empty
bien	bien2	NOMcom	MORPH=empty
?	?	PONfrt	MORPH=empty
Oïl	öil	ADVgen	MORPH=empty
,	,	PONfbl	MORPH=empty
n'	ne1	ADVneg	MORPH=empty
an	en2	PROadv	MORPH=empty
dotez	doter2	VERcjg	MORPH=empty
ja	ja	ADVgen	MORPH=empty
de	de	PRE	MORPH=empty
rien	rien	PROind	MORPH=empty
.	.	PONfrt	MORPH=empty
Donc	donc	ADVgen	MORPH=empty
avra	avoir	VERcjg	MORPH=empty
bien	bien1	ADVgen	MORPH=empty
sauve	sauf	ADJqua	MORPH=empty
sa	son4	DETpos	MORPH=empty
peinne	peine	NOMcom	MORPH=empty
Crestiens	Crestiien	NOMpro	MORPH=empty
,	,	PONfbl	MORPH=empty
qui	qui	PROrel	MORPH=empty
antant	entendre	VERcjg	MORPH=empty
et	et	CONcoo	MORPH=empty
peinne	pener	VERcjg	MORPH=empty
a	a3	PRE	MORPH=empty
rimoier	rimoiier1	VERinf	MORPH=empty
le	le	DETdef	MORPH=empty
meillor	meillor	ADJqua	MORPH=empty
conte	conte2	NOMcom	MORPH=empty
,	,	PONfbl	MORPH=empty
par	par	PRE	MORPH=empty
le	le	DETdef	MORPH=empty
comandemant	comandement	NOMcom	MORPH=empty
le	le	DETdef	MORPH=empty
conte	conte1	NOMcom	MORPH=empty
,	,	PONfbl	MORPH=empty
qui	qui	PROrel	MORPH=empty
soit	estre1	VERcjg	MORPH=empty
contez	conter	VERcjg	MORPH=empty
an	en1	PRE	MORPH=empty
cort	cort1	NOMcom	MORPH=empty
real	roial2	ADJqua	MORPH=empty
.	.	PONfrt	MORPH=empty
Ce	ce1	PROdem	MORPH=empty
est	estre1	VERcjg	MORPH=empty
li	le	DETdef	MORPH=empty
contes	conte2	NOMcom	MORPH=empty
del	de+le	PRE.DETdef	MORPH=empty
graal	gräal	NOMcom	MORPH=empty
,	,	PONfbl	MORPH=empty
don	dont	PROrel	MORPH=empty
li	le	DETdef	MORPH=empty
cuens	conte1	NOMcom	MORPH=empty
li	il	PROper	MORPH=empty
baille	baillier	VERcjg	MORPH=empty
le	le	DETdef	MORPH=empty
livre	livre2	NOMcom	MORPH=empty
,	,	PONfbl	MORPH=empty
s'	si	ADVgen	MORPH=empty
orroiz	öir	VERcjg	MORPH=empty
comant	coment1	ADVsub	MORPH=empty
il	il	PROper	MORPH=empty
s'	soi1	PROper	MORPH=empty
an	en2	PROadv	MORPH=empty
delivre	delivrer	VERcjg	MORPH=empty
.	.	PONfrt	MORPH=empty
Ce	ce1	PROdem	MORPH=empty
fu	estre1	VERcjg	MORPH=empty
au	a3+le	PRE.DETdef	MORPH=empty
tans	tens	NOMcom	MORPH=empty
qu'	que2	PROrel	MORPH=empty
arbre	arbre	NOMcom	MORPH=empty
florissent	florir	VERcjg	MORPH=empty
,	,	PONfbl	MORPH=empty
fuelles	fueille	NOMcom	MORPH=empty
,	,	PONfbl	MORPH=empty
boschaige	boschage	NOMcom	MORPH=empty
,	,	PONfbl	MORPH=empty
pré	pré	NOMcom	MORPH=empty
verdissent	verdir	VERcjg	MORPH=empty
,	,	PONfbl	MORPH=empty
et	et	CONcoo	MORPH=empty
cil	cel	DETdem	MORPH=empty
oisel	oisel	NOMcom	MORPH=empty
an	en1	PRE	MORPH=empty
lor	lor2	DETpos	MORPH=empty
latin	latin	NOMcom	MORPH=empty
dolcemant	doucement	ADVgen	MORPH=empty
chantent	chanter	VERcjg	MORPH=empty
au	a3+le	PRE.DETdef	MORPH=empty
matin	matin2	NOMcom	MORPH=empty
et	et	CONcoo	MORPH=empty
tote	tot	DETind	MORPH=empty
riens	rien	NOMcom	MORPH=empty
de	de	PRE	MORPH=empty
joie	joie	NOMcom	MORPH=empty
anflame	enflamer	VERcjg	MORPH=empty
,	,	PONfbl	MORPH=empty
que	que4	CONcoo	MORPH=empty
li	le	DETdef	MORPH=empty
filz	fil2	NOMcom	MORPH=empty
a	a3	PRE	MORPH=empty
la	le	DETdef	MORPH=empty
veve	veve2	ADJqua	MORPH=empty
dame	dame	NOMcom	MORPH=empty
de	de	PRE	MORPH=empty
la	le	DETdef	MORPH=empty
Gaste	gast1	ADJqua	MORPH=empty
Forest	forest	NOMcom	MORPH=empty
soutainne	soutain2	ADJqua	MORPH=empty
se	soi1	PROper	MORPH=empty
leva	lever	VERcjg	MORPH=empty
,	,	PONfbl	MORPH=empty
et	et	CONcoo	MORPH=empty
ne	ne1	ADVneg	MORPH=empty
li	il	PROper	MORPH=empty
fu	estre1	VERcjg	MORPH=empty
painne	peine	NOMcom	MORPH=empty
que	que4	CONsub	MORPH=empty
il	il	PROper	MORPH=empty
sa	son4	DETpos	MORPH=empty
sele	sele	NOMcom	MORPH=empty
ne	ne1	ADVneg	MORPH=empty
meïst	metre2	VERcjg	MORPH=empty
sor	sor2	PRE	MORPH=empty
son	son4	DETpos	MORPH=empty
chaceor	chacëor	NOMcom	MORPH=empty
et	et	CONcoo	MORPH=empty
preïst	prendre	VERcjg	MORPH=empty
.iii.	3	DETcar	MORPH=empty
javeloz	javelot	NOMcom	MORPH=empty
,	,	PONfbl	MORPH=empty
et	et	CONcoo	MORPH=empty
tot	tot	ADVgen	MORPH=empty
ensi	ainsi	ADVgen	MORPH=empty
fors	fors1	ADVgen	MORPH=empty
del	de+le	PRE.DETdef	MORPH=empty
manoir	manoir2	NOMcom	MORPH=empty
sa	son4	DETpos	MORPH=empty
mere	mere	NOMcom	MORPH=empty
issi	issir	VERcjg	MORPH=empty
.	.	PONfrt	MORPH=empty
Et	et	CONcoo	MORPH=empty
pansa	penser	VERcjg	MORPH=empty
que	que4	CONsub	MORPH=empty
veoir	vëoir	VERinf	MORPH=empty
iroit	aler	VERcjg	MORPH=empty
hercheors	hercëor	NOMcom	MORPH=empty
que	que2	PROrel	MORPH=empty
sa	son4	DETpos	MORPH=empty
mere	mere	NOMcom	MORPH=empty
avoit	avoir	VERcjg	MORPH=empty
,	,	PONfbl	MORPH=empty
qui	qui	PROrel	MORPH=empty
ses	son4	DETpos	MORPH=empty
aveinnes	aveine	NOMcom	MORPH=empty
li	il	PROper	MORPH=empty
herchoient	hercier1	VERcjg	MORPH=empty
;	;	PONfbl	MORPH=empty
bués	buef	NOMcom	MORPH=empty
.xii.	12	PROcar	MORPH=empty
et	et	CONcoo	MORPH=empty
sis	sis2	DETcar	MORPH=empty
hierches	herce	NOMcom	MORPH=empty
avoient	avoir	VERcjg	MORPH=empty
.	.	PONfrt	MORPH=empty
Ensi	ainsi	ADVgen	MORPH=empty
an	en1	PRE	MORPH=empty
la	le	DETdef	MORPH=empty
forest	forest	NOMcom	MORPH=empty
s'	soi1	PROper	MORPH=empty
an	en2	PROadv	MORPH=empty
antre	entrer	VERcjg	MORPH=empty
,	,	PONfbl	MORPH=empty
et	et	CONcoo	MORPH=empty
maintenant	maintenant	ADVgen	MORPH=empty
li	le	DETdef	MORPH=empty
cuers	cuer2	NOMcom	MORPH=empty
del	de+le	PRE.DETdef	MORPH=empty
vantre	ventre1	NOMcom	MORPH=empty
por	por2	PRE	MORPH=empty
le	le	DETdef	MORPH=empty
dolz	douz	ADJqua	MORPH=empty
tans	tens	NOMcom	MORPH=empty
li	il	PROper	MORPH=empty
resjoï	resjöir	VERcjg	MORPH=empty
et	et	CONcoo	MORPH=empty
por	por2	PRE	MORPH=empty
le	le	DETdef	MORPH=empty
chant	chant2	NOMcom	MORPH=empty
que	que2	PROrel	MORPH=empty
il	il	PROper	MORPH=empty
oï	öir	VERcjg	MORPH=empty
des	de+le	PRE.DETdef	MORPH=empty
oisiax	oisel	NOMcom	MORPH=empty
qui	qui	PROrel	MORPH=empty
joie	joie	NOMcom	MORPH=empty
feisoient	faire	VERcjg	MORPH=empty
;	;	PONfbl	MORPH=empty
totes	tot	DETind	MORPH=empty
ces	ce2	DETdem	MORPH=empty
choses	chose	NOMcom	MORPH=empty
li	il	PROper	MORPH=empty
pleisoient	plaire	VERcjg	MORPH=empty
.	.	PONfrt	MORPH=empty
Por	por2	PRE	MORPH=empty
la	le	DETdef	MORPH=empty
dolçor	douçor	NOMcom	MORPH=empty
del	de+le	PRE.DETdef	MORPH=empty
tans	tens	NOMcom	MORPH=empty
serain	serein	ADJqua	MORPH=empty
osta	oster2	VERcjg	MORPH=empty
au	a3+le	PRE.DETdef	MORPH=empty
chaceor	chacëor	NOMcom	MORPH=empty
son	son4	DETpos	MORPH=empty
frain	frein	NOMcom	MORPH=empty
,	,	PONfbl	MORPH=empty
si	si	ADVgen	MORPH=empty
le	il	PROper	MORPH=empty
leissa	laissier	VERcjg	MORPH=empty
aler	aler	VERinf	MORPH=empty
peissant	paistre	VERppa	MORPH=empty
par	par	PRE	MORPH=empty
l'	le	DETdef	MORPH=empty
erbe	erbe	NOMcom	MORPH=empty
fresche	frois1	ADJqua	MORPH=empty
verdeant	verdoiier	VERppa	MORPH=empty
.	.	PONfrt	MORPH=empty
Et	et	CONcoo	MORPH=empty
cil	cel	PROdem	MORPH=empty
qui	qui	PROrel	MORPH=empty
bien	bien1	ADVgen	MORPH=empty
lancier	lancier3	VERinf	MORPH=empty
savoit	savoir	VERcjg	MORPH=empty
des	de+le	PRE.DETdef	MORPH=empty
javeloz	javelot	NOMcom	MORPH=empty
que	que2	PROrel	MORPH=empty
il	il	PROper	MORPH=empty
avoit	avoir	VERcjg	MORPH=empty
aloit	aler	VERcjg	MORPH=empty
anviron	environ	PRE	MORPH=empty
lui	il	PROper	MORPH=empty
lancent	lancier3	VERppa	MORPH=empty
,	,	PONfbl	MORPH=empty
une	un	DETcar	MORPH=empty
ore	ore3	NOMcom	MORPH=empty
arriere	ariere	ADVgen	MORPH=empty
et	et	CONcoo	MORPH=empty
altre	autre	PROind	MORPH=empty
avant	avant	ADVgen	MORPH=empty
,	,	PONfbl	MORPH=empty
une	un	DETcar	MORPH=empty
ore	ore3	NOMcom	MORPH=empty
an	en1	PRE	MORPH=empty
bas	bas	ADJqua	MORPH=empty
et	et	CONcoo	MORPH=empty
altre	autre	PROind	MORPH=empty
an	en1	PRE	MORPH=empty
haut	haut	ADJqua	MORPH=empty
,	,	PONfbl	MORPH=empty
tant	tant	ADVgen	MORPH=empty
qu'	que4	CONsub	MORPH=empty
il	il	PROper	MORPH=empty
oï	öir	VERcjg	MORPH=empty
parmi	parmi	PRE	MORPH=empty
le	le	DETdef	MORPH=empty
gaut	gaut2	NOMcom	MORPH=empty
venir	venir	VERinf	MORPH=empty
.v.	5	DETcar	MORPH=empty
chevaliers	chevalier	NOMcom	MORPH=empty
armez	armer	VERppe	MORPH=empty
,	,	PONfbl	MORPH=empty
de	de	PRE	MORPH=empty
totes	tot	DETind	MORPH=empty
armes	arme	NOMcom	MORPH=empty
acesmez	acesmer	VERppe	MORPH=empty
.	.	PONfrt	MORPH=empty
Et	et	CONcoo	MORPH=empty
mout	mout	ADVgen	MORPH=empty
grant	grant	ADJqua	MORPH=empty
noise	noise	NOMcom	MORPH=empty
demenoient	demener	VERcjg	MORPH=empty
les	le	DETdef	MORPH=empty
armes	arme	NOMcom	MORPH=empty
a	a3	PRE	MORPH=empty
ces	ce2	PROdem	MORPH=empty
qui	qui	PROrel	MORPH=empty
venoient	venir	VERcjg	MORPH=empty
,	,	PONfbl	MORPH=empty
car	car	CONcoo	MORPH=empty
sovant	sovent	ADVgen	MORPH=empty
