form	lemma	POS	morph
Li	le	DETdef	MORPH=empty
autre	autre	PROind	MORPH=empty
parloient	parler	VERcjg	MORPH=empty
d'	de	PRE	MORPH=empty
Amors	amor	NOMcom	MORPH=empty
,	,	PONfbl	MORPH=empty
Des	de+le	PRE.DETdef	MORPH=empty
angoisses	angoisse	NOMcom	MORPH=empty
et	et	CONcoo	MORPH=empty
des	de+le	PRE.DETdef	MORPH=empty
dolors	dolor	NOMcom	MORPH=empty
Et	et	CONcoo	MORPH=empty
des	de+le	PRE.DETdef	MORPH=empty
granz	grant	ADJqua	MORPH=empty
biens	bien2	NOMcom	MORPH=empty
qu'	que2	PROrel	MORPH=empty
orent	avoir	VERcjg	MORPH=empty
sovant	sovent	ADVgen	MORPH=empty
Li	le	DETdef	MORPH=empty
deciple	desciple	NOMcom	MORPH=empty
de	de	PRE	MORPH=empty
son	son4	DETpos	MORPH=empty
covant	covent2	NOMcom	MORPH=empty
,	,	PONfbl	MORPH=empty
Qui	qui	PROrel	MORPH=empty
lors	lors	ADVgen	MORPH=empty
estoit	estre1	VERcjg	MORPH=empty
mout	mout	ADVgen	MORPH=empty
dolz	douz	ADJqua	MORPH=empty
et	et	CONcoo	MORPH=empty
buens	bon	ADJqua	MORPH=empty
;	;	PONfbl	MORPH=empty
Mes	mais1	CONcoo	MORPH=empty
or	or4	ADVgen	MORPH=empty
i	i2	PROadv	MORPH=empty
a	avoir	VERcjg	MORPH=empty
mout	mout	ADVgen	MORPH=empty
po	poi	PROind	MORPH=empty
des	de+le	PRE.DETdef	MORPH=empty
suens	suen	PROpos	MORPH=empty
Qu'	que4	CONsub	MORPH=empty
a	a3	PRE	MORPH=empty
bien	bien1	ADVgen	MORPH=empty
pres	près	ADVgen	MORPH=empty
l'	il	PROper	MORPH=empty
ont	avoir	VERcjg	MORPH=empty
ja	ja	ADVgen	MORPH=empty
tuit	tot	PROind	MORPH=empty
lessiee	laissier	VERppe	MORPH=empty
,	,	PONfbl	MORPH=empty
S'	si	ADVgen	MORPH=empty
an	en2	PROadv	MORPH=empty
est	estre1	VERcjg	MORPH=empty
Amors	amor	NOMcom	MORPH=empty
mout	mout	ADVgen	MORPH=empty
abessiee	abaissier	VERppe	MORPH=empty
;	;	PONfbl	MORPH=empty
Car	car	CONcoo	MORPH=empty
cil	cel	PROdem	MORPH=empty
qui	qui	PROrel	MORPH=empty
soloient	soloir	VERcjg	MORPH=empty
amer	amer1	VERinf	MORPH=empty
Se	soi1	PROper	MORPH=empty
feisoient	faire	VERcjg	MORPH=empty
cortois	cortois	ADJqua	MORPH=empty
clamer	clamer	VERinf	MORPH=empty
Et	et	CONcoo	MORPH=empty
preu	pro	ADJqua	MORPH=empty
et	et	CONcoo	MORPH=empty
large	large	ADJqua	MORPH=empty
et	et	CONcoo	MORPH=empty
enorable	onorable	ADJqua	MORPH=empty
;	;	PONfbl	MORPH=empty
Or	or4	ADVgen	MORPH=empty
est	estre1	VERcjg	MORPH=empty
Amors	amor	NOMcom	MORPH=empty
tornee	torner	VERppe	MORPH=empty
a	a3	PRE	MORPH=empty
fable	fable	NOMcom	MORPH=empty
Por	por2	PRE	MORPH=empty
ce	ce1	PROdem	MORPH=empty
que	que4	CONsub	MORPH=empty
cil	cel	PROdem	MORPH=empty
qui	qui	PROrel	MORPH=empty
rien	rien	PROind	MORPH=empty
n'	ne1	ADVneg	MORPH=empty
en	en2	PROadv	MORPH=empty
santent	sentir	VERcjg	MORPH=empty
Dïent	dire	VERcjg	MORPH=empty
qu'	que4	CONsub	MORPH=empty
il	il	PROper	MORPH=empty
aiment	amer1	VERcjg	MORPH=empty
,	,	PONfbl	MORPH=empty
mes	mais1	CONcoo	MORPH=empty
il	il	PROper	MORPH=empty
mantent	mentir	VERcjg	MORPH=empty
,	,	PONfbl	MORPH=empty
Et	et	CONcoo	MORPH=empty
cil	cel	PROdem	MORPH=empty
fable	fable	NOMcom	MORPH=empty
et	et	CONcoo	MORPH=empty
mançonge	mençogne	NOMcom	MORPH=empty
an	en2	PROadv	MORPH=empty
font	faire	VERcjg	MORPH=empty
Qui	qui	PROrel	MORPH=empty
s'	soi1	PROper	MORPH=empty
an	en2	PROadv	MORPH=empty
vantent	vanter	VERcjg	MORPH=empty
et	et	CONcoo	MORPH=empty
droit	droit	NOMcom	MORPH=empty
n'	ne1	ADVneg	MORPH=empty
i	i2	PROadv	MORPH=empty
ont	avoir	VERcjg	MORPH=empty
.	.	PONfrt	MORPH=empty
Mes	mais1	CONcoo	MORPH=empty
or	or4	ADVgen	MORPH=empty
parlons	parler	VERcjg	MORPH=empty
de	de	PRE	MORPH=empty
cez	ce2	PROdem	MORPH=empty
qui	qui	PROrel	MORPH=empty
furent	estre1	VERcjg	MORPH=empty
,	,	PONfbl	MORPH=empty
Si	si	ADVgen	MORPH=empty
leissons	laissier	VERcjg	MORPH=empty
cez	ce2	PROdem	MORPH=empty
qui	qui	PROrel	MORPH=empty
ancor	encore	ADVgen	MORPH=empty
durent	durer	VERcjg	MORPH=empty
,	,	PONfbl	MORPH=empty
Car	car	CONcoo	MORPH=empty
mout	mout	ADVgen	MORPH=empty
valt	valoir	VERcjg	MORPH=empty
mialz	mieus	ADVgen	MORPH=empty
,	,	PONfbl	MORPH=empty
ce	ce1	PROdem	MORPH=empty
m'	je	PROper	MORPH=empty
est	estre1	VERcjg	MORPH=empty
avis	avis	NOMcom	MORPH=empty
,	,	PONfbl	MORPH=empty
Uns	un	DETndf	MORPH=empty
cortois	cortois	ADJqua	MORPH=empty
morz	morir	VERppe	MORPH=empty
c'	que4	CONsub	MORPH=empty
uns	un	DETndf	MORPH=empty
vilains	vilain	ADJqua	MORPH=empty
vis	vif	ADJqua	MORPH=empty
.	.	PONfrt	MORPH=empty
Por	por2	PRE	MORPH=empty
ce	ce1	PROdem	MORPH=empty
me	je	PROper	MORPH=empty
plest	plaire	VERcjg	MORPH=empty
a	a3	PRE	MORPH=empty
reconter	reconter	VERinf	MORPH=empty
Chose	chose	NOMcom	MORPH=empty
qui	qui	PROrel	MORPH=empty
face	faire	VERcjg	MORPH=empty
a	a3	PRE	MORPH=empty
escouter	escouter	VERinf	MORPH=empty
Del	de+le	PRE.DETdef	MORPH=empty
roi	roi2	NOMcom	MORPH=empty
qui	qui	PROrel	MORPH=empty
fu	estre1	VERcjg	MORPH=empty
de	de	PRE	MORPH=empty
tel	tel	DETind	MORPH=empty
tesmoing	tesmoin	NOMcom	MORPH=empty
Qu'	que4	CONsub	MORPH=empty
an	on	PROind	MORPH=empty
en	en2	PROadv	MORPH=empty
parole	parler	VERcjg	MORPH=empty
et	et	CONcoo	MORPH=empty
pres	près	ADVgen	MORPH=empty
et	et	CONcoo	MORPH=empty
loing	loing	ADVgen	MORPH=empty
;	;	PONfbl	MORPH=empty
Si	si	ADVgen	MORPH=empty
m'	je	PROper	MORPH=empty
acort	acorder	VERcjg	MORPH=empty
de	de	PRE	MORPH=empty
tant	tant	ADVgen	MORPH=empty
as	a3+le	PRE.DETdef	MORPH=empty
Bretons	Breton	NOMpro	MORPH=empty
Que	que4	CONsub	MORPH=empty
toz	tot	DETind	MORPH=empty
jorz	jor	NOMcom	MORPH=empty
durra	durer	VERcjg	MORPH=empty
li	le	DETdef	MORPH=empty
renons	renom	NOMcom	MORPH=empty
Et	et	CONcoo	MORPH=empty
par	par	PRE	MORPH=empty
lui	il	PROper	MORPH=empty
sont	estre1	VERcjg	MORPH=empty
amenteü	amentevoir	VERppe	MORPH=empty
Li	le	DETdef	MORPH=empty
boen	bon	ADJqua	MORPH=empty
chevalier	chevalier	NOMcom	MORPH=empty
esleü	eslire	VERppe	MORPH=empty
Qui	qui	PROrel	MORPH=empty
a	a3	PRE	MORPH=empty
enor	onor	NOMcom	MORPH=empty
se	soi1	PROper	MORPH=empty
traveillierent	travaillier	VERcjg	MORPH=empty
.	.	PONfrt	MORPH=empty
Mes	mais1	CONcoo	MORPH=empty
cel	cel	DETdem	MORPH=empty
jor	jor	NOMcom	MORPH=empty
mout	mout	ADVgen	MORPH=empty
se	soi1	PROper	MORPH=empty
merveillierent	merveillier	VERcjg	MORPH=empty
Del	de+le	PRE.DETdef	MORPH=empty
roi	roi2	NOMcom	MORPH=empty
qui	qui	PROrel	MORPH=empty
einçois	ainçois	ADVgen	MORPH=empty
se	soi1	PROper	MORPH=empty
leva	lever	VERcjg	MORPH=empty
;	;	PONfbl	MORPH=empty
Si	si	ADVgen	MORPH=empty
ot	avoir	VERcjg	MORPH=empty
de	de	PRE	MORPH=empty
tex	tel	PROind	MORPH=empty
cui	cui	PROrel	MORPH=empty
mout	mout	ADVgen	MORPH=empty
greva	grever	VERcjg	MORPH=empty
Et	et	CONcoo	MORPH=empty
qui	qui	PROrel	MORPH=empty
mout	mout	ADVgen	MORPH=empty
grant	grant	ADJqua	MORPH=empty
parole	parole	NOMcom	MORPH=empty
an	en2	PROadv	MORPH=empty
firent	faire	VERcjg	MORPH=empty
,	,	PONfbl	MORPH=empty
Por	por2	PRE	MORPH=empty
ce	ce1	PROdem	MORPH=empty
que	que4	CONsub	MORPH=empty
onques	onque	ADVgen	MORPH=empty
mes	mais1	ADVgen	MORPH=empty
nel	ne1+il	ADVneg.PROper	MORPH=empty
virent	vëoir	VERcjg	MORPH=empty
A	a3	PRE	MORPH=empty
si	si	ADVgen	MORPH=empty
grant	grant	ADJqua	MORPH=empty
feste	feste1	NOMcom	MORPH=empty
an	en1	PRE	MORPH=empty
chanbre	chambre1	NOMcom	MORPH=empty
antrer	entrer	VERinf	MORPH=empty
Por	por2	PRE	MORPH=empty
dormir	dormir	VERinf	MORPH=empty
ne	ne2	CONcoo	MORPH=empty
por	por2	PRE	MORPH=empty
reposer	reposer	VERinf	MORPH=empty
;	;	PONfbl	MORPH=empty
Mes	mais1	CONcoo	MORPH=empty
cel	cel	DETdem	MORPH=empty
jor	jor	NOMcom	MORPH=empty
ensi	ainsi	ADVgen	MORPH=empty
li	il	PROper	MORPH=empty
avint	avenant	VERcjg	MORPH=empty
Que	que4	CONsub	MORPH=empty
la	le	DETdef	MORPH=empty
reïne	röine1	NOMcom	MORPH=empty
le	il	PROper	MORPH=empty
detint	detenir	VERcjg	MORPH=empty
,	,	PONfbl	MORPH=empty
Si	si	ADVgen	MORPH=empty
demora	demorer	VERcjg	MORPH=empty
tant	tant	ADVgen	MORPH=empty
delez	dalez	PRE	MORPH=empty
li	il	PROper	MORPH=empty
Qu'	que4	CONsub	MORPH=empty
il	il	PROper	MORPH=empty
s'	soi1	PROper	MORPH=empty
oblia	oblïer	VERcjg	MORPH=empty
et	et	CONcoo	MORPH=empty
endormi	endormir	VERcjg	MORPH=empty
.	.	PONfrt	MORPH=empty
A	a3	PRE	MORPH=empty
l'	le	DETdef	MORPH=empty
uis	uis	NOMcom	MORPH=empty
de	de	PRE	MORPH=empty
la	le	DETdef	MORPH=empty
chanbre	chambre1	NOMcom	MORPH=empty
defors	defors	ADVgen	MORPH=empty
Fu	estre1	VERcjg	MORPH=empty
Didonez	Dodinel	NOMpro	MORPH=empty
et	et	CONcoo	MORPH=empty
Sagremors	Sagremor2	NOMpro	MORPH=empty
Et	et	CONcoo	MORPH=empty
Kex	Keu	NOMpro	MORPH=empty
et	et	CONcoo	MORPH=empty
messire	seignor	NOMcom	MORPH=empty
Gauvains	Gauvain	NOMpro	MORPH=empty
,	,	PONfbl	MORPH=empty
Et	et	CONcoo	MORPH=empty
si	si	ADVgen	MORPH=empty
i	i2	PROadv	MORPH=empty
fu	estre1	VERcjg	MORPH=empty
messire	seignor	NOMcom	MORPH=empty
Yvains	Yvain	NOMpro	MORPH=empty
Et	et	CONcoo	MORPH=empty
avoec	avuec	PRE	MORPH=empty
ax	il	PROper	MORPH=empty
Qualogrenanz	Calogrenant	NOMpro	MORPH=empty
,	,	PONfbl	MORPH=empty
Uns	un	DETndf	MORPH=empty
chevaliers	chevalier	NOMcom	MORPH=empty
mout	mout	ADVgen	MORPH=empty
avenanz	avenant	VERppa	MORPH=empty
,	,	PONfbl	MORPH=empty
Qui	qui	PROrel	MORPH=empty
lor	il	PROper	MORPH=empty
a	avoir	VERcjg	MORPH=empty
comancié	comencier	VERppe	MORPH=empty
un	un	DETndf	MORPH=empty
conte	conte2	NOMcom	MORPH=empty
,	,	PONfbl	MORPH=empty
Non	non	ADVneg	MORPH=empty
de	de	PRE	MORPH=empty
s'	son4	DETpos	MORPH=empty
annor	onor	NOMcom	MORPH=empty
,	,	PONfbl	MORPH=empty
mes	mais1	CONcoo	MORPH=empty
de	de	PRE	MORPH=empty
sa	son4	DETpos	MORPH=empty
honte	honte	NOMcom	MORPH=empty
.	.	PONfrt	MORPH=empty
Queque	que_que	PROrel	MORPH=empty
il	il	PROper	MORPH=empty
son	son4	DETpos	MORPH=empty
conte	conte2	NOMcom	MORPH=empty
contoit	conter	VERcjg	MORPH=empty
Et	et	CONcoo	MORPH=empty
la	le	DETdef	MORPH=empty
reïne	röine1	NOMcom	MORPH=empty
l'	il	PROper	MORPH=empty
escoutoit	escouter	VERcjg	MORPH=empty
,	,	PONfbl	MORPH=empty
Si	si	ADVgen	MORPH=empty
s'	soi1	PROper	MORPH=empty
est	estre1	VERcjg	MORPH=empty
de	de	PRE	MORPH=empty
lez	lez	PRE	MORPH=empty
le	le	DETdef	MORPH=empty
roi	roi2	NOMcom	MORPH=empty
levee	lever	VERppe	MORPH=empty
Et	et	CONcoo	MORPH=empty
vient	venir	VERcjg	MORPH=empty
sor	sor2	PRE	MORPH=empty
ax	il	PROper	MORPH=empty
tot	tot	ADVgen	MORPH=empty
a	a3	PRE	MORPH=empty
celee	celee1	NOMcom	MORPH=empty
,	,	PONfbl	MORPH=empty
Qu'	que4	CONsub	MORPH=empty
ainz	ainz	ADVgen	MORPH=empty
que	que4	CONsub	MORPH=empty
nus	nul	PROind	MORPH=empty
la	il	PROper	MORPH=empty
poïst	pöoir	VERcjg	MORPH=empty
veoir	vëoir	VERinf	MORPH=empty
,	,	PONfbl	MORPH=empty
Se	soi1	PROper	MORPH=empty
fu	estre1	VERcjg	MORPH=empty
lessiee	laissier	VERppe	MORPH=empty
entr'	entre	PRE	MORPH=empty
ax	il	PROper	MORPH=empty
cheoir	chëoir	VERinf	MORPH=empty
,	,	PONfbl	MORPH=empty
Fors	fors1	ADVgen	MORPH=empty
que	que4	CONsub	MORPH=empty
Calogrenanz	Calogrenant	NOMpro	MORPH=empty
sanz	sans	PRE	MORPH=empty
plus	plus	ADVgen	MORPH=empty
Sailli	salir2	VERcjg	MORPH=empty
an	en1	PRE	MORPH=empty
piez	pié	NOMcom	MORPH=empty
contre	contre	PRE	MORPH=empty
li	il	PROper	MORPH=empty
sus	sus	ADVgen	MORPH=empty
.	.	PONfrt	MORPH=empty
Et	et	CONcoo	MORPH=empty
Kex	Keu	NOMpro	MORPH=empty
,	,	PONfbl	MORPH=empty
qui	qui	PROrel	MORPH=empty
mout	mout	ADVgen	MORPH=empty
fu	estre1	VERcjg	MORPH=empty
ranponeus	ramponos	ADJqua	MORPH=empty
,	,	PONfbl	MORPH=empty
Fel	felon	ADJqua	MORPH=empty
et	et	CONcoo	MORPH=empty
poignanz	poindre	VERppa	MORPH=empty
et	et	CONcoo	MORPH=empty
venimeus	venimos	ADJqua	MORPH=empty
,	,	PONfbl	MORPH=empty
Li	il	PROper	MORPH=empty
dist	dire	VERcjg	MORPH=empty
:	:	PONfbl	MORPH=empty
"	"	PONpxx	MORPH=empty
Par	par	PRE	MORPH=empty
Deu	Dieu	NOMpro	MORPH=empty
,	,	PONfbl	MORPH=empty
Qualogrenant	Calogrenant	NOMpro	MORPH=empty
,	,	PONfbl	MORPH=empty
Mout	mout	ADVgen	MORPH=empty
vos	vos	PROper	MORPH=empty
voi	vëoir	VERcjg	MORPH=empty
or	or4	ADVgen	MORPH=empty
preu	pro	ADJqua	MORPH=empty
et	et	CONcoo	MORPH=empty
saillant	salir2	VERppa	MORPH=empty
,	,	PONfbl	MORPH=empty
Et	et	CONcoo	MORPH=empty
certes	certes	ADVgen	MORPH=empty
mout	mout	ADVgen	MORPH=empty
m'	je	PROper	MORPH=empty
est	estre1	VERcjg	MORPH=empty
bel	bel1	ADJqua	MORPH=empty
quant	cant1	CONsub	MORPH=empty
vos	vos	PROper	MORPH=empty
Estes	estre1	VERcjg	MORPH=empty
li	le	DETdef	MORPH=empty
plus	plus	ADVgen	MORPH=empty
cortois	cortois	ADJqua	MORPH=empty
de	de	PRE	MORPH=empty
nos	nos1	PROper	MORPH=empty
;	;	PONfbl	MORPH=empty
Et	et	CONcoo	MORPH=empty
bien	bien1	ADVgen	MORPH=empty
sai	savoir	VERcjg	MORPH=empty
que	que4	CONsub	MORPH=empty
vos	vos	PROper	MORPH=empty
le	il	PROper	MORPH=empty
cuidiez	cuidier1	VERcjg	MORPH=empty
,	,	PONfbl	MORPH=empty
Tant	tant	ADVgen	MORPH=empty
estes	estre1	VERcjg	MORPH=empty
vos	vos	PROper	MORPH=empty
de	de	PRE	MORPH=empty
san	sen2	NOMcom	MORPH=empty
vuidiez	vuidier	VERcjg	MORPH=empty
.	.	PONfrt	MORPH=empty
S'	si	ADVgen	MORPH=empty
est	estre1	VERcjg	MORPH=empty
droiz	droit	ADJqua	MORPH=empty
que	que4	CONsub	MORPH=empty
ma	mon1	DETpos	MORPH=empty
dame	dame	NOMcom	MORPH=empty
le	il	PROper	MORPH=empty
cuit	cuidier1	VERcjg	MORPH=empty
Que	que4	CONsub	MORPH=empty
vos	vos	PROper	MORPH=empty
avez	avoir	VERcjg	MORPH=empty
plus	plus	ADVgen	MORPH=empty
que	que1	CONsub	MORPH=empty
nos	nos1	PROper	MORPH=empty
tuit	tot	PROind	MORPH=empty
De	de	PRE	MORPH=empty
corteisie	cortoisie	NOMcom	MORPH=empty
et	et	CONcoo	MORPH=empty
de	de	PRE	MORPH=empty
proesce	pröece	NOMcom	MORPH=empty
:	:	PONfbl	MORPH=empty
Ja	ja	ADVgen	MORPH=empty
le	il	PROper	MORPH=empty
leissames	laissier	VERcjg	MORPH=empty
por	por2	PRE	MORPH=empty
peresce	perece	NOMcom	MORPH=empty
,	,	PONfbl	MORPH=empty
Espoir	espoir2	ADVgen	MORPH=empty
,	,	PONfbl	MORPH=empty
que	que4	CONsub	MORPH=empty
nos	nos1	PROper	MORPH=empty
ne	ne1	ADVneg	MORPH=empty
nos	nos1	PROper	MORPH=empty
levames	lever	VERcjg	MORPH=empty
Ou	o3	CONcoo	MORPH=empty
por	por2	PRE	MORPH=empty
ce	ce1	PROdem	MORPH=empty
que	que4	CONsub	MORPH=empty
nos	nos1	PROper	MORPH=empty
ne	ne1	ADVneg	MORPH=empty
deignames	deignier	VERcjg	MORPH=empty
.	.	PONfrt	MORPH=empty
Mes	mais1	CONcoo	MORPH=empty
par	par	PRE	MORPH=empty
Deu	Dieu	NOMpro	MORPH=empty
,	,	PONfbl	MORPH=empty
sire	seignor	NOMcom	MORPH=empty
,	,	PONfbl	MORPH=empty
nel	ne1+il	ADVneg.PROper	MORPH=empty
feïsmes	faire	VERcjg	MORPH=empty
,	,	PONfbl	MORPH=empty
Mes	mais1	CONcoo	MORPH=empty
por	por2	PRE	MORPH=empty
ce	ce1	PROdem	MORPH=empty
que	que4	CONsub	MORPH=empty
nos	nos1	PROper	MORPH=empty
ne	ne1	ADVneg	MORPH=empty
veïsmes	vëoir	VERcjg	MORPH=empty
Ma	mon1	DETpos	MORPH=empty
dame	dame	NOMcom	MORPH=empty
,	,	PONfbl	MORPH=empty
ainz	ainz	ADVgen	MORPH=empty
fustes	estre1	VERcjg	MORPH=empty
vos	vos	PROper	MORPH=empty
levez	lever	VERppe	MORPH=empty
.	.	PONfrt	MORPH=empty
Certes	certes	ADVgen	MORPH=empty
,	,	PONfbl	MORPH=empty
Kex	Keu	NOMpro	MORPH=empty
,	,	PONfbl	MORPH=empty
ja	ja	ADVgen	MORPH=empty
fussiez	estre1	VERcjg	MORPH=empty
crevez	crever	VERppe	MORPH=empty
,	,	PONfbl	MORPH=empty
Fet	faire	VERcjg	MORPH=empty
la	le	DETdef	MORPH=empty
reïne	röine1	NOMcom	MORPH=empty
,	,	PONfbl	MORPH=empty
au	a3+le	PRE.DETdef	MORPH=empty
mien	mien	ADJpos	MORPH=empty
cuidier	cuidier1	VERinf	MORPH=empty
,	,	PONfbl	MORPH=empty
Se	se	CONsub	MORPH=empty
ne	ne1	ADVneg	MORPH=empty
vos	vos	PROper	MORPH=empty
poïssiez	pöoir	VERcjg	MORPH=empty
vuidier	vuidier	VERinf	MORPH=empty
Del	de+le	PRE.DETdef	MORPH=empty
venin	venin	NOMcom	MORPH=empty
don	dont	PROrel	MORPH=empty
vos	vos	PROper	MORPH=empty
estes	estre1	VERcjg	MORPH=empty
plains	plein	ADJqua	MORPH=empty
.	.	PONfrt	MORPH=empty
Enuieus	enoios	ADJqua	MORPH=empty
estes	estre1	VERcjg	MORPH=empty
et	et	CONcoo	MORPH=empty
vilains	vilain	ADJqua	MORPH=empty
,	,	PONfbl	MORPH=empty
De	de	PRE	MORPH=empty
tancier	tencier	VERinf	MORPH=empty
a	a3	PRE	MORPH=empty
voz	vostre	DETpos	MORPH=empty
conpaignons	compagnon	NOMcom	MORPH=empty
.	.	PONfrt	MORPH=empty
Dame	dame	NOMcom	MORPH=empty
,	,	PONfbl	MORPH=empty
se	se	CONsub	MORPH=empty
nos	nos1	PROper	MORPH=empty
n'	ne1	ADVneg	MORPH=empty
i	i2	PROadv	MORPH=empty
gaeignons	gäaignier1	VERcjg	MORPH=empty
,	,	PONfbl	MORPH=empty
Fet	faire	VERcjg	MORPH=empty
Kex	Keu	NOMpro	MORPH=empty
,	,	PONfbl	MORPH=empty
an	en1	PRE	MORPH=empty
vostre	vostre	DETpos	MORPH=empty
conpaignie	compagnie	NOMcom	MORPH=empty
,	,	PONfbl	MORPH=empty
Gardez	garder	VERcjg	MORPH=empty
que	que4	CONsub	MORPH=empty
nos	nos1	PROper	MORPH=empty
n'	ne1	ADVneg	MORPH=empty
i	i2	PROadv	MORPH=empty
perdiens	perdre	VERcjg	MORPH=empty
mie	mie	ADVneg	MORPH=empty
.	.	PONfrt	MORPH=empty
Je	je	PROper	MORPH=empty
ne	ne1	ADVneg	MORPH=empty
cuit	cuidier1	VERcjg	MORPH=empty
avoir	avoir	VERinf	MORPH=empty
chose	chose	NOMcom	MORPH=empty
dite	dire	VERppe	MORPH=empty
Qui	qui	PROrel	MORPH=empty
me	je	PROper	MORPH=empty
doie	devoir	VERcjg	MORPH=empty
estre	estre1	VERinf	MORPH=empty
a	a3	PRE	MORPH=empty
mal	mal1	NOMcom	MORPH=empty
escrite	escrire	VERppe	MORPH=empty
Et	et	CONcoo	MORPH=empty
,	,	PONfbl	MORPH=empty
s'	se	CONsub	MORPH=empty
il	il	PROper	MORPH=empty
vos	vos	PROper	MORPH=empty
plest	plaire	VERcjg	MORPH=empty
,	,	PONfbl	MORPH=empty
teisons	taire	VERcjg	MORPH=empty
nos	nos1	PROper	MORPH=empty
an	en2	PROadv	MORPH=empty
:	:	PONfbl	MORPH=empty
Il	il	PROper	MORPH=empty
n'	ne1	ADVneg	MORPH=empty
est	estre1	VERcjg	MORPH=empty
corteisie	cortoisie	NOMcom	MORPH=empty
ne	ne2	CONcoo	MORPH=empty
san	sen2	NOMcom	MORPH=empty
De	de	PRE	MORPH=empty
plet	plait	NOMcom	MORPH=empty
d'	de	PRE	MORPH=empty
oiseuse	oisose	NOMcom	MORPH=empty
maintenir	maintenir	VERinf	MORPH=empty
;	;	PONfbl	MORPH=empty
Cist	cest	DETdem	MORPH=empty
plez	plait	NOMcom	MORPH=empty
ne	ne1	ADVneg	MORPH=empty
doit	devoir	VERcjg	MORPH=empty
avant	avant	ADVgen	MORPH=empty
venir	venir	VERinf	MORPH=empty
,	,	PONfbl	MORPH=empty
Que	que4	CONcoo	MORPH=empty
nus	nul	PROind	MORPH=empty
nel	ne1+il	ADVneg.PROper	MORPH=empty
doit	devoir	VERcjg	MORPH=empty
an	en1	PRE	MORPH=empty
pris	pris1	NOMcom	MORPH=empty
monter	monter	VERinf	MORPH=empty
.	.	PONfrt	MORPH=empty
Mes	mais1	CONcoo	MORPH=empty
feites	faire	VERcjg	MORPH=empty
nos	nos1	PROper	MORPH=empty
avant	avant	ADVgen	MORPH=empty
conter	conter	VERinf	MORPH=empty
Ce	ce1	PROdem	MORPH=empty
qu'	que2	PROrel	MORPH=empty
il	il	PROper	MORPH=empty
avoit	avoir	VERcjg	MORPH=empty
encomancié	encomencier	VERppe	MORPH=empty
,	,	PONfbl	MORPH=empty
Car	car	CONcoo	MORPH=empty
ci	ci	ADVgen	MORPH=empty
ne	ne1	ADVneg	MORPH=empty
doit	devoir	VERcjg	MORPH=empty
