form	lemma	POS	morph
Qui	qui	PROrel	MORPH=empty
vuelle	voloir	VERcjg	MORPH=empty
losangier	losengier2	VERinf	MORPH=empty
sa	son4	DETpos	MORPH=empty
dame	dame	NOMcom	MORPH=empty
;	;	PONfbl	MORPH=empty
Dirai	dire	VERcjg	MORPH=empty
je	je	PROper	MORPH=empty
:	:	PONfbl	MORPH=empty
Tant	tant	ADVgen	MORPH=empty
com	come1	CONsub	MORPH=empty
une	un	DETcar	MORPH=empty
jame	geme	NOMcom	MORPH=empty
Vaut	valoir	VERcjg	MORPH=empty
de	de	PRE	MORPH=empty
pailes	perle	NOMcom	MORPH=empty
et	et	CONcoo	MORPH=empty
de	de	PRE	MORPH=empty
sardines	sardine1	NOMcom	MORPH=empty
,	,	PONfbl	MORPH=empty
Vaut	valoir	VERcjg	MORPH=empty
la	le	DETdef	MORPH=empty
contesse	contesse	NOMcom	MORPH=empty
de	de	PRE	MORPH=empty
reïnes	röine1	NOMcom	MORPH=empty
?	?	PONfrt	MORPH=empty
Naie	naje	ADVneg	MORPH=empty
voir	voir	ADVgen	MORPH=empty
;	;	PONfbl	MORPH=empty
je	je	PROper	MORPH=empty
n'	ne1	ADVneg	MORPH=empty
en	en2	PROadv	MORPH=empty
dirai	dire	VERcjg	MORPH=empty
rien	rien	PROind	MORPH=empty
,	,	PONfbl	MORPH=empty
S'	si	ADVgen	MORPH=empty
est	estre1	VERcjg	MORPH=empty
il	il	PROimp	MORPH=empty
voirs	voir	ADJqua	MORPH=empty
maleoit	malëir	VERppe	MORPH=empty
gré	gré2	NOMcom	MORPH=empty
mien	mien	ADJpos	MORPH=empty
;	;	PONfbl	MORPH=empty
Mes	mais1	CONcoo	MORPH=empty
tant	tant	ADVgen	MORPH=empty
dirai	dire	VERcjg	MORPH=empty
ge	je	PROper	MORPH=empty
que	que4	CONsub	MORPH=empty
mialz	mieus	ADVgen	MORPH=empty
oevre	ovrer	VERcjg	MORPH=empty
Ses	son4	DETpos	MORPH=empty
comandemanz	comandement	NOMcom	MORPH=empty
an	en1	PRE	MORPH=empty
ceste	cest	DETdem	MORPH=empty
oevre	uevre	NOMcom	MORPH=empty
Que	que4	CONsub	MORPH=empty
sans	sens	NOMcom	MORPH=empty
ne	ne2	CONcoo	MORPH=empty
painne	peine	NOMcom	MORPH=empty
que	que2	PROrel	MORPH=empty
g'	je	PROper	MORPH=empty
i	i2	PROadv	MORPH=empty
mete	metre2	VERcjg	MORPH=empty
.	.	PONfrt	MORPH=empty
Del	de+le	PRE.DETdef	MORPH=empty
Chevalier	chevalier	NOMcom	MORPH=empty
de	de	PRE	MORPH=empty
la	le	DETdef	MORPH=empty
Charrete	charrete	NOMcom	MORPH=empty
Comance	comencier	VERcjg	MORPH=empty
Crestiens	Crestiien	NOMpro	MORPH=empty
son	son4	DETpos	MORPH=empty
livre	livre2	NOMcom	MORPH=empty
;	;	PONfbl	MORPH=empty
Matiere	matiere	NOMcom	MORPH=empty
et	et	CONcoo	MORPH=empty
san	sen2	NOMcom	MORPH=empty
li	il	PROper	MORPH=empty
done	doner	VERcjg	MORPH=empty
et	et	CONcoo	MORPH=empty
livre	livrer	VERcjg	MORPH=empty
La	le	DETdef	MORPH=empty
contesse	contesse	NOMcom	MORPH=empty
,	,	PONfbl	MORPH=empty
et	et	CONcoo	MORPH=empty
il	il	PROper	MORPH=empty
s'	soi1	PROper	MORPH=empty
antremet	entremetre	VERcjg	MORPH=empty
De	de	PRE	MORPH=empty
panser	penser	VERinf	MORPH=empty
,	,	PONfbl	MORPH=empty
que	que4	CONsub	MORPH=empty
gueres	gaire	ADVgen	MORPH=empty
n'	ne1	ADVneg	MORPH=empty
i	i2	PROadv	MORPH=empty
met	metre2	VERcjg	MORPH=empty
Fors	fors1	PRE	MORPH=empty
sa	son4	DETpos	MORPH=empty
painne	peine	NOMcom	MORPH=empty
et	et	CONcoo	MORPH=empty
s'	son4	DETpos	MORPH=empty
antancion	entencïon	NOMcom	MORPH=empty
.	.	PONfrt	MORPH=empty
Et	et	CONcoo	MORPH=empty
dit	dire	VERcjg	MORPH=empty
qu'	que4	CONsub	MORPH=empty
a	a3	PRE	MORPH=empty
une	un	DETndf	MORPH=empty
Acenssion	Acension	NOMpro	MORPH=empty
Li	le	DETdef	MORPH=empty
rois	roi2	NOMcom	MORPH=empty
Artus	Artu	NOMpro	MORPH=empty
cort	cort1	NOMcom	MORPH=empty
tenue	tenir1	VERppe	MORPH=empty
ot	avoir	VERcjg	MORPH=empty
,	,	PONfbl	MORPH=empty
Riche	riche	ADJqua	MORPH=empty
et	et	CONcoo	MORPH=empty
bele	bel1	ADJqua	MORPH=empty
tant	tant	ADVgen	MORPH=empty
con	come1	CONsub	MORPH=empty
lui	il	PROper	MORPH=empty
plot	plaire	VERcjg	MORPH=empty
,	,	PONfbl	MORPH=empty
Si	si	ADVgen	MORPH=empty
riche	riche	ADJqua	MORPH=empty
com	come1	CONsub	MORPH=empty
a	a3	PRE	MORPH=empty
roi	roi2	NOMcom	MORPH=empty
estut	estovoir1	VERcjg	MORPH=empty
.	.	PONfrt	MORPH=empty
Aprés	après	PRE	MORPH=empty
mangier	mangier	VERinf	MORPH=empty
ne	ne1	ADVneg	MORPH=empty
se	soi1	PROper	MORPH=empty
remut	removoir	VERcjg	MORPH=empty
Li	le	DETdef	MORPH=empty
rois	roi2	NOMcom	MORPH=empty
d'	de	PRE	MORPH=empty
antre	entre	PRE	MORPH=empty
ses	son4	DETpos	MORPH=empty
conpaignons	compagnon	NOMcom	MORPH=empty
;	;	PONfbl	MORPH=empty
Mout	mout	DETind	MORPH=empty
ot	avoir	VERcjg	MORPH=empty
en	en1	PRE	MORPH=empty
la	le	DETdef	MORPH=empty
sale	sale1	NOMcom	MORPH=empty
barons	baron	NOMcom	MORPH=empty
Et	et	CONcoo	MORPH=empty
s'	si	ADVgen	MORPH=empty
i	i2	PROadv	MORPH=empty
fu	estre1	VERcjg	MORPH=empty
la	le	DETdef	MORPH=empty
reïne	röine1	NOMcom	MORPH=empty
ansanble	ensemble	ADVgen	MORPH=empty
;	;	PONfbl	MORPH=empty
Si	si	ADVgen	MORPH=empty
ot	avoir	VERcjg	MORPH=empty
avoec	avuec	PRE	MORPH=empty
aus	il	PROper	MORPH=empty
,	,	PONfbl	MORPH=empty
ce	ce1	PROdem	MORPH=empty
me	je	PROper	MORPH=empty
sanble	sembler	VERcjg	MORPH=empty
,	,	PONfbl	MORPH=empty
Mainte	maint	DETind	MORPH=empty
bele	bel1	ADJqua	MORPH=empty
dame	dame	NOMcom	MORPH=empty
cortoise	cortois	ADJqua	MORPH=empty
,	,	PONfbl	MORPH=empty
Bien	bien1	ADVgen	MORPH=empty
parlant	parler	VERppa	MORPH=empty
an	en1	PRE	MORPH=empty
lengue	langue1	NOMcom	MORPH=empty
françoise	François	ADJqua	MORPH=empty
,	,	PONfbl	MORPH=empty
Et	et	CONcoo	MORPH=empty
Kex	Keu	NOMpro	MORPH=empty
qui	qui	PROrel	MORPH=empty
ot	avoir	VERcjg	MORPH=empty
servi	servir	VERppe	MORPH=empty
as	a3+le	PRE.DETdef	MORPH=empty
tables	table	NOMcom	MORPH=empty
Manjoit	mangier	VERcjg	MORPH=empty
avoec	avuec	PRE	MORPH=empty
les	le	DETdef	MORPH=empty
conestables	conestable	NOMcom	MORPH=empty
.	.	PONfrt	MORPH=empty
La	là	ADVgen	MORPH=empty
ou	où	PROrel	MORPH=empty
Kex	Keu	NOMpro	MORPH=empty
seoit	sëoir	VERcjg	MORPH=empty
au	a3+le	PRE.DETdef	MORPH=empty
mangier	mangier	VERinf	MORPH=empty
,	,	PONfbl	MORPH=empty
Atant	atant	ADVgen	MORPH=empty
ez	ez	ADVgen	MORPH=empty
vos	vos	PROper	MORPH=empty
.i.	un	DETndf	MORPH=empty
chevalier	chevalier	NOMcom	MORPH=empty
Qui	qui	PROrel	MORPH=empty
vint	venir	VERcjg	MORPH=empty
a	a3	PRE	MORPH=empty
cort	cort1	NOMcom	MORPH=empty
mout	mout	ADVgen	MORPH=empty
acesmez	acesmer	VERppe	MORPH=empty
,	,	PONfbl	MORPH=empty
De	de	PRE	MORPH=empty
totes	tot	DETind	MORPH=empty
ses	son4	DETpos	MORPH=empty
armes	arme	NOMcom	MORPH=empty
armez	armer	VERppe	MORPH=empty
.	.	PONfrt	MORPH=empty
Li	le	DETdef	MORPH=empty
chevaliers	chevalier	NOMcom	MORPH=empty
a	a3	PRE	MORPH=empty
tel	tel	DETind	MORPH=empty
conroi	conroi	NOMcom	MORPH=empty
S'	soi1	PROper	MORPH=empty
an	en2	PROadv	MORPH=empty
vint	venir	VERcjg	MORPH=empty
jusque	jusque	PRE	MORPH=empty
devant	devant	PRE	MORPH=empty
le	le	DETdef	MORPH=empty
roi	roi2	NOMcom	MORPH=empty
La	là	ADVgen	MORPH=empty
ou	où	PROrel	MORPH=empty
antre	entre	PRE	MORPH=empty
ses	son4	DETpos	MORPH=empty
barons	baron	NOMcom	MORPH=empty
sist	sëoir	VERcjg	MORPH=empty
;	;	PONfbl	MORPH=empty
Nel	ne1+il	ADVneg.PROper	MORPH=empty
salua	salüer	VERcjg	MORPH=empty
pas	pas	ADVneg	MORPH=empty
,	,	PONfbl	MORPH=empty
einz	ainz	ADVgen	MORPH=empty
li	il	PROper	MORPH=empty
dist	dire	VERcjg	MORPH=empty
:	:	PONfbl	MORPH=empty
Rois	roi2	NOMcom	MORPH=empty
Artus	Artu	NOMpro	MORPH=empty
,	,	PONfbl	MORPH=empty
j'	je	PROper	MORPH=empty
ai	avoir	VERcjg	MORPH=empty
en	en1	PRE	MORPH=empty
ma	mon1	DETpos	MORPH=empty
prison	prison	NOMcom	MORPH=empty
,	,	PONfbl	MORPH=empty
De	de	PRE	MORPH=empty
ta	ton4	DETpos	MORPH=empty
terre	terre	NOMcom	MORPH=empty
et	et	CONcoo	MORPH=empty
de	de	PRE	MORPH=empty
ta	ton4	DETpos	MORPH=empty
meison	maison	NOMcom	MORPH=empty
,	,	PONfbl	MORPH=empty
Chevaliers	chevalier	NOMcom	MORPH=empty
,	,	PONfbl	MORPH=empty
dames	dame	NOMcom	MORPH=empty
et	et	CONcoo	MORPH=empty
puceles	pucele	NOMcom	MORPH=empty
.	.	PONfrt	MORPH=empty
Mes	mais1	CONcoo	MORPH=empty
ne	ne1	ADVneg	MORPH=empty
t'	tu	PROper	MORPH=empty
an	en2	PROadv	MORPH=empty
di	dire	VERcjg	MORPH=empty
pas	pas	ADVneg	MORPH=empty
les	le	DETdef	MORPH=empty
noveles	novele	NOMcom	MORPH=empty
Por	por2	PRE	MORPH=empty
ce	ce1	PROdem	MORPH=empty
que	que4	CONsub	MORPH=empty
jes	je+il	PROper.PROper	MORPH=empty
te	tu	PROper	MORPH=empty
vuelle	voloir	VERcjg	MORPH=empty
randre	rendre	VERinf	MORPH=empty
;	;	PONfbl	MORPH=empty
Ençois	ainçois	ADVgen	MORPH=empty
te	tu	PROper	MORPH=empty
voel	voloir	VERcjg	MORPH=empty
dire	dire	VERinf	MORPH=empty
et	et	CONcoo	MORPH=empty
aprandre	aprendre	VERinf	MORPH=empty
Que	que4	CONsub	MORPH=empty
tu	tu	PROper	MORPH=empty
n'	ne1	ADVneg	MORPH=empty
as	avoir	VERcjg	MORPH=empty
force	force2	NOMcom	MORPH=empty
ne	ne2	CONcoo	MORPH=empty
avoir	avoir	VERinf	MORPH=empty
Par	par	PRE	MORPH=empty
quoi	coi2	PROrel	MORPH=empty
tu	tu	PROper	MORPH=empty
les	il	PROper	MORPH=empty
puisses	pöoir	VERcjg	MORPH=empty
avoir	avoir	VERinf	MORPH=empty
;	;	PONfbl	MORPH=empty
Et	et	CONcoo	MORPH=empty
saches	savoir	VERcjg	MORPH=empty
bien	bien1	ADVgen	MORPH=empty
qu'	que4	CONsub	MORPH=empty
ainsi	ainsi	ADVgen	MORPH=empty
morras	morir	VERcjg	MORPH=empty
Que	que4	CONsub	MORPH=empty
ja	ja	ADVgen	MORPH=empty
aidier	aidier	VERinf	MORPH=empty
ne	ne1	ADVneg	MORPH=empty
lor	il	PROper	MORPH=empty
porras	pöoir	VERcjg	MORPH=empty
.	.	PONfrt	MORPH=empty
Li	le	DETdef	MORPH=empty
rois	roi2	NOMcom	MORPH=empty
respont	respondre1	VERcjg	MORPH=empty
qu'	que4	CONsub	MORPH=empty
il	il	PROper	MORPH=empty
li	il	PROper	MORPH=empty
estuet	estovoir1	VERcjg	MORPH=empty
Sofrir	sofrir	VERinf	MORPH=empty
,	,	PONfbl	MORPH=empty
s'	se	CONsub	MORPH=empty
amander	amender	VERinf	MORPH=empty
ne	ne1	ADVneg	MORPH=empty
le	il	PROper	MORPH=empty
puet	pöoir	VERcjg	MORPH=empty
;	;	PONfbl	MORPH=empty
Mes	mais1	CONcoo	MORPH=empty
mout	mout	ADVgen	MORPH=empty
l'	il	PROper	MORPH=empty
an	en2	PROadv	MORPH=empty
poise	peser	VERcjg	MORPH=empty
duremant	durement	ADVgen	MORPH=empty
.	.	PONfrt	MORPH=empty
Lors	lors	ADVgen	MORPH=empty
fet	faire	VERcjg	MORPH=empty
li	le	DETdef	MORPH=empty
chevaliers	chevalier	NOMcom	MORPH=empty
sanblant	semblant	NOMcom	MORPH=empty
Qu'	que4	CONsub	MORPH=empty
aler	aler	VERinf	MORPH=empty
s'	soi1	PROper	MORPH=empty
an	en2	PROadv	MORPH=empty
voelle	voloir	VERcjg	MORPH=empty
;	;	PONfbl	MORPH=empty
si	si	ADVgen	MORPH=empty
s'	soi1	PROper	MORPH=empty
an	en2	PROadv	MORPH=empty
torne	torner	VERcjg	MORPH=empty
,	,	PONfbl	MORPH=empty
Devant	devant	PRE	MORPH=empty
le	le	DETdef	MORPH=empty
roi	roi2	NOMcom	MORPH=empty
plus	plus	ADVgen	MORPH=empty
ne	ne1	ADVneg	MORPH=empty
sejorne	sejorner	VERcjg	MORPH=empty
Et	et	CONcoo	MORPH=empty
vient	venir	VERcjg	MORPH=empty
jusqu'	jusque	PRE	MORPH=empty
a	a3	PRE	MORPH=empty
l'	le	DETdef	MORPH=empty
uis	uis	NOMcom	MORPH=empty
de	de	PRE	MORPH=empty
la	le	DETdef	MORPH=empty
sale	sale1	NOMcom	MORPH=empty
;	;	PONfbl	MORPH=empty
Mes	mais1	CONcoo	MORPH=empty
les	le	DETdef	MORPH=empty
degrez	degré	NOMcom	MORPH=empty
mie	mie	ADVneg	MORPH=empty
n'	ne1	ADVneg	MORPH=empty
avale	avaler	VERcjg	MORPH=empty
,	,	PONfbl	MORPH=empty
Einçois	ainçois	ADVgen	MORPH=empty
s'	soi1	PROper	MORPH=empty
areste	arester	VERcjg	MORPH=empty
et	et	CONcoo	MORPH=empty
dit	dire	VERcjg	MORPH=empty
des	des2	PRE	MORPH=empty
la	là	ADVgen	MORPH=empty
:	:	PONfbl	MORPH=empty
Rois	roi2	NOMcom	MORPH=empty
,	,	PONfbl	MORPH=empty
s'	se	CONsub	MORPH=empty
a	a3	PRE	MORPH=empty
ta	ton4	DETpos	MORPH=empty
cort	cort1	NOMcom	MORPH=empty
chevalier	chevalier	NOMcom	MORPH=empty
a	avoir	VERcjg	MORPH=empty
Nes	nëis	ADVgen	MORPH=empty
.i.	1	PROcar	MORPH=empty
an	en1	PRE	MORPH=empty
cui	cui	PROrel	MORPH=empty
tu	tu	PROper	MORPH=empty
te	tu	PROper	MORPH=empty
fiasses	fïer	VERcjg	MORPH=empty
Que	que4	CONsub	MORPH=empty
la	le	DETdef	MORPH=empty
reïne	röine1	NOMcom	MORPH=empty
li	il	PROper	MORPH=empty
osasses	oser	VERcjg	MORPH=empty
Baillier	baillier	VERinf	MORPH=empty
por	por2	PRE	MORPH=empty
mener	mener	VERinf	MORPH=empty
an	en1	PRE	MORPH=empty
ce	ce2	DETdem	MORPH=empty
bois	bois	NOMcom	MORPH=empty
Aprés	après	PRE	MORPH=empty
moi	je	PROper	MORPH=empty
,	,	PONfbl	MORPH=empty
la	là	ADVgen	MORPH=empty
ou	où	PROrel	MORPH=empty
ge	je	PROper	MORPH=empty
m'	je	PROper	MORPH=empty
an	en2	PROadv	MORPH=empty
vois	aler	VERcjg	MORPH=empty
,	,	PONfbl	MORPH=empty
Par	par	PRE	MORPH=empty
un	un	DETndf	MORPH=empty
covant	covent1	NOMcom	MORPH=empty
l'	il	PROper	MORPH=empty
i	i2	PROadv	MORPH=empty
atandrai	atendre	VERcjg	MORPH=empty
Que	que4	CONsub	MORPH=empty
les	le	DETdef	MORPH=empty
prisons	prison	NOMcom	MORPH=empty
toz	tot	ADVgen	MORPH=empty
te	tu	PROper	MORPH=empty
randrai	rendre	VERcjg	MORPH=empty
Qui	qui	PROrel	MORPH=empty
sont	estre1	VERcjg	MORPH=empty
an	en1	PRE	MORPH=empty
prison	prison	NOMcom	MORPH=empty
an	en1	PRE	MORPH=empty
ma	mon1	DETpos	MORPH=empty
terre	terre	NOMcom	MORPH=empty
,	,	PONfbl	MORPH=empty
Se	se	CONsub	MORPH=empty
il	il	PROper	MORPH=empty
la	il	PROper	MORPH=empty
puet	pöoir	VERcjg	MORPH=empty
vers	vers2	PRE	MORPH=empty
moi	je	PROper	MORPH=empty
conquerre	conquerre	VERinf	MORPH=empty
Et	et	CONcoo	MORPH=empty
tant	tant	ADVgen	MORPH=empty
face	faire	VERcjg	MORPH=empty
qu'	que4	CONsub	MORPH=empty
il	il	PROper	MORPH=empty
l'	il	PROper	MORPH=empty
an	en2	PROadv	MORPH=empty
ramaint	ramener	VERcjg	MORPH=empty
.	.	PONfrt	MORPH=empty
Ce	ce1	PROdem	MORPH=empty
oïrent	öir	VERcjg	MORPH=empty
el	en1+le	PRE.DETdef	MORPH=empty
palés	palais2	NOMcom	MORPH=empty
maint	maint	PROind	MORPH=empty
,	,	PONfbl	MORPH=empty
S'	si	ADVgen	MORPH=empty
an	en2	PROadv	MORPH=empty
fu	estre1	VERcjg	MORPH=empty
la	le	DETdef	MORPH=empty
corz	cort1	NOMcom	MORPH=empty
tote	tot	ADVgen	MORPH=empty
estormie	estormir	VERppe	MORPH=empty
.	.	PONfrt	MORPH=empty
La	le	DETdef	MORPH=empty
novele	novele	NOMcom	MORPH=empty
en	en2	PROadv	MORPH=empty
a	avoir	VERcjg	MORPH=empty
Kex	Keu	NOMpro	MORPH=empty
oïe	öir	VERppe	MORPH=empty
Qui	qui	PROrel	MORPH=empty
avoec	avuec	PRE	MORPH=empty
les	le	DETdef	MORPH=empty
sergenz	serjant	NOMcom	MORPH=empty
manjoit	mangier	VERcjg	MORPH=empty
;	;	PONfbl	MORPH=empty
Le	le	DETdef	MORPH=empty
mangier	mangier	VERinf	MORPH=empty
leit	laiier2	VERcjg	MORPH=empty
,	,	PONfbl	MORPH=empty
si	si	ADVgen	MORPH=empty
vient	venir	VERcjg	MORPH=empty
tot	tot	ADVgen	MORPH=empty
droit	droit	ADJqua	MORPH=empty
Au	a3+le	PRE.DETdef	MORPH=empty
roi	roi2	NOMcom	MORPH=empty
,	,	PONfbl	MORPH=empty
si	si	ADVgen	MORPH=empty
li	il	PROper	MORPH=empty
comance	comencier	VERcjg	MORPH=empty
a	a3	PRE	MORPH=empty
dire	dire	VERinf	MORPH=empty
,	,	PONfbl	MORPH=empty
Tot	tot	ADVgen	MORPH=empty
autresi	autresi	ADVgen	MORPH=empty
come	come1	CONsub	MORPH=empty
par	par	PRE	MORPH=empty
ire	ire	NOMcom	MORPH=empty
:	:	PONfbl	MORPH=empty
Rois	roi2	NOMcom	MORPH=empty
,	,	PONfbl	MORPH=empty
servi	servir	VERppe	MORPH=empty
t'	tu	PROper	MORPH=empty
ai	avoir	VERcjg	MORPH=empty
mout	mout	ADVgen	MORPH=empty
boenemant	bonement	ADVgen	MORPH=empty
Par	par	PRE	MORPH=empty
boene	bon	ADJqua	MORPH=empty
foi	foi	NOMcom	MORPH=empty
et	et	CONcoo	MORPH=empty
lëaumant	lëaument	ADVgen	MORPH=empty
;	;	PONfbl	MORPH=empty
Or	or4	ADVgen	MORPH=empty
praing	prendre	VERcjg	MORPH=empty
congié	congié	NOMcom	MORPH=empty
,	,	PONfbl	MORPH=empty
si	si	ADVgen	MORPH=empty
m'	je	PROper	MORPH=empty
an	en2	PROadv	MORPH=empty
irai	aler	VERcjg	MORPH=empty
,	,	PONfbl	MORPH=empty
Que	que4	CONcoo	MORPH=empty
ja	ja	ADVgen	MORPH=empty
mes	mais1	ADVgen	MORPH=empty
ne	ne1	ADVneg	MORPH=empty
te	tu	PROper	MORPH=empty
servirai	servir	VERcjg	MORPH=empty
.	.	PONfrt	MORPH=empty
Je	je	PROper	MORPH=empty
n'	ne1	ADVneg	MORPH=empty
ai	avoir	VERcjg	MORPH=empty
volenté	volenté	NOMcom	MORPH=empty
ne	ne2	CONcoo	MORPH=empty
talant	talent	NOMcom	MORPH=empty
De	de	PRE	MORPH=empty
toi	tu	PROper	MORPH=empty
servir	servir	VERinf	MORPH=empty
d'	de	PRE	MORPH=empty
ore	or4	ADVgen	MORPH=empty
en	en1	PRE	MORPH=empty
avant	avant	ADVgen	MORPH=empty
.	.	PONfrt	MORPH=empty
Au	a3+le	PRE.DETdef	MORPH=empty
roi	roi2	NOMcom	MORPH=empty
poise	peser	VERcjg	MORPH=empty
de	de	PRE	MORPH=empty
ce	ce1	PROdem	MORPH=empty
qu'	que2	PROrel	MORPH=empty
il	il	PROper	MORPH=empty
ot	öir	VERcjg	MORPH=empty
,	,	PONfbl	MORPH=empty
Mes	mais1	CONcoo	MORPH=empty
,	,	PONfbl	MORPH=empty
quant	cant1	CONsub	MORPH=empty
respondre	respondre1	VERinf	MORPH=empty
mialz	mieus	ADVgen	MORPH=empty
li	il	PROper	MORPH=empty
pot	pöoir	VERcjg	MORPH=empty
,	,	PONfbl	MORPH=empty
Si	si	ADVgen	MORPH=empty
li	il	PROper	MORPH=empty
a	avoir	VERcjg	MORPH=empty
dit	dire	VERppe	MORPH=empty
en	en1	PRE	MORPH=empty
es	es2	PROdem	MORPH=empty
le	le	DETdef	MORPH=empty
pas	pas	NOMcom	MORPH=empty
:	:	PONfbl	MORPH=empty
Est	estre1	VERcjg	MORPH=empty
ce	ce1	PROdem	MORPH=empty
a	a3	PRE	MORPH=empty
certes	certes	ADVgen	MORPH=empty
ou	o3	CONcoo	MORPH=empty
a	a3	PRE	MORPH=empty
gas	gap	NOMcom	MORPH=empty
?	?	PONfrt	MORPH=empty
Et	et	CONcoo	MORPH=empty
Kex	Keu	NOMpro	MORPH=empty
respont	respondre1	VERcjg	MORPH=empty
:	:	PONfbl	MORPH=empty
Biax	bel1	ADJqua	MORPH=empty
sire	seignor	NOMcom	MORPH=empty
rois	roi2	NOMcom	MORPH=empty
,	,	PONfbl	MORPH=empty
Je	je	PROper	MORPH=empty
n'	ne1	ADVneg	MORPH=empty
ai	avoir	VERcjg	MORPH=empty
or	or4	ADVgen	MORPH=empty
mestier	mestier	NOMcom	MORPH=empty
de	de	PRE	MORPH=empty
gabois	gabois	NOMcom	MORPH=empty
,	,	PONfbl	MORPH=empty
Einz	ainz	ADVgen	MORPH=empty
praing	prendre	VERcjg	MORPH=empty
congié	congié	NOMcom	MORPH=empty
trestot	trestot	ADVgen	MORPH=empty
a	a3	PRE	MORPH=empty
certes	certes	ADVgen	MORPH=empty
;	;	PONfbl	MORPH=empty
Je	je	PROper	MORPH=empty
ne	ne1	ADVneg	MORPH=empty
vos	vos	PROper	MORPH=empty
quier	querre	VERcjg	MORPH=empty
autres	autre	DETind	MORPH=empty
dessertes	deserte2	NOMcom	MORPH=empty
N'	ne2	CONcoo	MORPH=empty
autre	autre	DETind	MORPH=empty
loier	loiier	NOMcom	MORPH=empty
de	de	PRE	MORPH=empty
mon	mon1	DETpos	MORPH=empty
servise	servise	NOMcom	MORPH=empty
;	;	PONfbl	MORPH=empty
Ensi	ainsi	ADVgen	MORPH=empty
m'	je	PROper	MORPH=empty
est	estre1	VERcjg	MORPH=empty
or	or4	ADVgen	MORPH=empty
volantez	volenté	NOMcom	MORPH=empty
