form	lemma	POS	morph
estois	estre1	VERcjg	MODE=ind|TEMPS=ipf|PERS.=1|NOMB.=s
pour	por2	PRE	MORPH=empty
lors	lors	ADVgen	DEGRE=-
,	,	PONfbl	MORPH=empty
de	de	PRE	MORPH=empty
sa	son4	DETpos	PERS.=3|NOMB.=s|GENRE=f|CAS=r
grace	grace	NOMcom	NOMB.=s|GENRE=f|CAS=r
,	,	PONfbl	MORPH=empty
et	et	CONcoo	MORPH=empty
moi	moi	PROper	PERS.=1|NOMB.=s|GENRE=m|CAS=i
indigne	indigne	ADJqua	NOMB.=s|GENRE=m|CAS=r|DEGRE=p
.	.	PONfrt	MORPH=empty
Et	et	CONcoo	MORPH=empty
ne	ne1	ADVneg	MORPH=empty
vous	vos	PROper	PERS.=2|NOMB.=p|GENRE=m|CAS=i
déplaise	desplaire	VERcjg	MODE=sub|TEMPS=pst|PERS.=3|NOMB.=s
si	se	CONsub	MORPH=empty
ie	je	PROper	PERS.=1|NOMB.=s|GENRE=m|CAS=n
la	il	PROper	PERS.=3|NOMB.=s|GENRE=f|CAS=r
racompte	raconter	VERcjg	MODE=ind|TEMPS=pst|PERS.=1|NOMB.=s
pour	por2	PRE	MORPH=empty
sa	son4	DETpos	PERS.=3|NOMB.=s|GENRE=f|CAS=r
merueille	merveille	NOMcom	NOMB.=s|GENRE=f|CAS=r
,	,	PONfbl	MORPH=empty
et	et	CONcoo	MORPH=empty
pour	por2	PRE	MORPH=empty
y	i2	ADVgen	DEGRE=-
pouruoir	porvëoir	VERinf	MORPH=empty
si	se	CONsub	MORPH=empty
elle	il	PROper	PERS.=3|NOMB.=s|GENRE=f|CAS=n
aduenoit	avenir	VERcjg	MODE=ind|TEMPS=ipf|PERS.=3|NOMB.=s
derechef	de+rechief	ADVgen	DEGRE=-
.	.	PONfrt	MORPH=empty
La	le	DETdef	NOMB.=s|GENRE=f|CAS=n
dite	dire	VERppe	NOMB.=s|GENRE=f|CAS=n
mortalité	mortalité	NOMcom	NOMB.=s|GENRE=f|CAS=n
commença	comencier	VERcjg	MODE=ind|TEMPS=psp|PERS.=3|NOMB.=s
à	a3	PRE	MORPH=empty
nous	nos1	PROper	PERS.=1|NOMB.=p|GENRE=m|CAS=i
au	a3+le	PRE.DETdef	NOMB.=s|GENRE=m|CAS=r
mois	mois2	NOMcom	NOMB.=s|GENRE=m|CAS=r
de	de	PRE	MORPH=empty
Ianuier	jenvier	NOMcom	NOMB.=s|GENRE=m|CAS=r
,	,	PONfbl	MORPH=empty
et	et	CONcoo	MORPH=empty
dura	durer	VERcjg	MODE=ind|TEMPS=psp|PERS.=3|NOMB.=s
l'	le	DETdef	NOMB.=s|GENRE=m|CAS=r
espace	espace	NOMcom	NOMB.=s|GENRE=m|CAS=r
de	de	PRE	MORPH=empty
sept	set	DETcar	NOMB.=p|GENRE=m|CAS=r
mois	mois2	NOMcom	NOMB.=p|GENRE=m|CAS=r
.	.	PONfrt	MORPH=empty
Elle	il	PROper	PERS.=3|NOMB.=s|GENRE=f|CAS=n
fust	estre1	VERcjg	MODE=ind|TEMPS=psp|PERS.=3|NOMB.=s
de	de	PRE	MORPH=empty
deux	deus	DETcar	NOMB.=p|GENRE=f|CAS=r
sortes	sorte2	NOMcom	NOMB.=p|GENRE=f|CAS=r
:	:	PONfbl	MORPH=empty
la	le	DETdef	NOMB.=s|GENRE=f|CAS=n
premiere	premier	PROord	NOMB.=s|GENRE=f|CAS=n
dura	durer	VERcjg	MODE=ind|TEMPS=psp|PERS.=3|NOMB.=s
deux	deus	DETcar	NOMB.=p|GENRE=m|CAS=r
mois	mois2	NOMcom	NOMB.=p|GENRE=m|CAS=r
;	;	PONfbl	MORPH=empty
auec	avuec	ADVgen	MORPH=empty
fiéure	fievre	NOMcom	NOMB.=s|GENRE=f|CAS=r
continue	continu	ADJqua	NOMB.=s|GENRE=f|CAS=r|DEGRE=p
,	,	PONfbl	MORPH=empty
et	et	CONcoo	MORPH=empty
crachement	crachement	NOMcom	NOMB.=s|GENRE=m|CAS=r
de	de	PRE	MORPH=empty
sang	sanc	NOMcom	NOMB.=s|GENRE=m|CAS=r
;	;	PONfbl	MORPH=empty
et	et	CONcoo	MORPH=empty
on	on	PROind	NOMB.=s|GENRE=n|CAS=n
en	en2	PROadv	MORPH=empty
mouroit	morir	VERcjg	MODE=ind|TEMPS=ipf|PERS.=3|NOMB.=s
dans	denz	PRE	MORPH=empty
trois	trois	DETcar	NOMB.=p|GENRE=m|CAS=r
iours	jor	NOMcom	NOMB.=p|GENRE=m|CAS=r
.	.	PONfrt	MORPH=empty
La	le	DETdef	NOMB.=s|GENRE=f|CAS=n
seconde	secont1	PROord	NOMB.=s|GENRE=f|CAS=n
fust	estre1	VERcjg	MODE=ind|TEMPS=psp|PERS.=3|NOMB.=s
,	,	PONfbl	MORPH=empty
tout	tot	DETind	NOMB.=s|GENRE=m|CAS=r
le	le	DETdef	NOMB.=s|GENRE=m|CAS=r
reste	reste	NOMcom	NOMB.=s|GENRE=m|CAS=r
du	de+le	PRE.DETdef	NOMB.=s|GENRE=m|CAS=r
temps	tens	NOMcom	NOMB.=s|GENRE=m|CAS=r
,	,	PONfbl	MORPH=empty
aussi	aussi	ADVgen	DEGRE=-
auec	avuec	ADVgen	MORPH=empty
fiéure	fievre	NOMcom	NOMB.=s|GENRE=f|CAS=r
continue	continu	ADJqua	NOMB.=s|GENRE=f|CAS=r|DEGRE=p
,	,	PONfbl	MORPH=empty
et	et	CONcoo	MORPH=empty
apostemes	apostume	NOMcom	NOMB.=p|GENRE=m|CAS=r
et	et	CONcoo	MORPH=empty
carboncles	charbocle	NOMcom	NOMB.=p|GENRE=f|CAS=r
és	en1+le	PRE.DETdef	NOMB.=p|GENRE=f|CAS=r
parties	partie	NOMcom	NOMB.=p|GENRE=f|CAS=r
externes	externe	ADJqua	NOMB.=p|GENRE=f|CAS=r|DEGRE=p
,	,	PONfbl	MORPH=empty
principalement	principaument	ADVgen	DEGRE=-
aux	a3+le	PRE.DETdef	NOMB.=p|GENRE=f|CAS=r
aisselles	aissele2	NOMcom	NOMB.=p|GENRE=f|CAS=r
,	,	PONfbl	MORPH=empty
et	et	CONcoo	MORPH=empty
aines	aine	NOMcom	NOMB.=p|GENRE=f|CAS=r
:	:	PONfbl	MORPH=empty
et	et	CONcoo	MORPH=empty
on	on	PROind	NOMB.=s|GENRE=n|CAS=n
en	en2	PROadv	MORPH=empty
mouroit	morir	VERcjg	MODE=ind|TEMPS=ipf|PERS.=3|NOMB.=s
dans	denz	PRE	MORPH=empty
cinq	cinc	DETcar	NOMB.=p|GENRE=m|CAS=r
iours	jor	NOMcom	NOMB.=p|GENRE=m|CAS=r
.	.	PONfrt	MORPH=empty
Et	et	CONcoo	MORPH=empty
fut	estre1	VERcjg	MODE=ind|TEMPS=psp|PERS.=3|NOMB.=s
de	de	PRE	MORPH=empty
si	si	ADVgen	DEGRE=-
grande	grant	ADJqua	NOMB.=s|GENRE=f|CAS=r|DEGRE=p
contagion	contagion	NOMcom	NOMB.=s|GENRE=f|CAS=r
(	(	PONpga	MORPH=empty
specialement	especïaument	ADVgen	DEGRE=-
celle	cel	PROdem	NOMB.=s|GENRE=f|CAS=r
qui	qui	PROrel	NOMB.=s|GENRE=f|CAS=n
estoit	estre1	VERcjg	MODE=ind|TEMPS=ipf|PERS.=3|NOMB.=s
auec	avuec	ADVgen	MORPH=empty
crachement	crachement	NOMcom	NOMB.=s|GENRE=m|CAS=r
de	de	PRE	MORPH=empty
sang	sanc	NOMcom	NOMB.=s|GENRE=m|CAS=r
)	)	PONpdr	MORPH=empty
que	que4	CONsub	MORPH=empty
non	non	ADVneg	MORPH=empty
seulement	solement2	ADVgen	DEGRE=-
en	en1	PRE	MORPH=empty
séjournant	sejorner	VERppa	NOMB.=x|GENRE=x|CAS=x
,	,	PONfbl	MORPH=empty
ains	ainz	ADVgen	DEGRE=-
aussi	aussi	ADVgen	DEGRE=-
en	en1	PRE	MORPH=empty
regardant	regarder	VERppa	NOMB.=x|GENRE=x|CAS=x
,	,	PONfbl	MORPH=empty
l'	le	DETdef	NOMB.=s|GENRE=m|CAS=n
vn	un	NOMcom	NOMB.=s|GENRE=m|CAS=n
la	il	PROper	NOMB.=s|GENRE=f|CAS=r
prenoit	prendre	VERcjg	MODE=ind|TEMPS=ipf|PERS.=3|NOMB.=s
de	de	PRE	MORPH=empty
l'	le	DETdef	NOMB.=s|GENRE=m|CAS=r
autre	autre	PROind	NOMB.=s|GENRE=m|CAS=r
:	:	PONfbl	MORPH=empty
entant	en1+tant	ADVgen	DEGRE=-
que	que4	CONsub	MORPH=empty
les	le	DETdef	NOMB.=p|GENRE=m|CAS=n
gens	gent1	NOMcom	NOMB.=p|GENRE=m|CAS=n
mouroient	morir	VERcjg	MODE=ind|TEMPS=ipf|PERS.=3|NOMB.=p
sans	sans	PRE	MORPH=empty
seruiteurs	servitor	NOMcom	NOMB.=p|GENRE=m|CAS=r
et	et	CONcoo	MORPH=empty
estoyent	estre1	VERcjg	MODE=ind|TEMPS=ipf|PERS.=3|NOMB.=p
enseuelis	ensevelir	VERppe	NOMB.=p|GENRE=m|CAS=n
sans	sans	PRE	MORPH=empty
Prestres	prestre	NOMcom	NOMB.=p|GENRE=m|CAS=r
.	.	PONfrt	MORPH=empty
Le	le	DETdef	NOMB.=s|GENRE=m|CAS=n
pere	pere	NOMcom	NOMB.=s|GENRE=m|CAS=n
ne	ne1	ADVneg	MORPH=empty
visitoit	visiter	VERcjg	MODE=ind|TEMPS=ipf|PERS.=3|NOMB.=s
pas	pas	ADVneg	MORPH=empty
son	son4	DETpos	NOMB.=s|GENRE=m|CAS=r
fils	fil2	NOMcom	NOMB.=s|GENRE=m|CAS=r
,	,	PONfbl	MORPH=empty
ne	ne2	CONcoo	MORPH=empty
le	le	DETdef	NOMB.=s|GENRE=m|CAS=n
fils	fil2	NOMcom	NOMB.=s|GENRE=m|CAS=n
son	son4	DETpos	NOMB.=s|GENRE=m|CAS=r
pere	pere	NOMcom	NOMB.=s|GENRE=m|CAS=r
:	:	PONfbl	MORPH=empty
La	le	DETdef	NOMB.=s|GENRE=f|CAS=n
charité	charité	NOMcom	NOMB.=s|GENRE=f|CAS=n
estoit	estre1	VERcjg	MODE=ind|TEMPS=ipf|PERS.=3|NOMB.=s
morte	morir	VERppe	NOMB.=s|GENRE=f|CAS=n
,	,	PONfbl	MORPH=empty
et	et	CONcoo	MORPH=empty
l'	le	DETdef	NOMB.=s|GENRE=f|CAS=n
esperance	esperance	NOMcom	NOMB.=s|GENRE=f|CAS=n
abbatuë	abatre	VERppe	NOMB.=s|GENRE=f|CAS=n
.	.	PONfrt	MORPH=empty
Ie	je	PROper	PERS.=1|NOMB.=s|GENRE=m|CAS=n
la	il	PROper	NOMB.=s|GENRE=f|CAS=r
nomme	nomer	VERcjg	MODE=ind|TEMPS=pst|PERS.=1|NOMB.=s
grande	grant	ADJqua	NOMB.=s|GENRE=f|CAS=r|DEGRE=p
,	,	PONfbl	MORPH=empty
parce	par+ce1	ADVgen	DEGRE=-
qu'	que4	CONsub	MORPH=empty
elle	il	PROper	PERS.=3|NOMB.=s|GENRE=f|CAS=n
occupa	ocuper	VERcjg	MODE=ind|TEMPS=psp|PERS.=3|NOMB.=s
tout	tot	DETind	NOMB.=s|GENRE=m|CAS=r
le	le	DETdef	NOMB.=s|GENRE=m|CAS=r
monde	monde1	NOMcom	NOMB.=s|GENRE=m|CAS=r
,	,	PONfbl	MORPH=empty
ou	o3	CONcoo	MORPH=empty
peu	poi	PROind	NOMB.=s|GENRE=n|CAS=r
s'	soi1	PROper	PERS.=3|NOMB.=s|GENRE=n|CAS=r
en	en2	PROadv	MORPH=empty
fallut	falir	VERcjg	MODE=ind|TEMPS=psp|PERS.=3|NOMB.=s
.	.	PONfrt	MORPH=empty
Car	car	CONcoo	MORPH=empty
elle	il	PROper	PERS.=3|NOMB.=s|GENRE=f|CAS=n
commença	comencier	VERcjg	MODE=ind|TEMPS=psp|PERS.=3|NOMB.=s
en	en1	PRE	MORPH=empty
Orient	Orient	NOMpro	NOMB.=s|GENRE=m|CAS=r
,	,	PONfbl	MORPH=empty
et	et	CONcoo	MORPH=empty
ainsi	ainsi	ADVgen	DEGRE=-
jettant	jeter	VERppa	NOMB.=x|GENRE=x|CAS=x
ses	son4	DETpos	NOMB.=p|GENRE=f|CAS=r
flesches	fleche	NOMcom	NOMB.=p|GENRE=f|CAS=r
contre	contre	PRE	MORPH=empty
le	le	DETdef	NOMB.=s|GENRE=m|CAS=r
monde	monde1	NOMcom	NOMB.=s|GENRE=m|CAS=r
,	,	PONfbl	MORPH=empty
passa	passer1	VERcjg	MODE=ind|TEMPS=psp|PERS.=3|NOMB.=s
par	par	PRE	MORPH=empty
nostre	nostre	DETpos	NOMB.=s|GENRE=f|CAS=r
region	regïon	NOMcom	NOMB.=s|GENRE=f|CAS=r
vers	vers2	PRE	MORPH=empty
l'	le	DETdef	NOMB.=s|GENRE=m|CAS=r
occident	Occident	NOMcom	NOMB.=s|GENRE=m|CAS=r
.	.	PONfrt	MORPH=empty
Et	et	CONcoo	MORPH=empty
fust	estre1	VERcjg	MODE=ind|TEMPS=psp|PERS.=3|NOMB.=s
si	si	ADVgen	DEGRE=-
grande	grant	ADJqua	NOMB.=s|GENRE=f|CAS=r|DEGRE=p
,	,	PONfbl	MORPH=empty
qu'	que4	CONsub	MORPH=empty
à	a3	PRE	MORPH=empty
peine	peine	NOMcom	NOMB.=s|GENRE=f|CAS=r
elle	il	PROper	PERS.=3|NOMB.=s|GENRE=f|CAS=n
laissa	laissier	VERcjg	MODE=ind|TEMPS=psp|PERS.=3|NOMB.=s
la	le	DETdef	NOMB.=s|GENRE=f|CAS=r
quatriesme	cartier	ADJord	NOMB.=s|GENRE=f|CAS=r
partie	partie	NOMcom	NOMB.=s|GENRE=f|CAS=r
des	de+le	PRE.DETdef	NOMB.=p|GENRE=m|CAS=r
gens	gent1	NOMcom	NOMB.=p|GENRE=m|CAS=r
.	.	PONfrt	MORPH=empty
Et	et	CONcoo	MORPH=empty
ie	je	PROper	PERS.=1|NOMB.=s|GENRE=m|CAS=n
dis	dire	VERcjg	MODE=ind|TEMPS=pst|PERS.=1|NOMB.=s
qu'	que4	CONsub	MORPH=empty
elle	il	PROper	PERS.=3|NOMB.=s|GENRE=f|CAS=n
fust	estre1	VERcjg	MODE=ind|TEMPS=psp|PERS.=3|NOMB.=s
telle	tel	PROind	NOMB.=s|GENRE=f|CAS=r
qu'	que4	CONsub	MORPH=empty
on	on	PROind	NOMB.=s|GENRE=n|CAS=n
n'	ne1	ADVneg	MORPH=empty
a	avoir	VERcjg	MODE=ind|TEMPS=pst|PERS.=3|NOMB.=s
iamais	ja+mais1	ADVgen	DEGRE=-
ouy	öir	VERppe	NOMB.=s|GENRE=n|CAS=r
parler	parler	VERinf	MORPH=empty
de	de	PRE	MORPH=empty
semblable	semblable	ADJqua	NOMB.=s|GENRE=m|CAS=r|DEGRE=p
:	:	PONfbl	MORPH=empty
car	car	CONcoo	MORPH=empty
nous	nos1	PROper	PERS.=1|NOMB.=p|GENRE=m|CAS=n
lisons	lire1	VERcjg	MODE=ind|TEMPS=pst|PERS.=1|NOMB.=p
de	de	PRE	MORPH=empty
celle	cele	PROdem	NOMB.=s|GENRE=f|CAS=r
de	de	PRE	MORPH=empty
la	le	DETdef	NOMB.=s|GENRE=f|CAS=r
cité	cité	NOMcom	NOMB.=s|GENRE=f|CAS=r
de	de	PRE	MORPH=empty
Cranon	Cranon	NOMpro	NOMB.=s|GENRE=x|CAS=r
,	,	PONfbl	MORPH=empty
et	et	CONcoo	MORPH=empty
de	de	PRE	MORPH=empty
la	le	DETdef	NOMB.=s|GENRE=f|CAS=r
Palestine	Palestine	NOMpro	NOMB.=s|GENRE=f|CAS=r
,	,	PONfbl	MORPH=empty
et	et	CONcoo	MORPH=empty
des	de+le	PRE.DETdef	NOMB.=p|GENRE=f|CAS=r
autres	autre	PROind	NOMB.=p|GENRE=f|CAS=r
au	a3+le	PRE.DETdef	NOMB.=s|GENRE=m|CAS=r
liure	livre2	NOMcom	NOMB.=s|GENRE=m|CAS=r
des	de+le	PRE.DETdef	NOMB.=p|GENRE=f|CAS=r
Epidemies	epidemie	NOMcom	NOMB.=p|GENRE=f|CAS=r
,	,	PONfbl	MORPH=empty
qui	qui	PROrel	NOMB.=p|GENRE=f|CAS=n
furent	estre1	VERcjg	MODE=ind|TEMPS=psp|PERS.=3|NOMB.=p
du	de+le	PRE.DETdef	NOMB.=s|GENRE=m|CAS=r
temps	tens	NOMcom	NOMB.=s|GENRE=m|CAS=r
d'	de	PRE	MORPH=empty
Hippocras	Hippocrate	NOMpro	NOMB.=s|GENRE=m|CAS=r
:	:	PONfbl	MORPH=empty
et	et	CONcoo	MORPH=empty
de	de	PRE	MORPH=empty
celle	cel	PROdem	NOMB.=s|GENRE=f|CAS=r
qui	qui	PROrel	NOMB.=s|GENRE=f|CAS=n
aduint	avenir	VERcjg	MODE=ind|TEMPS=psp|PERS.=3|NOMB.=s
aux	a3+le	PROper	NOMB.=p|GENRE=m|CAS=r
sujets	subjet2	NOMcom	NOMB.=p|GENRE=m|CAS=r
des	de+le	PRE.DETdef	NOMB.=p|GENRE=m|CAS=r
Romains	romain	NOMcom	NOMB.=p|GENRE=m|CAS=r
,	,	PONfbl	MORPH=empty
du	de+le	PRE.DETdef	NOMB.=s|GENRE=m|CAS=r
temps	tens	NOMcom	NOMB.=s|GENRE=m|CAS=r
de	de	PRE	MORPH=empty
Galen	Galïen	NOMpro	NOMB.=s|GENRE=m|CAS=r
,	,	PONfbl	MORPH=empty
au	a3+le	PRE.DETdef	NOMB.=s|GENRE=m|CAS=r
liure	livre2	NOMcom	NOMB.=s|GENRE=m|CAS=r
de	de	ETR	MORPH=empty
Euchymia	euchymia	ETR	MORPH=empty
:	:	PONfbl	MORPH=empty
et	et	CONcoo	MORPH=empty
de	de	PRE	MORPH=empty
celle	cele	PROdem	NOMB.=s|GENRE=f|CAS=r
de	de	PRE	MORPH=empty
la	le	DETdef	NOMB.=s|GENRE=f|CAS=r
Cité	cité	NOMcom	NOMB.=s|GENRE=f|CAS=r
de	de	PRE	MORPH=empty
Rome	Rome	NOMpro	NOMB.=s|GENRE=f|CAS=r
au	a3+le	PRE.DETdef	NOMB.=s|GENRE=m|CAS=r
temps	tens	NOMcom	NOMB.=s|GENRE=m|CAS=r
de	de	PRE	MORPH=empty
Gregoire	Gregoire	NOMpro	NOMB.=s|GENRE=m|CAS=r
:	:	PONfbl	MORPH=empty
et	et	CONcoo	MORPH=empty
nulle	nul	PROind	NOMB.=s|GENRE=f|CAS=n
ne	ne1	ADVneg	MORPH=empty
fut	estre1	VERcjg	MODE=ind|TEMPS=psp|PERS.=3|NOMB.=s
tant	tant	ADVgen	DEGRE=-
grande	grant	ADJqua	NOMB.=s|GENRE=f|CAS=r|DEGRE=p
que	que1	CONsub	MORPH=empty
cette	cest	PROdem	NOMB.=s|GENRE=f|CAS=n
-	-	PONfbl	MORPH=empty
cy	ci	ADVgen	DEGRE=-
.	.	PONfrt	MORPH=empty
Car	car	CONcoo	MORPH=empty
celles	cel	PROdem	NOMB.=p|GENRE=f|CAS=n
-	-	PONfbl	MORPH=empty
là	là	ADVgen	DEGRE=-
n'	ne1	ADVneg	MORPH=empty
occuperent	ocuper	VERcjg	MODE=ind|TEMPS=psp|PERS.=3|NOMB.=p
qu'	que4	CONsub	MORPH=empty
vne	un	DETndf	NOMB.=s|GENRE=f|CAS=r
region	regïon	NOMcom	NOMB.=s|GENRE=f|CAS=r
:	:	PONfbl	MORPH=empty
cette	cest	VERcjg	NOMB.=s|GENRE=f|CAS=r
-	-	PONfbl	MORPH=empty
cy	ci	ADVgen	DEGRE=-
tout	tot	DETind	NOMB.=s|GENRE=m|CAS=r
le	le	DETdef	NOMB.=s|GENRE=m|CAS=r
monde	monde1	NOMcom	NOMB.=s|GENRE=m|CAS=r
:	:	PONfbl	MORPH=empty
celles	cel	PROdem	NOMB.=p|GENRE=f|CAS=r
-	-	PONfbl	MORPH=empty
là	là	ADVgen	DEGRE=-
estoient	estre1	VERcjg	MODE=ind|TEMPS=ipf|PERS.=3|NOMB.=p
remediables	remedïable	ADJqua	NOMB.=p|GENRE=f|CAS=n|DEGRE=p
en	en1	PRE	MORPH=empty
aucune	aucun	DETind	NOMB.=s|GENRE=f|CAS=r
maniere	maniere	NOMcom	NOMB.=s|GENRE=f|CAS=r
,	,	PONfbl	MORPH=empty
cette	cest	PROdem	NOMB.=s|GENRE=f|CAS=r
-	-	PONfbl	MORPH=empty
cy	ci	ADVgen	DEGRE=-
en	en1	PRE	MORPH=empty
nul	nul	PROind	NOMB.=s|GENRE=m|CAS=r
.	.	PONfrt	MORPH=empty
Parquoy	par+coi2	CONsub	MORPH=empty
elle	il	PROper	PERS.=3|NOMB.=s|GENRE=f|CAS=n
fut	estre1	VERcjg	MODE=ind|TEMPS=psp|PERS.=3|NOMB.=s
inutile	inutile	ADJqua	NOMB.=s|GENRE=f|CAS=n|DEGRE=p
,	,	PONfbl	MORPH=empty
et	et	CONcoo	MORPH=empty
honteuse	hontos	ADJqua	NOMB.=s|GENRE=f|CAS=n|DEGRE=p
pour	por2	PRE	MORPH=empty
les	le	DETdef	NOMB.=p|GENRE=m|CAS=r
Medecins	medecin	NOMcom	NOMB.=p|GENRE=m|CAS=r
:	:	PONfbl	MORPH=empty
d'	de	PRE	MORPH=empty
autant	autant	ADVgen	DEGRE=-
qu'	que4	CONsub	MORPH=empty
ils	il	PROper	PERS.=3|NOMB.=p|GENRE=m|CAS=n
n'	ne1	ADVneg	MORPH=empty
osoient	oser	VERcjg	MODE=ind|TEMPS=ipf|PERS.=3|NOMB.=p
visiter	visiter	VERinf	MORPH=empty
les	le	DETdef	NOMB.=p|GENRE=m|CAS=r
malades	malade	NOMcom	NOMB.=p|GENRE=m|CAS=r
,	,	PONfbl	MORPH=empty
de	de	PRE	MORPH=empty
peur	pëor	NOMcom	NOMB.=s|GENRE=f|CAS=r
d'	de	PRE	MORPH=empty
estre	estre1	VERinf	MORPH=empty
infectes	infecter	VERppe	NOMB.=p|GENRE=m|CAS=r
:	:	PONfbl	MORPH=empty
et	et	CONcoo	MORPH=empty
quand	cant1	CONsub	MORPH=empty
ils	il	PROper	PERS.=3|NOMB.=p|GENRE=m|CAS=n
les	il	PROper	PERS.=3|NOMB.=p|GENRE=m|CAS=r
visitoyent	visiter	VERcjg	MODE=ind|TEMPS=ipf|PERS.=3|NOMB.=p
,	,	PONfbl	MORPH=empty
n'	ne1	ADVneg	MORPH=empty
y	i2	PROadv	MORPH=empty
faisoyent	faire	VERcjg	MODE=ind|TEMPS=ipf|PERS.=3|NOMB.=p
guieres	gaire	ADVgen	DEGRE=-
,	,	PONfbl	MORPH=empty
et	et	CONcoo	MORPH=empty
ne	ne1	ADVneg	MORPH=empty
gaignoient	gäaignier1	VERcjg	MODE=ind|TEMPS=ipf|PERS.=3|NOMB.=p
rien	rien	PROind	NOMB.=s|GENRE=n|CAS=r
:	:	PONfbl	MORPH=empty
car	car	CONcoo	MORPH=empty
tous	tot	DETind	NOMB.=p|GENRE=m|CAS=n
les	le	DETdef	NOMB.=p|GENRE=m|CAS=n
malades	malade	NOMcom	NOMB.=p|GENRE=m|CAS=n
mouroient	morir	VERcjg	MODE=ind|TEMPS=ipf|PERS.=3|NOMB.=p
,	,	PONfbl	MORPH=empty
excepté	excepter	VERppe	NOMB.=s|GENRE=n|CAS=r
quelque	quel1	DETind	NOMB.=s|GENRE=n|CAS=r
peu	poi	PROind	NOMB.=s|GENRE=n|CAS=r
sur	sor2	PRE	MORPH=empty
la	le	DETdef	NOMB.=s|GENRE=f|CAS=r
fin	fin1	NOMcom	NOMB.=s|GENRE=f|CAS=r
,	,	PONfbl	MORPH=empty
qui	qui	PROrel	NOMB.=p|GENRE=m|CAS=n
en	en2	PROadv	MORPH=empty
eschaperent	eschaper	VERcjg	MODE=ind|TEMPS=psp|PERS.=3|NOMB.=p
auec	avuec	ADVgen	MORPH=empty
des	de+le	PRE.DETdef	NOMB.=p|GENRE=m|CAS=r
bubons	bube	NOMcom	NOMB.=p|GENRE=m|CAS=r
meurs	mëur	ADJqua	NOMB.=p|GENRE=m|CAS=r|DEGRE=p
.	.	PONfrt	MORPH=empty
Plusieurs	plusor	PROind	NOMB.=p|GENRE=m|CAS=n
douterent	doter2	VERcjg	MODE=ind|TEMPS=psp|PERS.=3|NOMB.=p
de	de	PRE	MORPH=empty
la	le	DETdef	NOMB.=s|GENRE=f|CAS=r
