form	lemma	POS	morph
estrez	estraire	VERppe	MORPH=empty
Qui	qui	PROrel	MORPH=empty
tesmoingne	tesmoignier	VERcjg	MORPH=empty
l'	le	DETdef	MORPH=empty
estoire	estoire1	NOMcom	MORPH=empty
a	a3	PRE	MORPH=empty
voire	voir	ADJqua	MORPH=empty
,	,	PONfbl	MORPH=empty
Por	por2	PRE	MORPH=empty
ce	ce1	PROdem	MORPH=empty
fet	faire	VERcjg	MORPH=empty
ele	il	PROper	MORPH=empty
mialz	mieus	ADVgen	MORPH=empty
a	a3	PRE	MORPH=empty
croire	croire	VERinf	MORPH=empty
.	.	PONfrt	MORPH=empty
Par	par	PRE	MORPH=empty
les	le	DETdef	MORPH=empty
livres	livre2	NOMcom	MORPH=empty
que	que2	PROrel	MORPH=empty
nos	nos1	PROper	MORPH=empty
avons	avoir	VERcjg	MORPH=empty
Les	le	DETdef	MORPH=empty
fez	fait1	NOMcom	MORPH=empty
des	de+le	PRE.DETdef	MORPH=empty
anciens	anciien	ADJqua	MORPH=empty
savons	savoir	VERcjg	MORPH=empty
Et	et	CONcoo	MORPH=empty
del	de+le	PRE.DETdef	MORPH=empty
siegle	siecle	NOMcom	MORPH=empty
qui	qui	PROrel	MORPH=empty
fu	estre1	VERcjg	MORPH=empty
jadis	jadis	ADVgen	MORPH=empty
.	.	PONfrt	MORPH=empty
Ce	ce1	PROdem	MORPH=empty
nos	nos1	PROper	MORPH=empty
ont	avoir	VERcjg	MORPH=empty
nostre	nostre	DETpos	MORPH=empty
livre	livre2	NOMcom	MORPH=empty
apris	aprendre	VERppe	MORPH=empty
Qu'	que4	CONsub	MORPH=empty
an	en1	PRE	MORPH=empty
Grece	Grece	NOMpro	MORPH=empty
ot	avoir	VERcjg	MORPH=empty
de	de	PRE	MORPH=empty
chevalerie	chevalerie	NOMcom	MORPH=empty
Le	le	DETdef	MORPH=empty
premier	premier	ADJord	MORPH=empty
los	los1	NOMcom	MORPH=empty
et	et	CONcoo	MORPH=empty
de	de	PRE	MORPH=empty
clergie	clergie	NOMcom	MORPH=empty
,	,	PONfbl	MORPH=empty
Puis	puis	ADVgen	MORPH=empty
vint	venir	VERcjg	MORPH=empty
chevalerie	chevalerie	NOMcom	MORPH=empty
a	a3	PRE	MORPH=empty
Rome	Rome	NOMpro	MORPH=empty
Et	et	CONcoo	MORPH=empty
de	de	PRE	MORPH=empty
la	le	DETdef	MORPH=empty
clergie	clergie	NOMcom	MORPH=empty
la	le	DETdef	MORPH=empty
some	some3	NOMcom	MORPH=empty
,	,	PONfbl	MORPH=empty
Qui	qui	PROrel	MORPH=empty
or	or4	ADVgen	MORPH=empty
est	estre1	VERcjg	MORPH=empty
an	en1	PRE	MORPH=empty
France	France	NOMpro	MORPH=empty
venue	venir	VERppe	MORPH=empty
.	.	PONfrt	MORPH=empty
Dex	Dieu	NOMpro	MORPH=empty
doint	doner	VERcjg	MORPH=empty
qu'	que4	CONsub	MORPH=empty
ele	il	PROper	MORPH=empty
i	i2	PROadv	MORPH=empty
soit	estre1	VERcjg	MORPH=empty
maintenue	maintenir	VERppe	MORPH=empty
Et	et	CONcoo	MORPH=empty
que	que4	CONsub	MORPH=empty
li	le	DETdef	MORPH=empty
leus	lieu	NOMcom	MORPH=empty
li	il	PROper	MORPH=empty
abelisse	abel1ir	VERcjg	MORPH=empty
Tant	tant	ADVgen	MORPH=empty
que	que4	CONsub	MORPH=empty
ja	ja	ADVgen	MORPH=empty
mes	mais1	ADVgen	MORPH=empty
de	de	PRE	MORPH=empty
France	France	NOMpro	MORPH=empty
n'	ne1	ADVneg	MORPH=empty
isse	issir	VERcjg	MORPH=empty
L'	le	DETdef	MORPH=empty
enors	onor	NOMcom	MORPH=empty
qui	qui	PROrel	MORPH=empty
s'	soi1	PROper	MORPH=empty
i	i2	PROadv	MORPH=empty
est	estre1	VERcjg	MORPH=empty
arestee	arester	VERppe	MORPH=empty
.	.	PONfrt	MORPH=empty
Dex	Dieu	NOMpro	MORPH=empty
l'	il	PROper	MORPH=empty
avoit	avoir	VERcjg	MORPH=empty
as	a3+le	PRE.DETdef	MORPH=empty
altres	autre	PROind	MORPH=empty
prestee	prester	VERppe	MORPH=empty
,	,	PONfbl	MORPH=empty
Car	car	CONcoo	MORPH=empty
des	de+le	PRE.DETdef	MORPH=empty
Grezois	Gregois	NOMpro	MORPH=empty
ne	ne2	CONcoo	MORPH=empty
des	de+le	PRE.DETdef	MORPH=empty
Romains	romain	NOMcom	MORPH=empty
Ne	ne1	ADVneg	MORPH=empty
dit	dire	VERcjg	MORPH=empty
an	on	PROind	MORPH=empty
mes	mais1	ADVgen	MORPH=empty
ne	ne2	CONcoo	MORPH=empty
plus	plus	ADVgen	MORPH=empty
ne	ne2	CONcoo	MORPH=empty
mains	moins	ADVgen	MORPH=empty
,	,	PONfbl	MORPH=empty
D'	de	PRE	MORPH=empty
ax	il	PROper	MORPH=empty
est	estre1	VERcjg	MORPH=empty
la	le	DETdef	MORPH=empty
parole	parole	NOMcom	MORPH=empty
remese	remanoir	VERppe	MORPH=empty
Et	et	CONcoo	MORPH=empty
estainte	esteindre	VERppe	MORPH=empty
la	le	DETdef	MORPH=empty
vive	vif	ADJqua	MORPH=empty
brese	brese	NOMcom	MORPH=empty
.	.	PONfrt	MORPH=empty
Crestiens	Crestiien	NOMpro	MORPH=empty
comance	comencier	VERcjg	MORPH=empty
son	son4	DETpos	MORPH=empty
conte	conte2	NOMcom	MORPH=empty
,	,	PONfbl	MORPH=empty
Si	si	ADVgen	MORPH=empty
con	come1	CONsub	MORPH=empty
li	le	DETdef	MORPH=empty
livres	livre2	NOMcom	MORPH=empty
nos	nos1	PROper	MORPH=empty
reconte	reconter	VERcjg	MORPH=empty
,	,	PONfbl	MORPH=empty
Qui	qui	PROrel	MORPH=empty
trez	traire	VERppe	MORPH=empty
fu	estre1	VERcjg	MORPH=empty
d'	de	PRE	MORPH=empty
un	un	DETndf	MORPH=empty
empereor	emperëor	NOMcom	MORPH=empty
Puissant	poissant	ADJqua	MORPH=empty
de	de	PRE	MORPH=empty
richesce	richece	NOMcom	MORPH=empty
et	et	CONcoo	MORPH=empty
d'	de	PRE	MORPH=empty
enor	onor	NOMcom	MORPH=empty
,	,	PONfbl	MORPH=empty
Qui	qui	PROrel	MORPH=empty
tint	tenir1	VERcjg	MORPH=empty
Grece	Grece	NOMpro	MORPH=empty
et	et	CONcoo	MORPH=empty
Costantinoble	Costantinoble	NOMpro	MORPH=empty
.	.	PONfrt	MORPH=empty
Empereriz	empererriz	NOMcom	MORPH=empty
ot	avoir	VERcjg	MORPH=empty
cointe	cointe	ADJqua	MORPH=empty
et	et	CONcoo	MORPH=empty
noble	noble1	ADJqua	MORPH=empty
,	,	PONfbl	MORPH=empty
Don	dont	PROrel	MORPH=empty
l'	le	DETdef	MORPH=empty
emperere	emperëor	NOMcom	MORPH=empty
ot	avoir	VERcjg	MORPH=empty
.ii.	2	DETcar	MORPH=empty
enfanz	enfant	NOMcom	MORPH=empty
.	.	PONfrt	MORPH=empty
Mes	mais1	CONcoo	MORPH=empty
ainz	ainz	ADVgen	MORPH=empty
fu	estre1	VERcjg	MORPH=empty
li	le	DETdef	MORPH=empty
premiers	premier	PROord	MORPH=empty
si	si	ADVgen	MORPH=empty
granz	grant	ADJqua	MORPH=empty
Que	que4	CONsub	MORPH=empty
li	le	DETdef	MORPH=empty
autres	autre	ADJind	MORPH=empty
nessance	naissance	NOMcom	MORPH=empty
eüst	avoir	VERcjg	MORPH=empty
Que	que4	CONsub	MORPH=empty
li	le	DETdef	MORPH=empty
premiers	premier	PROord	MORPH=empty
,	,	PONfbl	MORPH=empty
se	se	CONsub	MORPH=empty
lui	il	PROper	MORPH=empty
pleüst	plaire	VERcjg	MORPH=empty
,	,	PONfbl	MORPH=empty
Poïst	pöoir	VERcjg	MORPH=empty
chevaliers	chevalier	NOMcom	MORPH=empty
devenir	devenir	VERinf	MORPH=empty
Et	et	CONcoo	MORPH=empty
tot	tot	DETind	MORPH=empty
l'	le	DETdef	MORPH=empty
empire	empire	NOMcom	MORPH=empty
maintenir	maintenir	VERinf	MORPH=empty
.	.	PONfrt	MORPH=empty
Li	le	DETdef	MORPH=empty
premiers	premier	PROord	MORPH=empty
ot	avoir	VERcjg	MORPH=empty
non	nom	NOMcom	MORPH=empty
Alixandres	Alixandre	NOMpro	MORPH=empty
,	,	PONfbl	MORPH=empty
Alis	Alis	NOMpro	MORPH=empty
fu	estre1	VERcjg	MORPH=empty
apelez	apeler	VERppe	MORPH=empty
li	le	DETdef	MORPH=empty
mandres	menor	ADJqua	MORPH=empty
.	.	PONfrt	MORPH=empty
Alixandres	Alixandre	NOMpro	MORPH=empty
ot	avoir	VERcjg	MORPH=empty
non	nom	NOMcom	MORPH=empty
li	le	DETdef	MORPH=empty
pere	pere1	NOMcom	MORPH=empty
Et	et	CONcoo	MORPH=empty
Tantalis	Tantalis	NOMpro	MORPH=empty
ot	avoir	VERcjg	MORPH=empty
non	nom	NOMcom	MORPH=empty
la	le	DETdef	MORPH=empty
mere	mere	NOMcom	MORPH=empty
.	.	PONfrt	MORPH=empty
De	de	PRE	MORPH=empty
l'	le	DETdef	MORPH=empty
empereriz	empererriz	NOMcom	MORPH=empty
Tantalis	Tantalis	NOMpro	MORPH=empty
,	,	PONfbl	MORPH=empty
De	de	PRE	MORPH=empty
l'	le	DETdef	MORPH=empty
empereor	emperëor	NOMcom	MORPH=empty
et	et	CONcoo	MORPH=empty
d'	de	PRE	MORPH=empty
Alis	Alis	NOMpro	MORPH=empty
La	le	DETdef	MORPH=empty
parole	parole	NOMcom	MORPH=empty
a	a3	PRE	MORPH=empty
tant	tant	ADVgen	MORPH=empty
lesseron	laissier	VERcjg	MORPH=empty
;	;	PONfbl	MORPH=empty
D'	de	PRE	MORPH=empty
Alixandre	Alixandre	NOMpro	MORPH=empty
vos	vos	PROper	MORPH=empty
conteron	conter	VERcjg	MORPH=empty
,	,	PONfbl	MORPH=empty
Qui	qui	PROrel	MORPH=empty
tant	tant	ADVgen	MORPH=empty
fu	estre1	VERcjg	MORPH=empty
corageus	corajos	ADJqua	MORPH=empty
et	et	CONcoo	MORPH=empty
fiers	fier	ADJqua	MORPH=empty
Que	que4	CONsub	MORPH=empty
il	il	PROper	MORPH=empty
deigna	deignier	VERcjg	MORPH=empty
chevaliers	chevalier	NOMcom	MORPH=empty
Devenir	devenir	VERinf	MORPH=empty
an	en1	PRE	MORPH=empty
sa	son4	DETpos	MORPH=empty
region	regïon	NOMcom	MORPH=empty
.	.	PONfrt	MORPH=empty
Oï	öir	VERppe	MORPH=empty
ot	avoir	VERcjg	MORPH=empty
feire	faire	VERinf	MORPH=empty
menssion	mencïon	NOMcom	MORPH=empty
Del	de+le	PRE.DETdef	MORPH=empty
roi	roi2	NOMcom	MORPH=empty
Artus	Artu	NOMpro	MORPH=empty
qui	qui	PROrel	MORPH=empty
lors	lors	ADVgen	MORPH=empty
reignoit	regner	VERcjg	MORPH=empty
Et	et	CONcoo	MORPH=empty
des	de+le	PRE.DETdef	MORPH=empty
barons	baron	NOMcom	MORPH=empty
que	que2	PROrel	MORPH=empty
il	il	PROper	MORPH=empty
tenoit	tenir1	VERcjg	MORPH=empty
An	en1	PRE	MORPH=empty
sa	son4	DETpos	MORPH=empty
conpaignie	compagnie	NOMcom	MORPH=empty
toz	tot	DETind	MORPH=empty
jorz	jor	NOMcom	MORPH=empty
,	,	PONfbl	MORPH=empty
Par	par	PRE	MORPH=empty
qu'	que2	PROrel	MORPH=empty
estoit	estre1	VERcjg	MORPH=empty
dotee	doter2	VERppe	MORPH=empty
sa	son4	DETpos	MORPH=empty
corz	cort1	NOMcom	MORPH=empty
Et	et	CONcoo	MORPH=empty
renomee	renomer	VERppe	MORPH=empty
par	par	PRE	MORPH=empty
le	le	DETdef	MORPH=empty
monde	monde1	NOMcom	MORPH=empty
.	.	PONfrt	MORPH=empty
Comant	coment1	ADVint	MORPH=empty
que	que4	CONsub	MORPH=empty
la	le	DETdef	MORPH=empty
fins	fin1	NOMcom	MORPH=empty
l'	il	PROper	MORPH=empty
an	en2	PROadv	MORPH=empty
responde	respondre1	VERcjg	MORPH=empty
Et	et	CONcoo	MORPH=empty
comant	coment1	ADVint	MORPH=empty
que	que4	CONsub	MORPH=empty
il	il	PROper	MORPH=empty
l'	il	PROper	MORPH=empty
en	en2	PROadv	MORPH=empty
aveingne	avenant	VERcjg	MORPH=empty
,	,	PONfbl	MORPH=empty
N'	ne1	ADVneg	MORPH=empty
est	estre1	VERcjg	MORPH=empty
riens	rien	PROind	MORPH=empty
nee	naistre	VERppe	MORPH=empty
qui	qui	PROrel	MORPH=empty
le	il	PROper	MORPH=empty
deteingne	detenir	VERcjg	MORPH=empty
El	en1+le	PRE.DETdef	MORPH=empty
mont	monde1	NOMcom	MORPH=empty
que	que2	PROrel	MORPH=empty
n'	ne1	ADVneg	MORPH=empty
an	en2	PROadv	MORPH=empty
voist	aler	VERcjg	MORPH=empty
an	en1	PRE	MORPH=empty
Breteingne	Bretaigne	NOMpro	MORPH=empty
.	.	PONfrt	MORPH=empty
Mes	mais1	CONcoo	MORPH=empty
ainz	ainz	ADVgen	MORPH=empty
est	estre1	VERcjg	MORPH=empty
droiz	droit	ADJqua	MORPH=empty
que	que4	CONsub	MORPH=empty
congié	congié	NOMcom	MORPH=empty
preingne	prendre	VERcjg	MORPH=empty
A	a3	PRE	MORPH=empty
son	son4	DETpos	MORPH=empty
pere	pere1	NOMcom	MORPH=empty
que	que4	CONsub	MORPH=empty
il	il	PROper	MORPH=empty
s'	soi1	PROper	MORPH=empty
an	en2	PROadv	MORPH=empty
aille	aler	VERcjg	MORPH=empty
An	en1	PRE	MORPH=empty
Bretaigne	Bretaigne	NOMpro	MORPH=empty
n'	ne2	CONcoo	MORPH=empty
an	en1	PRE	MORPH=empty
Cornoaille	Cornoaille	NOMpro	MORPH=empty
.	.	PONfrt	MORPH=empty
Por	por2	PRE	MORPH=empty
congié	congié	NOMcom	MORPH=empty
prandre	prendre	VERinf	MORPH=empty
et	et	CONcoo	MORPH=empty
demander	demander	VERinf	MORPH=empty
Va	aler	VERcjg	MORPH=empty
a	a3	PRE	MORPH=empty
l'	le	DETdef	MORPH=empty
empereor	emperëor	NOMcom	MORPH=empty
parler	parler	VERinf	MORPH=empty
.	.	PONfrt	MORPH=empty
Alixandres	Alixandre	NOMpro	MORPH=empty
li	le	DETdef	MORPH=empty
biax	bel1	ADJqua	MORPH=empty
,	,	PONfbl	MORPH=empty
li	le	DETdef	MORPH=empty
preuz	pro	ADJqua	MORPH=empty
,	,	PONfbl	MORPH=empty
Ja	ja	ADVgen	MORPH=empty
li	il	PROper	MORPH=empty
dira	dire	VERcjg	MORPH=empty
quex	quel1	PROrel	MORPH=empty
est	estre1	VERcjg	MORPH=empty
ses	son4	DETpos	MORPH=empty
veuz	vo	NOMcom	MORPH=empty
Et	et	CONcoo	MORPH=empty
que	que4	CONsub	MORPH=empty
il	il	PROper	MORPH=empty
vialt	voloir	VERcjg	MORPH=empty
feire	faire	VERinf	MORPH=empty
et	et	CONcoo	MORPH=empty
anprandre	emprendre	VERinf	MORPH=empty
:	:	PONfbl	MORPH=empty
«	«	PONpga	MORPH=empty
Biau	bel1	ADJqua	MORPH=empty
pere	pere1	NOMcom	MORPH=empty
,	,	PONfbl	MORPH=empty
por	por2	PRE	MORPH=empty
enor	onor	NOMcom	MORPH=empty
aprandre	aprendre	VERinf	MORPH=empty
Et	et	CONcoo	MORPH=empty
por	por2	PRE	MORPH=empty
conquerre	conquerre	VERinf	MORPH=empty
pris	pris1	NOMcom	MORPH=empty
et	et	CONcoo	MORPH=empty
los	los1	NOMcom	MORPH=empty
,	,	PONfbl	MORPH=empty
Un	un	DETndf	MORPH=empty
don	don	NOMcom	MORPH=empty
,	,	PONfbl	MORPH=empty
fet	faire	VERcjg	MORPH=empty
il	il	PROper	MORPH=empty
,	,	PONfbl	MORPH=empty
querre	querre	VERinf	MORPH=empty
vos	vos	PROper	MORPH=empty
os	oser	VERcjg	MORPH=empty
,	,	PONfbl	MORPH=empty
Que	que4	CONsub	MORPH=empty
je	je	PROper	MORPH=empty
vuel	voloir	VERcjg	MORPH=empty
que	que4	CONsub	MORPH=empty
vos	vos	PROper	MORPH=empty
me	je	PROper	MORPH=empty
doingniez	doner	VERcjg	MORPH=empty
;	;	PONfbl	MORPH=empty
Ne	ne2	CONcoo	MORPH=empty
ja	ja	ADVgen	MORPH=empty
ne	ne1	ADVneg	MORPH=empty
le	il	PROper	MORPH=empty
me	je	PROper	MORPH=empty
porloigniez	porloignier	VERcjg	MORPH=empty
Se	se	CONsub	MORPH=empty
otroier	otroiier	VERinf	MORPH=empty
le	il	PROper	MORPH=empty
me	je	PROper	MORPH=empty
devez	devoir	VERcjg	MORPH=empty
.	.	PONfrt	MORPH=empty
»	»	PONpdr	MORPH=empty
De	de	PRE	MORPH=empty
ce	ce1	PROdem	MORPH=empty
ne	ne1	ADVneg	MORPH=empty
cuide	cuidier1	VERcjg	MORPH=empty
estre	estre1	VERinf	MORPH=empty
grevez	grever	VERppe	MORPH=empty
L'	le	DETdef	MORPH=empty
empereres	emperëor	NOMcom	MORPH=empty
ne	ne2	CONcoo	MORPH=empty
po	poi	ADVgen	MORPH=empty
ne	ne2	CONcoo	MORPH=empty
bien	bien1	ADVgen	MORPH=empty
:	:	PONfbl	MORPH=empty
L'	le	DETdef	MORPH=empty
enor	onor	NOMcom	MORPH=empty
son	son4	DETpos	MORPH=empty
fil	fil2	NOMcom	MORPH=empty
sor	sor2	PRE	MORPH=empty
tote	tot	DETind	MORPH=empty
rien	rien	NOMcom	MORPH=empty
Doit	devoir	VERcjg	MORPH=empty
il	il	PROper	MORPH=empty
voloir	voloir	VERinf	MORPH=empty
et	et	CONcoo	MORPH=empty
covoitier	covoitier	VERinf	MORPH=empty
.	.	PONfrt	MORPH=empty
Mout	mout	ADVgen	MORPH=empty
cuideroit	cuidier1	VERcjg	MORPH=empty
bien	bien1	ADVgen	MORPH=empty
esploitier	esploitier	VERinf	MORPH=empty
;	;	PONfbl	MORPH=empty
Cuideroit	cuidier1	VERcjg	MORPH=empty
?	?	PONfrt	MORPH=empty
et	et	CONcoo	MORPH=empty
si	si	ADVgen	MORPH=empty
feroit	faire	VERcjg	MORPH=empty
il	il	PROper	MORPH=empty
,	,	PONfbl	MORPH=empty
S'	se	CONsub	MORPH=empty
il	il	PROper	MORPH=empty
acroissoit	acroistre	VERcjg	MORPH=empty
l'	le	DETdef	MORPH=empty
enor	onor	NOMcom	MORPH=empty
son	son4	DETpos	MORPH=empty
fil	fil2	NOMcom	MORPH=empty
.	.	PONfrt	MORPH=empty
«	«	PONpga	MORPH=empty
Biax	bel1	ADJqua	MORPH=empty
filz	fil2	NOMcom	MORPH=empty
,	,	PONfbl	MORPH=empty
fet	faire	VERcjg	MORPH=empty
il	il	PROper	MORPH=empty
,	,	PONfbl	MORPH=empty
je	je	PROper	MORPH=empty
vos	vos	PROper	MORPH=empty
otroi	otroiier	VERcjg	MORPH=empty
Vostre	vostre	DETpos	MORPH=empty
pleisir	plaisir	NOMcom	MORPH=empty
,	,	PONfbl	MORPH=empty
et	et	CONcoo	MORPH=empty
dites	dire	VERcjg	MORPH=empty
moi	je	PROper	MORPH=empty
Que	que2	PROrel	MORPH=empty
vos	vos	PROper	MORPH=empty
volez	voloir	VERcjg	MORPH=empty
que	que4	CONsub	MORPH=empty
je	je	PROper	MORPH=empty
vos	vos	PROper	MORPH=empty
doingne	doner	VERcjg	MORPH=empty
.	.	PONfrt	MORPH=empty
»	»	PONpdr	MORPH=empty
Or	or4	ADVgen	MORPH=empty
a	avoir	VERcjg	MORPH=empty
bien	bien1	ADVgen	MORPH=empty
feite	faire	VERppe	MORPH=empty
sa	son4	DETpos	MORPH=empty
besoingne	besoigne	NOMcom	MORPH=empty
Li	le	DETdef	MORPH=empty
vaslez	vaslet	NOMcom	MORPH=empty
,	,	PONfbl	MORPH=empty
qui	qui	PROrel	MORPH=empty
mout	mout	ADVgen	MORPH=empty
an	en2	PROadv	MORPH=empty
fu	estre1	VERcjg	MORPH=empty
liez	lié1	ADJqua	MORPH=empty
Qant	cant1	CONsub	MORPH=empty
li	le	DETdef	MORPH=empty
dons	don	NOMcom	MORPH=empty
li	il	PROper	MORPH=empty
fu	estre1	VERcjg	MORPH=empty
otroiez	otroiier	VERppe	MORPH=empty
Qu'	que2	PROrel	MORPH=empty
il	il	PROper	MORPH=empty
tant	tant	ADVgen	MORPH=empty
desirroit	desirrer	VERcjg	MORPH=empty
a	a3	PRE	MORPH=empty
avoir	avoir	VERinf	MORPH=empty
.	.	PONfrt	MORPH=empty
«	«	PONpga	MORPH=empty
Sire	seignor	NOMcom	MORPH=empty
,	,	PONfbl	MORPH=empty
fet	faire	VERcjg	MORPH=empty
il	il	PROper	MORPH=empty
,	,	PONfbl	MORPH=empty
volez	voloir	VERcjg	MORPH=empty
savoir	savoir	VERinf	MORPH=empty
Que	que2	PROrel	MORPH=empty
vos	vos	PROper	MORPH=empty
m'	je	PROper	MORPH=empty
avez	avoir	VERcjg	MORPH=empty
acreanté	acreanter	VERppe	MORPH=empty
?	?	PONfrt	MORPH=empty
Je	je	PROper	MORPH=empty
vuel	voloir	VERcjg	MORPH=empty
avoir	avoir	VERinf	MORPH=empty
a	a3	PRE	MORPH=empty
grant	grant	ADJqua	MORPH=empty
planté	plenté	NOMcom	MORPH=empty
De	de	PRE	MORPH=empty
vostre	vostre	DETpos	MORPH=empty
or	or1	NOMcom	MORPH=empty
et	et	CONcoo	MORPH=empty
de	de	PRE	MORPH=empty
vostre	vostre	DETpos	MORPH=empty
argent	argent	NOMcom	MORPH=empty
,	,	PONfbl	MORPH=empty
Et	et	CONcoo	MORPH=empty
