form	lemma	POS	morph
droit	droit	NOMcom	MORPH=empty
,	,	PONfbl	MORPH=empty
et	et	CONcoo	MORPH=empty
li	le	DETdef	MORPH=empty
empereres	emperëor	NOMcom	MORPH=empty
de	de	PRE	MORPH=empty
Rome	Rome	NOMpro	MORPH=empty
soit	estre1	VERcjg	MORPH=empty
vainquieres	veinquëor	NOMcom	MORPH=empty
ne	ne2	CONcoo	MORPH=empty
mie	mie	ADVneg	MORPH=empty
tant	tant	ADVgen	MORPH=empty
solement	solement2	ADVgen	MORPH=empty
es	en1+le	PRE.DETdef	MORPH=empty
bataillez	bataille	NOMcom	MORPH=empty
que	que2	PROrel	MORPH=empty
il	il	PROper	MORPH=empty
a	avoir	VERcjg	MORPH=empty
contre	contre	PRE	MORPH=empty
ses	son4	DETpos	MORPH=empty
ennemis	enemi	NOMcom	MORPH=empty
ainz	ainz	ADVgen	MORPH=empty
bout	boter1	VERcjg	MORPH=empty
arriere	ariere	ADVgen	MORPH=empty
par	par	PRE	MORPH=empty
la	le	DETdef	MORPH=empty
force	force2	NOMcom	MORPH=empty
des	de+le	PRE.DETdef	MORPH=empty
lois	loi3	NOMcom	MORPH=empty
les	le	DETdef	MORPH=empty
desloiautés	deslëauté	NOMcom	MORPH=empty
a	a3	PRE	MORPH=empty
celz	cel	PROdem	MORPH=empty
qui	qui	PROrel	MORPH=empty
acusent	acuser	VERcjg	MORPH=empty
faucement	faussement	ADVgen	MORPH=empty
,	,	PONfbl	MORPH=empty
et	et	CONcoo	MORPH=empty
il	il	PROper	MORPH=empty
soit	estre1	VERcjg	MORPH=empty
autressi	autresi	ADVgen	MORPH=empty
vainquieres	veinquëor	NOMcom	MORPH=empty
par	par	PRE	MORPH=empty
la	le	DETdef	MORPH=empty
releigion	religïon	NOMcom	MORPH=empty
de	de	PRE	MORPH=empty
droit	droit	NOMcom	MORPH=empty
comme	come1	CONsub	MORPH=empty
il	il	PROper	MORPH=empty
est	estre1	VERcjg	MORPH=empty
contre	contre	PRE	MORPH=empty
sez	son4	DETpos	MORPH=empty
anemis	enemi	NOMcom	MORPH=empty
.	.	PONfrt	MORPH=empty
Et	et	CONcoo	MORPH=empty
noz	nos1	PROper	MORPH=empty
avonz	avoir	VERcjg	MORPH=empty
parfet	parfaire	VERppe	MORPH=empty
par	par	PRE	MORPH=empty
l'	le	DETdef	MORPH=empty
aide	äie	NOMcom	MORPH=empty
de	de	PRE	MORPH=empty
Deu	Dieu	NOMpro	MORPH=empty
l'	le	DETdef	MORPH=empty
une	un	PROind	MORPH=empty
et	et	CONcoo	MORPH=empty
l'	le	DETdef	MORPH=empty
autre	autre	ADJind	MORPH=empty
voie	voie	NOMcom	MORPH=empty
par	par	PRE	MORPH=empty
granz	grant	ADJqua	MORPH=empty
voisties	voisdie	NOMcom	MORPH=empty
veilliees	veillerie	NOMcom	MORPH=empty
et	et	CONcoo	MORPH=empty
par	par	PRE	MORPH=empty
soverainne	soverain	ADJqua	MORPH=empty
porveance	porvëance	NOMcom	MORPH=empty
,	,	PONfbl	MORPH=empty
et	et	CONcoo	MORPH=empty
lez	le	DETdef	MORPH=empty
outrajeuses	outrajos	ADJqua	MORPH=empty
genz	gent1	NOMcom	MORPH=empty
qui	qui	PROrel	MORPH=empty
ont	avoir	VERcjg	MORPH=empty
esté	estre1	VERppe	MORPH=empty
amenees	amener	VERppe	MORPH=empty
sor	sor2	PRE	MORPH=empty
soz	soz	PRE	MORPH=empty
nostre	nostre	DETpos	MORPH=empty
loi	loi3	NOMcom	MORPH=empty
connoissent	conoistre	VERcjg	MORPH=empty
les	le	DETdef	MORPH=empty
painnes	peine	NOMcom	MORPH=empty
que	que2	PROrel	MORPH=empty
noz	nos1	PROper	MORPH=empty
avons	avoir	VERcjg	MORPH=empty
sosfertez	sofrir	VERppe	MORPH=empty
es	en1+le	PRE.DETdef	MORPH=empty
batailles	bataille	NOMcom	MORPH=empty
;	;	PONfbl	MORPH=empty
et	et	CONcoo	MORPH=empty
Aufrique	Afrique	NOMpro	MORPH=empty
et	et	CONcoo	MORPH=empty
plusors	plusor	DETind	MORPH=empty
autres	autre	ADJind	MORPH=empty
contrees	contree	NOMcom	MORPH=empty
sor	sor2	PRE	MORPH=empty
coi	coi2	PROrel	MORPH=empty
Dex	Dieu	NOMpro	MORPH=empty
noz	nos1	PROper	MORPH=empty
a	avoir	VERcjg	MORPH=empty
donné	doner	VERppe	MORPH=empty
victoire	victoire	NOMcom	MORPH=empty
reconnoissent	reconoistre	VERcjg	MORPH=empty
bien	bien1	ADVgen	MORPH=empty
que	que4	CONsub	MORPH=empty
elez	il	PROper	MORPH=empty
sunt	estre1	VERcjg	MORPH=empty
derechief	de+rechief	ADVgen	MORPH=empty
sozmises	sosmetre1	VERppe	MORPH=empty
à	a3	PRE	MORPH=empty
la	le	DETdef	MORPH=empty
poesté	pöesté	NOMcom	MORPH=empty
de	de	PRE	MORPH=empty
Rome	Rome	NOMpro	MORPH=empty
et	et	CONcoo	MORPH=empty
a	a3	PRE	MORPH=empty
nostre	nostre	DETpos	MORPH=empty
empire	empire	NOMcom	MORPH=empty
.	.	PONfrt	MORPH=empty
Tuit	tot	DETind	MORPH=empty
li	le	DETdef	MORPH=empty
peuple	pueple	NOMcom	MORPH=empty
sunt	estre1	VERcjg	MORPH=empty
gouvrené	governer	VERppe	MORPH=empty
par	par	PRE	MORPH=empty
les	le	DETdef	MORPH=empty
lois	loi3	NOMcom	MORPH=empty
que	que2	PROrel	MORPH=empty
nos	nos1	PROper	MORPH=empty
avonz	avoir	VERcjg	MORPH=empty
faites	faire	VERppe	MORPH=empty
et	et	CONcoo	MORPH=empty
par	par	PRE	MORPH=empty
celes	cel	PROdem	MORPH=empty
que	que2	PROrel	MORPH=empty
noz	nos1	PROper	MORPH=empty
avonz	avoir	VERcjg	MORPH=empty
ordonnees	ordener	VERppe	MORPH=empty
.	.	PONfrt	MORPH=empty
Et	et	CONcoo	MORPH=empty
quant	cant1	CONsub	MORPH=empty
noz	nos1	PROper	MORPH=empty
meismes	mëisme	ADJind	MORPH=empty
en	en1	PRE	MORPH=empty
une	un	DETndf	MORPH=empty
clere	cler	ADJqua	MORPH=empty
concordance	concordance	NOMcom	MORPH=empty
lez	le	DETdef	MORPH=empty
sains	saint	ADJqua	MORPH=empty
establissemenz	establissement	NOMcom	MORPH=empty
qui	qui	PROrel	MORPH=empty
estoient	estre1	VERcjg	MORPH=empty
confus	confus1	ADJqua	MORPH=empty
devant	devant	PRE	MORPH=empty
ce	ce1	PROdem	MORPH=empty
,	,	PONfbl	MORPH=empty
noz	nos1	PROper	MORPH=empty
esdreçanmes	esdrecier	VERcjg	MORPH=empty
lors	lors	ADVgen	MORPH=empty
nostre	nostre	DETpos	MORPH=empty
cure	cure	NOMcom	MORPH=empty
à	a3	PRE	MORPH=empty
tous	tot	DETind	MORPH=empty
les	le	DETdef	MORPH=empty
volumez	volume	NOMcom	MORPH=empty
as	a3+le	PRE.DETdef	MORPH=empty
anciens	anciien	ADJqua	MORPH=empty
sagez	sage	ADJqua	MORPH=empty
homes	ome	NOMcom	MORPH=empty
,	,	PONfbl	MORPH=empty
et	et	CONcoo	MORPH=empty
noz	nos1	PROper	MORPH=empty
avons	avoir	VERcjg	MORPH=empty
aconpli	acomplir	VERppe	MORPH=empty
par	par	PRE	MORPH=empty
le	le	DETdef	MORPH=empty
celestiel	celestïal	ADJqua	MORPH=empty
otroi	otroi	NOMcom	MORPH=empty
l'	le	DETdef	MORPH=empty
euvre	uevre	NOMcom	MORPH=empty
que	que2	PROrel	MORPH=empty
nuz	nul	PROind	MORPH=empty
n'	ne1	ADVneg	MORPH=empty
osoit	oser	VERcjg	MORPH=empty
esperer	esperer	VERinf	MORPH=empty
.	.	PONfrt	MORPH=empty
Et	et	CONcoo	MORPH=empty
quant	cant1	CONsub	MORPH=empty
ce	ce1	PROdem	MORPH=empty
fut	estre1	VERcjg	MORPH=empty
parfet	parfaire	VERppe	MORPH=empty
par	par	PRE	MORPH=empty
la	le	DETdef	MORPH=empty
volenté	volenté	NOMcom	MORPH=empty
Damedeu	Damnedeu	NOMpro	MORPH=empty
,	,	PONfbl	MORPH=empty
noz	nos1	PROper	MORPH=empty
apelames	apeler	VERcjg	MORPH=empty
Tribunian	Tribunien	NOMpro	MORPH=empty
,	,	PONfbl	MORPH=empty
.i.	un	DETndf	MORPH=empty
grant	grant	ADJqua	MORPH=empty
home	ome	NOMcom	MORPH=empty
,	,	PONfbl	MORPH=empty
mestre	maistre	NOMcom	MORPH=empty
et	et	CONcoo	MORPH=empty
questeur	questor	NOMcom	MORPH=empty
de	de	PRE	MORPH=empty
nostre	nostre	DETpos	MORPH=empty
saint	saint	ADJqua	MORPH=empty
palés	palais2	NOMcom	MORPH=empty
et	et	CONcoo	MORPH=empty
Theophile	Theophile	NOMpro	MORPH=empty
et	et	CONcoo	MORPH=empty
Dorothee	Dorothee	NOMpro	MORPH=empty
,	,	PONfbl	MORPH=empty
noblez	noble1	ADJqua	MORPH=empty
homes	ome	NOMcom	MORPH=empty
de	de	PRE	MORPH=empty
qui	qui	PROrel	MORPH=empty
noz	nos1	PROper	MORPH=empty
avons	avoir	VERcjg	MORPH=empty
esprové	esprover	VERppe	MORPH=empty
par	par	PRE	MORPH=empty
plusors	plusor	DETind	MORPH=empty
argumens	argument	NOMcom	MORPH=empty
les	le	DETdef	MORPH=empty
sciences	scïence	NOMcom	MORPH=empty
et	et	CONcoo	MORPH=empty
la	le	DETdef	MORPH=empty
cure	cure	NOMcom	MORPH=empty
et	et	CONcoo	MORPH=empty
la	le	DETdef	MORPH=empty
loiauté	lëauté	NOMcom	MORPH=empty
que	que2	PROrel	MORPH=empty
il	il	PROper	MORPH=empty
ont	avoir	VERcjg	MORPH=empty
envers	envers2	PRE	MORPH=empty
noz	nostre	DETpos	MORPH=empty
conmandemenz	comandement	NOMcom	MORPH=empty
,	,	PONfbl	MORPH=empty
si	si	ADVgen	MORPH=empty
lor	il	PROper	MORPH=empty
conmandanmez	comander	VERcjg	MORPH=empty
especiaument	especïaument	ADVgen	MORPH=empty
que	que4	CONsub	MORPH=empty
il	il	PROper	MORPH=empty
ordonassent	ordener	VERcjg	MORPH=empty
noz	nostre	DETpos	MORPH=empty
Institutes	Institutes	NOMpro	MORPH=empty
par	par	PRE	MORPH=empty
nostre	nostre	DETpos	MORPH=empty
autorité	autorité	NOMcom	MORPH=empty
et	et	CONcoo	MORPH=empty
par	par	PRE	MORPH=empty
noz	nostre	DETpos	MORPH=empty
amonestemens	amonestement	NOMcom	MORPH=empty
si	si	ADVgen	MORPH=empty
que	que4	CONsub	MORPH=empty
il	il	PROper	MORPH=empty
voz	vos	PROper	MORPH=empty
lise	loisir1	VERcjg	MORPH=empty
a	a3	PRE	MORPH=empty
aprendre	aprendre	VERinf	MORPH=empty
la	le	DETdef	MORPH=empty
noveleté	noveleté	NOMcom	MORPH=empty
des	de+le	PRE.DETdef	MORPH=empty
lois	loi3	NOMcom	MORPH=empty
non	non	ADVneg	MORPH=empty
pas	pas	ADVneg	MORPH=empty
par	par	PRE	MORPH=empty
les	le	DETdef	MORPH=empty
ancienes	anciien	ADJqua	MORPH=empty
fablez	fable	NOMcom	MORPH=empty
mes	mais1	CONcoo	MORPH=empty
par	par	PRE	MORPH=empty
l'	le	DETdef	MORPH=empty
emperial	emperïal	ADJqua	MORPH=empty
clarté	clarté	NOMcom	MORPH=empty
,	,	PONfbl	MORPH=empty
et	et	CONcoo	MORPH=empty
voz	vostre	DETpos	MORPH=empty
oreilles	oreille	NOMcom	MORPH=empty
ne	ne2	CONcoo	MORPH=empty
vostre	vostre	DETpos	MORPH=empty
entendemenz	entendement	NOMcom	MORPH=empty
n'	ne1	ADVneg	MORPH=empty
i	i2	PROadv	MORPH=empty
truise	trover	VERcjg	MORPH=empty
rien	rien	PROind	MORPH=empty
qui	qui	PROrel	MORPH=empty
ne	ne1	ADVneg	MORPH=empty
soit	estre1	VERcjg	MORPH=empty
porfitable	porfitable	ADJqua	MORPH=empty
ne	ne2	CONcoo	MORPH=empty
qui	qui	PROrel	MORPH=empty
i	i2	PROadv	MORPH=empty
soit	estre1	VERcjg	MORPH=empty
mavaisement	mauvaisement	ADVgen	MORPH=empty
miz	metre2	VERppe	MORPH=empty
,	,	PONfbl	MORPH=empty
mes	mais1	CONcoo	MORPH=empty
ce	ce1	PROdem	MORPH=empty
qui	qui	PROrel	MORPH=empty
vaut	valoir	VERcjg	MORPH=empty
par	par	PRE	MORPH=empty
les	le	DETdef	MORPH=empty
argumens	argument	NOMcom	MORPH=empty
des	de+le	PRE.DETdef	MORPH=empty
chosez	chose	NOMcom	MORPH=empty
et	et	CONcoo	MORPH=empty
noz	nos1	PROper	MORPH=empty
façois	faire	VERcjg	MORPH=empty
voz	vos	PROper	MORPH=empty
façiez	faire	VERcjg	MORPH=empty
en	en1	PRE	MORPH=empty
.i.	un	DETndf	MORPH=empty
pou	poi	PROind	MORPH=empty
de	de	PRE	MORPH=empty
tanz	tens	NOMcom	MORPH=empty
ce	ce1	PROdem	MORPH=empty
que	que2	PROrel	MORPH=empty
li	le	DETdef	MORPH=empty
ancien	anciien	ADJqua	MORPH=empty
pooient	pöoir	VERcjg	MORPH=empty
à	a3	PRE	MORPH=empty
painnes	peine	NOMcom	MORPH=empty
faire	faire	VERinf	MORPH=empty
en	en1	PRE	MORPH=empty
.iiii.	catre	DETcar	MORPH=empty
anz	an	NOMcom	MORPH=empty
,	,	PONfbl	MORPH=empty
ce	ce1	PROdem	MORPH=empty
est	estre1	VERcjg	MORPH=empty
que	que2	PROrel	MORPH=empty
il	il	PROper	MORPH=empty
puissent	pöoir	VERcjg	MORPH=empty
lire	lire1	VERinf	MORPH=empty
toz	tot	DETind	MORPH=empty
les	le	DETdef	MORPH=empty
establissemenz	establissement	NOMcom	MORPH=empty
l'	le	DETdef	MORPH=empty
empereor	emperëor	NOMcom	MORPH=empty
.	.	PONfrt	MORPH=empty
Car	car	CONcoo	MORPH=empty
voz	vos	PROper	MORPH=empty
estes	estre1	VERcjg	MORPH=empty
trové	trover	VERppe	MORPH=empty
digne	digne	ADJqua	MORPH=empty
de	de	PRE	MORPH=empty
si	si	ADVgen	MORPH=empty
grant	grant	ADJqua	MORPH=empty
honor	onor	NOMcom	MORPH=empty
et	et	CONcoo	MORPH=empty
de	de	PRE	MORPH=empty
si	si	ADVgen	MORPH=empty
grant	grant	ADJqua	MORPH=empty
boneurté	bonëurté	NOMcom	MORPH=empty
que	que1	CONsub	MORPH=empty
li	le	DETdef	MORPH=empty
conmencemenz	comencement	NOMcom	MORPH=empty
ne	ne2	CONcoo	MORPH=empty
la	le	DETdef	MORPH=empty
finz	fin1	NOMcom	MORPH=empty
de	de	PRE	MORPH=empty
l'	le	DETdef	MORPH=empty
enseignement	enseignement	NOMcom	MORPH=empty
des	de+le	PRE.DETdef	MORPH=empty
lois	loi3	NOMcom	MORPH=empty
voz	vos	PROper	MORPH=empty
veingne	venir	VERcjg	MORPH=empty
de	de	PRE	MORPH=empty
la	le	DETdef	MORPH=empty
bouche	boche	NOMcom	MORPH=empty
l'	le	DETdef	MORPH=empty
empereor	emperëor	NOMcom	MORPH=empty
.	.	PONfrt	MORPH=empty
Noz	nos1	PROper	MORPH=empty
avons	avoir	VERcjg	MORPH=empty
dont	donc	ADVgen	MORPH=empty
conmandé	comander	VERppe	MORPH=empty
que	que4	CONsub	MORPH=empty
ses	ce2	DETdem	MORPH=empty
ces	ce2	DETdem	MORPH=empty
Institutes	Institutes	NOMpro	MORPH=empty
soient	estre1	VERcjg	MORPH=empty
partiez	partir	VERppe	MORPH=empty
en	en1	PRE	MORPH=empty
.iiii.	catre	DETcar	MORPH=empty
livres	livre3	NOMcom	MORPH=empty
aprés	après	PRE	MORPH=empty
les	le	DETdef	MORPH=empty
.l.	cincante	ADJcar	MORPH=empty
livrez	livre2	NOMcom	MORPH=empty
de	de	PRE	MORPH=empty
Digestes	Digeste	NOMpro	MORPH=empty
en	en1	PRE	MORPH=empty
coi	coi2	PROrel	MORPH=empty
toz	tot	DETind	MORPH=empty
li	le	DETdef	MORPH=empty
ancienz	anciien	ADJqua	MORPH=empty
drois	droit	NOMcom	MORPH=empty
fu	estre1	VERcjg	MORPH=empty
asambléz	assembler	VERppe	MORPH=empty
par	par	PRE	MORPH=empty
cel	cel	DETdem	MORPH=empty
meismes	mëisme	ADJind	MORPH=empty
Tribunian	Tribunien	NOMpro	MORPH=empty
et	et	CONcoo	MORPH=empty
par	par	PRE	MORPH=empty
les	le	DETdef	MORPH=empty
autres	autre	ADJind	MORPH=empty
homes	ome	NOMcom	MORPH=empty
noblez	noble1	ADJqua	MORPH=empty
et	et	CONcoo	MORPH=empty
bien	bien1	ADVgen	MORPH=empty
enparléz	emparlé	ADJqua	MORPH=empty
,	,	PONfbl	MORPH=empty
si	si	ADVgen	MORPH=empty
que	que4	CONsub	MORPH=empty
li	le	DETdef	MORPH=empty
Institutes	Institutes	NOMpro	MORPH=empty
soient	estre1	VERcjg	MORPH=empty
li	le	DETdef	MORPH=empty
premier	premier	ADJord	MORPH=empty
fondement	fondement	NOMcom	MORPH=empty
de	de	PRE	MORPH=empty
totez	tot	DETind	MORPH=empty
les	le	DETdef	MORPH=empty
sciencez	scïence	NOMcom	MORPH=empty
dez	de+le	PRE.DETdef	MORPH=empty
lois	loi3	NOMcom	MORPH=empty
en	en1	PRE	MORPH=empty
coi	coi2	PROrel	MORPH=empty
est	estre1	VERcjg	MORPH=empty
esclairié	esclairier	VERppe	MORPH=empty
briement	briément	ADVgen	MORPH=empty
ce	ce1	PROdem	MORPH=empty
que	que2	PROrel	MORPH=empty
devant	devant	PRE	MORPH=empty
estoit	estre1	VERcjg	MORPH=empty
tenu	tenir1	VERppe	MORPH=empty
et	et	CONcoo	MORPH=empty
ce	ce1	PROdem	MORPH=empty
qui	qui	PROrel	MORPH=empty
estoit	estre1	VERcjg	MORPH=empty
aombré	aombrer	VERppe	MORPH=empty
par	par	PRE	MORPH=empty
desacostumance	desacostumance	NOMcom	MORPH=empty
et	et	CONcoo	MORPH=empty
a	avoir	VERcjg	MORPH=empty
puiz	puis	ADVgen	MORPH=empty
esté	estre1	VERppe	MORPH=empty
renluminé	renluminer	VERppe	MORPH=empty
par	par	PRE	MORPH=empty
le	le	DETdef	MORPH=empty
remede	remede	NOMcom	MORPH=empty
l'	le	DETdef	MORPH=empty
empereor	emperëor	NOMcom	MORPH=empty
.	.	PONfrt	MORPH=empty
Et	et	CONcoo	MORPH=empty
li	le	DETdef	MORPH=empty
devant	devant	ADVgen	MORPH=empty
dit	dire	VERppe	MORPH=empty
sage	sage	ADJqua	MORPH=empty
home	ome	NOMcom	MORPH=empty
noz	nos1	PROper	MORPH=empty
presentent	presenter	VERcjg	MORPH=empty
presenterent	presenter	VERcjg	MORPH=empty
les	le	DETdef	MORPH=empty
Institutez	Institutes	NOMpro	MORPH=empty
quant	cant1	CONsub	MORPH=empty
il	il	PROper	MORPH=empty
les	il	PROper	MORPH=empty
orent	avoir	VERcjg	MORPH=empty
ordonnees	ordener	VERppe	MORPH=empty
de	de	PRE	MORPH=empty
toz	tot	DETind	MORPH=empty
les	le	DETdef	MORPH=empty
establisemenz	establissement	NOMcom	MORPH=empty
as	a3+le	PRE.DETdef	MORPH=empty
ancienz	anciien	NOMcom	MORPH=empty
et	et	CONcoo	MORPH=empty
meesmement	mëismement	ADVgen	MORPH=empty
de	de	PRE	MORPH=empty
celz	cel	PROdem	MORPH=empty
que	que2	PROrel	MORPH=empty
Gaius	Gaius	NOMpro	MORPH=empty
,	,	PONfbl	MORPH=empty
nostre	nostre	DETpos	MORPH=empty
anceseur	ancessor	NOMcom	MORPH=empty
,	,	PONfbl	MORPH=empty
fist	faire	VERcjg	MORPH=empty
et	et	CONcoo	MORPH=empty
del	de+le	PRE.DETdef	MORPH=empty
livre	livre2	NOMcom	MORPH=empty
ou	où	PROrel	MORPH=empty
il	il	PROper	MORPH=empty
estoient	estre1	VERcjg	MORPH=empty
contenu	contenir	VERppe	MORPH=empty
que	que4	CONsub	MORPH=empty
li	le	DETdef	MORPH=empty
mestre	maistre	NOMcom	MORPH=empty
devoient	devoir	VERcjg	MORPH=empty
faire	faire	VERinf	MORPH=empty
chascun	chascun	DETind	MORPH=empty
jor	jor	NOMcom	MORPH=empty
et	et	CONcoo	MORPH=empty
conment	coment1	ADVsub	MORPH=empty
il	il	PROper	MORPH=empty
devoient	devoir	VERcjg	MORPH=empty
jugier	jugier	VERinf	MORPH=empty
et	et	CONcoo	MORPH=empty
de	de	PRE	MORPH=empty
plusors	plusor	DETind	MORPH=empty
autres	autre	ADJind	MORPH=empty
establisemens	establissement	NOMcom	MORPH=empty
.	.	PONfrt	MORPH=empty
Et	et	CONcoo	MORPH=empty
noz	nos1	PROper	MORPH=empty
les	il	PROper	MORPH=empty
leumes	lire1	VERcjg	MORPH=empty
et	et	CONcoo	MORPH=empty
entendimes	entendre	VERcjg	MORPH=empty
et	et	CONcoo	MORPH=empty
lor	il	PROper	MORPH=empty
donnanz	doner	VERppa	MORPH=empty
donnames	doner	VERcjg	MORPH=empty
la	le	DETdef	MORPH=empty
force	force2	NOMcom	MORPH=empty
de	de	PRE	MORPH=empty
noz	nostre	DETpos	MORPH=empty
establisemens	establissement	NOMcom	MORPH=empty
.	.	PONfrt	MORPH=empty
Recevez	recevoir	VERcjg	MORPH=empty
dont	donc	ADVgen	MORPH=empty
ces	ce2	DETdem	MORPH=empty
noz	nostre	DETpos	MORPH=empty
lois	loi3	NOMcom	MORPH=empty
o	o4	PRE	MORPH=empty
grant	grant	ADJqua	MORPH=empty
entente	entente	NOMcom	MORPH=empty
et	et	CONcoo	MORPH=empty
o	o4	PRE	MORPH=empty
grant	grant	ADJqua	MORPH=empty
estude	estuide	NOMcom	MORPH=empty
et	et	CONcoo	MORPH=empty
mostrés	mostrer	VERcjg	MORPH=empty
que	que4	CONsub	MORPH=empty
voz	vos	PROper	MORPH=empty
soiés	estre1	VERcjg	MORPH=empty
si	si	ADVgen	MORPH=empty
antroduit	introduire	VERppe	MORPH=empty
que	que4	CONsub	MORPH=empty
vos	vos	PROper	MORPH=empty
aiés	avoir	VERcjg	MORPH=empty
esperance	esperance	NOMcom	MORPH=empty
que	que4	CONsub	MORPH=empty
voz	vos	PROper	MORPH=empty
puissiez	pöoir	VERcjg	MORPH=empty
estre	estre1	VERinf	MORPH=empty
parfet	parfaire	VERppe	MORPH=empty
en	en1	PRE	MORPH=empty
toutes	tot	DETind	MORPH=empty
les	le	DETdef	MORPH=empty
sciences	scïence	NOMcom	MORPH=empty
dez	de+le	PRE.DETdef	MORPH=empty
loiz	loi3	NOMcom	MORPH=empty
et	et	CONcoo	MORPH=empty
que	que4	CONsub	MORPH=empty
nostre	nostre	DETpos	MORPH=empty
empires	empire	NOMcom	MORPH=empty
em	en2	PROadv	MORPH=empty
puit	pöoir	VERcjg	MORPH=empty
estre	estre1	VERinf	MORPH=empty
govrenés	governer	VERppe	MORPH=empty
es	en1+le	PRE.DETdef	MORPH=empty
parties	partie	NOMcom	MORPH=empty
qui	qui	PROrel	MORPH=empty
noz	nos1	PROper	MORPH=empty
voz	vos	PROper	MORPH=empty
seront	estre1	VERcjg	MORPH=empty
bailliez	baillier	VERppe	MORPH=empty
à	a3	PRE	MORPH=empty
garder	garder	VERinf	MORPH=empty
.	.	PONfrt	MORPH=empty
Ce	ce1	PROdem	MORPH=empty
fu	estre1	VERcjg	MORPH=empty
fet	faire	VERppe	MORPH=empty
.xii.	doze	DETcar	MORPH=empty
jors	jor	NOMcom	MORPH=empty
devant	devant	PRE	MORPH=empty
les	le	DETdef	MORPH=empty
kalendres	chalende	NOMcom	MORPH=empty
de	de	PRE	MORPH=empty
decembre	decembre	NOMcom	MORPH=empty
par	par	PRE	MORPH=empty
nostre	nostre	DETpos	MORPH=empty
seignor	seignor	NOMcom	MORPH=empty
l'	le	DETdef	MORPH=empty
empereor	emperëor	NOMcom	MORPH=empty
Justinian	Justinien	NOMpro	MORPH=empty
.	.	PONfrt	MORPH=empty
Livre	lever	VERcjg	MORPH=empty
I	un	ADJcar	MORPH=empty
Cist	cest	DETdem	MORPH=empty
titres	titre	NOMcom	MORPH=empty
est	estre1	VERcjg	MORPH=empty
de	de	PRE	MORPH=empty
justice	justice	NOMcom	MORPH=empty
et	et	CONcoo	MORPH=empty
de	de	PRE	MORPH=empty
droit	droit	NOMcom	MORPH=empty
.	.	PONfrt	MORPH=empty
Justice	justice	NOMcom	MORPH=empty
est	estre1	VERcjg	MORPH=empty
volentés	volenté	NOMcom	MORPH=empty
ferme	ferm	ADJqua	MORPH=empty
et	et	CONcoo	MORPH=empty
pardurable	pardurable	ADJqua	MORPH=empty
qui	qui	PROrel	MORPH=empty
rant	rendre	VERcjg	MORPH=empty
à	a3	PRE	MORPH=empty
chascun	chascun	PROind	MORPH=empty
sa	son4	DETpos	MORPH=empty
droiture	droiture	NOMcom	MORPH=empty
,	,	PONfbl	MORPH=empty
et	et	CONcoo	MORPH=empty
senz	sens	NOMcom	MORPH=empty
